,EC Filename,Wrapper Name,Kmer Size,Read - TP,Read - TN,Read - FN,Read - FN WRONG,Read - FP,Read - FP INDEL,Total Trimmed Reads,Total Reads,Base - TP,Base - TN,Base - FN,Base - FN WRONG,Base - FP,Base - FP INDEL,Base - FP TRIM,Base - TP TRIM,Total Bases,Tool,Coverage,Length,Base Sensitivity,Base Precision,Base Gain,Base Accuracy,Trim Percent,Trim Efficiency
23,bfc_ecoli.wgsim_raw_rl__100_cov_32_30.corrected.fastq,run.bfc.sh,30,584713,911756,5932,214,7469,0,0,1510084,747127,150246393,7118,218,7544,0,0,0,151008400,Bfc,32,100L,0.990562748,0.990003591,0.980560693,0.999901462,0,
24,bfc_ecoli.wgsim_raw_rl__100_cov_4_20.corrected.fastq,run.bfc.sh,20,14388,113615,58930,11,1816,0,0,188760,20781,18779634,73084,17,2484,0,0,0,18876000,Bfc,4,100L,0.221392425,0.893230174,0.194928887,0.995995709,0,
25,bfc_ecoli.wgsim_raw_rl__100_cov_4_22.corrected.fastq,run.bfc.sh,22,13692,113799,59744,8,1517,0,0,188760,19724,18780044,74146,12,2074,0,0,0,18876000,Bfc,4,100L,0.210120379,0.904853656,0.188025993,0.995961433,0,
26,bfc_ecoli.wgsim_raw_rl__100_cov_4_24.corrected.fastq,run.bfc.sh,24,12754,113880,60753,7,1366,0,0,188760,18370,18780314,75498,14,1804,0,0,0,18876000,Bfc,4,100L,0.195700345,0.910577972,0.176481868,0.995904005,0,
27,bfc_ecoli.wgsim_raw_rl__100_cov_4_26.corrected.fastq,run.bfc.sh,26,12293,113951,61247,7,1262,0,0,188760,17752,18780440,76118,12,1678,0,0,0,18876000,Bfc,4,100L,0.189112603,0.913638703,0.171236817,0.99587794,0,
28,bfc_ecoli.wgsim_raw_rl__100_cov_4_28.corrected.fastq,run.bfc.sh,28,11521,113966,62060,7,1206,0,0,188760,16650,18780547,77221,11,1571,0,0,0,18876000,Bfc,4,100L,0.177371073,0.913780802,0.16063534,0.995825228,0,
29,bfc_ecoli.wgsim_raw_rl__100_cov_4_30.corrected.fastq,run.bfc.sh,30,10638,114040,62970,4,1108,0,0,188760,15297,18780676,78577,8,1442,0,0,0,18876000,Bfc,4,100L,0.162952468,0.913853874,0.147591452,0.995760384,0,
30,bfc_ecoli.wgsim_raw_rl__100_cov_8_20.corrected.fastq,run.bfc.sh,20,82289,226179,64759,28,4265,0,0,377520,112033,37558346,76796,41,4784,0,0,0,37752000,Bfc,8,100L,0.593303995,0.959047057,0.567968903,0.997837969,0,
31,bfc_ecoli.wgsim_raw_rl__100_cov_8_22.corrected.fastq,run.bfc.sh,22,78658,226284,68533,23,4022,0,0,377520,107156,37558674,81676,38,4456,0,0,0,37752000,Bfc,8,100L,0.567467378,0.960075977,0.543869683,0.997717472,0,
32,bfc_ecoli.wgsim_raw_rl__100_cov_8_24.corrected.fastq,run.bfc.sh,24,75587,226490,71724,19,3700,0,0,377520,103047,37559011,85794,29,4119,0,0,0,37752000,Bfc,8,100L,0.545681287,0.961564302,0.523869287,0.997617557,0,
33,bfc_ecoli.wgsim_raw_rl__100_cov_8_26.corrected.fastq,run.bfc.sh,26,72361,226572,75103,22,3462,0,0,377520,98675,37559288,90166,29,3842,0,0,0,37752000,Bfc,8,100L,0.522529535,0.962523289,0.502184377,0.997509086,0,
34,bfc_ecoli.wgsim_raw_rl__100_cov_8_28.corrected.fastq,run.bfc.sh,28,69235,226604,78239,14,3428,0,0,377520,94306,37559317,94541,23,3813,0,0,0,37752000,Bfc,8,100L,0.499377803,0.961139025,0.479186855,0.997394125,0,
35,bfc_ecoli.wgsim_raw_rl__100_cov_8_30.corrected.fastq,run.bfc.sh,30,65876,226760,81693,13,3178,0,0,377520,89642,37559607,99205,23,3523,0,0,0,37752000,Bfc,8,100L,0.474680562,0.96218537,0.456025248,0.997278263,0,
36,bless_ecoli.wgsim_raw_rl__100_cov_1_20.corrected.fastq,run.bless.sh,20,1,31701,15482,0,6,0,47124,47190,2,3754261,18784,0,7,0,941250,4696,4719000,Bless,1,100L,0.000106462,0.222222222,-0.000266156,0.796355729,0.200454757,0.00498911
37,bless_ecoli.wgsim_raw_rl__100_cov_1_22.corrected.fastq,run.bless.sh,22,0,32014,15173,0,3,0,47142,47190,1,3661432,18316,0,3,0,1034083,5165,4719000,Bless,1,100L,5.46E-05,0.25,-0.000109188,0.776741867,0.220226319,0.004994763
38,bless_ecoli.wgsim_raw_rl__100_cov_1_24.corrected.fastq,run.bless.sh,24,0,32342,14846,0,2,0,47154,47190,1,3567831,17846,0,2,0,1127685,5635,4719000,Bless,1,100L,5.60E-05,0.333333333,-5.60E-05,0.756960685,0.240161051,0.004996963
39,bless_ecoli.wgsim_raw_rl__100_cov_1_26.corrected.fastq,run.bless.sh,26,0,32643,14547,0,0,0,47170,47190,0,3474644,17410,0,0,0,1220874,6072,4719000,Bless,1,100L,0,,0,0.737258027,0.260001271,0.004973486
40,bless_ecoli.wgsim_raw_rl__100_cov_1_28.corrected.fastq,run.bless.sh,28,0,32976,14214,0,0,0,47176,47190,0,3380806,16933,0,0,0,1314712,6549,4719000,Bless,1,100L,0,,0,0.717419873,0.279987497,0.004981319
41,bless_ecoli.wgsim_raw_rl__100_cov_1_30.corrected.fastq,run.bless.sh,30,0,33286,13904,0,0,0,47177,47190,0,3287120,16468,0,0,0,1408398,7014,4719000,Bless,1,100L,0,,0,0.697608185,0.29993897,0.004980126
42,bless_ecoli.wgsim_raw_rl__100_cov_16_20.corrected.fastq,run.bless.sh,20,294519,458668,1020,18,809,8,2684,755042,373544,75049653,1170,22,1089,30,76882,1826,75504216,Bless,16,100L,0.996877619,0.997013316,0.993891341,0.998951119,0.001042432,0.023750683
43,bless_ecoli.wgsim_raw_rl__100_cov_16_22.corrected.fastq,run.bless.sh,22,294182,458941,999,19,892,9,3312,755042,373203,75031314,1136,23,1096,32,95210,2200,75504214,Bless,16,100L,0.996965318,0.996986624,0.993952006,0.998708683,0.001290127,0.023106817
44,bless_ecoli.wgsim_raw_rl__100_cov_16_24.corrected.fastq,run.bless.sh,24,293702,459287,981,21,1045,6,4078,755042,372732,75008314,1113,26,1199,30,118112,2691,75504217,Bless,16,100L,0.99702283,0.996713561,0.993735372,0.998404271,0.00159995,0.02278346
45,bless_ecoli.wgsim_raw_rl__100_cov_16_26.corrected.fastq,run.bless.sh,26,292971,459840,1019,26,1176,10,5207,755042,371929,74974273,1159,32,1342,84,151969,3442,75504230,Bless,16,100L,0.996893494,0.996180579,0.99307134,0.997952525,0.002058309,0.022649356
46,bless_ecoli.wgsim_raw_rl__100_cov_16_28.corrected.fastq,run.bless.sh,28,291965,460518,1175,25,1350,9,6675,755042,370811,74930578,1361,30,1501,52,195537,4360,75504230,Bless,16,100L,0.996343089,0.99582935,0.992170287,0.997371108,0.002647494,0.02229757
47,bless_ecoli.wgsim_raw_rl__100_cov_16_30.corrected.fastq,run.bless.sh,30,290630,461517,1322,30,1535,8,8607,755042,369243,74869587,1598,37,1713,47,256318,5684,75504227,Bless,16,100L,0.995690876,0.995256103,0.990944906,0.996560026,0.003470031,0.022175579
48,bless_ecoli.wgsim_raw_rl__100_cov_2_20.corrected.fastq,run.bless.sh,20,21,63505,30830,0,22,2,94125,94380,31,7504755,37318,2,36,19,1886359,9481,9438001,Bless,2,100L,0.000830009,0.360465116,-0.000642587,0.795966493,0.200873045,0.005026085
49,bless_ecoli.wgsim_raw_rl__100_cov_2_22.corrected.fastq,run.bless.sh,22,16,64126,30222,0,15,1,94178,94380,23,7318967,36394,0,26,1,2072175,10415,9438001,Bless,2,100L,0.000631573,0.46,-0.000109839,0.776337654,0.220660074,0.00502612
50,bless_ecoli.wgsim_raw_rl__100_cov_2_24.corrected.fastq,run.bless.sh,24,13,64762,29598,0,7,0,94224,94380,17,7133346,35473,0,8,0,2257814,11342,9438000,Bless,2,100L,0.000479008,0.68,0.000253593,0.756722372,0.240427633,0.005023443
51,bless_ecoli.wgsim_raw_rl__100_cov_2_26.corrected.fastq,run.bless.sh,26,43,65433,28881,0,23,0,94101,94380,61,6948023,34481,0,37,0,2443108,12290,9438000,Bless,2,100L,0.001765966,0.62244898,0.000694806,0.737141711,0.260160839,0.005030478
52,bless_ecoli.wgsim_raw_rl__100_cov_2_28.corrected.fastq,run.bless.sh,28,40,66099,28223,0,17,1,94155,94380,56,6761340,33544,2,29,26,2629773,13230,9438000,Bless,2,100L,0.001666667,0.504504505,2.98E-05,0.717407003,0.280038462,0.005030852
53,bless_ecoli.wgsim_raw_rl__100_cov_2_30.corrected.fastq,run.bless.sh,30,0,66708,27672,0,0,0,94356,94380,0,6574676,32740,0,0,0,2816492,14092,9438000,Bless,2,100L,0,,0,0.697659188,0.299913541,0.005003387
54,bless_ecoli.wgsim_raw_rl__100_cov_32_20.corrected.fastq,run.bless.sh,20,592450,915949,1435,2,223,25,1677,1510084,751456,150206590,1661,14,742,151,46504,1332,151008450,Bless,32,100L,0.997794499,0.998813051,0.996608761,0.999675035,0.000316777,0.028642697
55,bless_ecoli.wgsim_raw_rl__100_cov_32_22.corrected.fastq,run.bless.sh,22,592719,915920,1237,3,186,19,1543,1510084,751777,150210295,1407,16,599,115,42955,1263,151008427,Bless,32,100L,0.998131931,0.999051151,0.997183955,0.999701392,0.000292818,0.029402863
56,bless_ecoli.wgsim_raw_rl__100_cov_32_24.corrected.fastq,run.bless.sh,24,592807,915869,1194,3,193,18,1551,1510084,751939,150211044,1344,15,581,170,42162,1165,151008420,Bless,32,100L,0.99821581,0.999002245,0.997218841,0.999706822,0.000286918,0.027631517
57,bless_ecoli.wgsim_raw_rl__100_cov_32_26.corrected.fastq,run.bless.sh,26,592935,915825,1080,4,224,16,1519,1510084,752098,150212405,1233,13,550,95,40913,1119,151008426,Bless,32,100L,0.998363269,0.999143134,0.997507072,0.999716544,0.000278342,0.02735072
58,bless_ecoli.wgsim_raw_rl__100_cov_32_28.corrected.fastq,run.bless.sh,28,592926,915839,1021,5,277,16,1588,1510084,752072,150210283,1185,12,575,121,42984,1194,151008426,Bless,32,100L,0.998426832,0.999075412,0.997502844,0.999702816,0.000292553,0.027777778
59,bless_ecoli.wgsim_raw_rl__100_cov_32_30.corrected.fastq,run.bless.sh,30,592849,915840,999,9,368,19,1705,1510084,751978,150206336,1202,17,653,183,46800,1266,151008435,Bless,32,100L,0.9984041,0.9988895,0.99729414,0.999676472,0.0003183,0.027051282
60,bless_ecoli.wgsim_raw_rl__100_cov_4_20.corrected.fastq,run.bless.sh,20,711,126789,60769,1,451,39,186126,188760,1077,15025896,73584,10,1630,189,3754503,19211,18876100,Bless,4,100L,0.014425202,0.371892265,-0.009938254,0.79689566,0.199920217,0.005116789
61,bless_ecoli.wgsim_raw_rl__100_cov_4_22.corrected.fastq,run.bless.sh,22,667,128066,59616,1,377,33,186335,188760,997,14659289,71838,7,1272,127,4121515,21040,18876085,Bless,4,100L,0.013688474,0.416110184,-0.005519325,0.777525909,0.219460497,0.005104919
62,bless_ecoli.wgsim_raw_rl__100_cov_4_24.corrected.fastq,run.bless.sh,24,362,129430,58827,2,138,1,187371,188760,515,14277525,70495,6,364,22,4504207,22866,18876000,Bless,4,100L,0.0072525,0.571587125,0.001816646,0.757329789,0.239832221,0.005076587
63,bless_ecoli.wgsim_raw_rl__100_cov_4_26.corrected.fastq,run.bless.sh,26,337,130690,57618,2,113,0,187486,188760,484,13907538,68727,3,313,0,4874267,24668,18876000,Bless,4,100L,0.006993108,0.60727729,0.002470706,0.737773967,0.259532475,0.005060864
64,bless_ecoli.wgsim_raw_rl__100_cov_4_28.corrected.fastq,run.bless.sh,28,570,132057,55891,1,230,11,186768,188760,822,13552103,66347,6,684,59,5229297,26707,18876025,Bless,4,100L,0.012237788,0.525239617,0.001176138,0.719014078,0.278448667,0.005107187
65,bless_ecoli.wgsim_raw_rl__100_cov_4_30.corrected.fastq,run.bless.sh,30,535,133419,54616,1,186,3,186989,188760,758,13177361,64543,3,443,9,5604310,28578,18876005,Bless,4,100L,0.011607785,0.626446281,0.004685993,0.699199896,0.298415263,0.00509929
66,bless_ecoli.wgsim_raw_rl__100_cov_8_20.corrected.fastq,run.bless.sh,20,138217,234133,4325,16,823,6,11818,377520,175905,37220785,4617,18,995,82,341284,8330,37752016,Bless,8,100L,0.97442417,0.993914635,0.968458138,0.990806515,0.009260803,0.024407825
67,bless_ecoli.wgsim_raw_rl__100_cov_8_22.corrected.fastq,run.bless.sh,22,136844,235363,4429,17,863,4,13938,377520,174209,37157345,4780,18,965,61,404766,9863,37752007,Bless,8,100L,0.973294448,0.994145005,0.967562252,0.98912118,0.010982966,0.024367165
68,bless_ecoli.wgsim_raw_rl__100_cov_8_24.corrected.fastq,run.bless.sh,24,135158,236842,4568,21,927,4,16531,377520,172132,37078109,4984,24,1001,51,483975,11730,37752006,Bless,8,100L,0.97186025,0.993925536,0.96592064,0.987015596,0.013130561,0.024236789
69,bless_ecoli.wgsim_raw_rl__100_cov_8_26.corrected.fastq,run.bless.sh,26,133130,238614,4762,22,987,5,19563,377520,169606,36985244,5292,23,1081,89,576721,13949,37752005,Bless,8,100L,0.969742364,0.99314892,0.963052751,0.984545945,0.015646056,0.024186738
70,bless_ecoli.wgsim_raw_rl__100_cov_8_28.corrected.fastq,run.bless.sh,28,130884,240641,4919,24,1049,3,22971,377520,166860,36878776,5568,27,1169,10,683180,16415,37752005,Bless,8,100L,0.967708261,0.992983772,0.960870624,0.981716093,0.018531334,0.024027343
71,bless_ecoli.wgsim_raw_rl__100_cov_8_30.corrected.fastq,run.bless.sh,30,128332,242816,5225,24,1121,2,26766,377520,163772,36761270,6000,27,1233,6,800624,19071,37752003,Bless,8,100L,0.964658483,0.99249141,0.95736046,0.97858926,0.021712623,0.02382017
72,coral_ecoli.wgsim_raw_rl__100_cov_1_20.corrected.fastq,run.coral.sh,20,1575,28599,16823,1,158,34,1,47190,2274,4695260,21206,1,251,37,0,1,4719030,Coral,1,100L,0.096848382,0.887587822,0.084582624,0.995445038,2.12E-07,inf
73,coral_ecoli.wgsim_raw_rl__100_cov_1_22.corrected.fastq,run.coral.sh,22,1561,28596,16837,1,162,33,1,47190,2246,4695261,21234,1,250,37,0,1,4719030,Coral,1,100L,0.095655877,0.886695618,0.083432709,0.995439316,2.12E-07,inf
74,coral_ecoli.wgsim_raw_rl__100_cov_1_24.corrected.fastq,run.coral.sh,24,1532,28594,16868,1,163,32,0,47190,2196,4695258,21285,1,253,36,0,0,4719029,Coral,1,100L,0.093522422,0.883702213,0.081214599,0.995428085,0,
75,coral_ecoli.wgsim_raw_rl__100_cov_1_26.corrected.fastq,run.coral.sh,26,1486,28596,16917,1,158,32,0,47190,2115,4695258,21366,1,253,36,0,0,4719029,Coral,1,100L,0.090072825,0.879783694,0.077765001,0.99541092,0,
76,coral_ecoli.wgsim_raw_rl__100_cov_1_28.corrected.fastq,run.coral.sh,28,1427,28600,16978,1,157,27,0,47190,2031,4695277,21450,1,237,31,0,0,4719027,Coral,1,100L,0.086495464,0.883427577,0.075081981,0.995397568,0,
77,coral_ecoli.wgsim_raw_rl__100_cov_1_30.corrected.fastq,run.coral.sh,30,1375,28608,17033,1,148,25,0,47190,1935,4695296,21546,1,221,27,0,0,4719026,Coral,1,100L,0.082407053,0.886394869,0.071845322,0.995381462,0,
78,coral_ecoli.wgsim_raw_rl__100_cov_16_20.corrected.fastq,run.coral.sh,20,286741,446814,769,65,16290,4363,47,755042,375456,75107503,1003,86,20010,4783,41,17,75508899,Coral,16,100L,0.997335699,0.93805606,0.931477266,0.999656689,7.68E-07,0.414634146
79,coral_ecoli.wgsim_raw_rl__100_cov_16_22.corrected.fastq,run.coral.sh,22,286633,446543,660,62,16763,4381,50,755042,375576,75106601,883,87,20890,4746,47,16,75508846,Coral,16,100L,0.997654459,0.936103606,0.929556738,0.999647021,8.34E-07,0.340425532
80,coral_ecoli.wgsim_raw_rl__100_cov_16_24.corrected.fastq,run.coral.sh,24,286694,446482,527,65,16841,4433,46,755042,375742,75106510,715,91,20980,4822,37,14,75508911,Coral,16,100L,0.998100713,0.935743032,0.929561676,0.999647128,6.75E-07,0.378378378
81,coral_ecoli.wgsim_raw_rl__100_cov_16_26.corrected.fastq,run.coral.sh,26,286576,446289,454,61,17046,4616,46,755042,375805,75105941,658,85,21541,5271,46,13,75509360,Coral,16,100L,0.998252152,0.933405693,0.927031342,0.999634469,7.81E-07,0.282608696
82,coral_ecoli.wgsim_raw_rl__100_cov_16_28.corrected.fastq,run.coral.sh,28,286569,446349,494,62,16995,4573,37,755042,375636,75106323,822,90,21168,5359,28,13,75509439,Coral,16,100L,0.997816489,0.934039183,0.92735179,0.999636244,5.43E-07,0.464285714
83,coral_ecoli.wgsim_raw_rl__100_cov_16_30.corrected.fastq,run.coral.sh,30,286540,446533,647,68,16788,4466,43,755042,375191,75106420,1264,92,21072,5058,39,14,75509150,Coral,16,100L,0.996642361,0.934890026,0.927231674,0.999635475,7.02E-07,0.358974359
84,coral_ecoli.wgsim_raw_rl__100_cov_2_20.corrected.fastq,run.coral.sh,20,11018,56954,25601,3,644,160,3,94380,15311,9390240,31516,4,915,166,2,1,9438155,Coral,2,100L,0.326969483,0.934053197,0.303884511,0.996545617,3.18E-07,0.5
85,coral_ecoli.wgsim_raw_rl__100_cov_2_22.corrected.fastq,run.coral.sh,22,10831,56931,25770,2,668,178,2,94380,15068,9390182,31760,3,975,185,1,1,9438175,Coral,2,100L,0.321773298,0.92851861,0.297001794,0.996511613,2.12E-07,1
86,coral_ecoli.wgsim_raw_rl__100_cov_2_24.corrected.fastq,run.coral.sh,24,10652,56960,25968,2,645,153,2,94380,14761,9390233,32068,3,923,159,2,0,9438149,Coral,2,100L,0.31521066,0.931704854,0.292105319,0.996487129,2.12E-07,0
87,coral_ecoli.wgsim_raw_rl__100_cov_2_26.corrected.fastq,run.coral.sh,26,10383,56963,26253,2,628,151,2,94380,14371,9390257,32458,3,906,155,2,0,9438152,Coral,2,100L,0.306882487,0.93124676,0.284225587,0.996448033,2.12E-07,0
88,coral_ecoli.wgsim_raw_rl__100_cov_2_28.corrected.fastq,run.coral.sh,28,10062,56987,26594,2,595,140,2,94380,13880,9390332,32949,3,829,147,2,0,9438142,Coral,2,100L,0.296397531,0.934302639,0.275555745,0.996405013,2.12E-07,0
89,coral_ecoli.wgsim_raw_rl__100_cov_2_30.corrected.fastq,run.coral.sh,30,9715,56993,26951,2,586,133,2,94380,13355,9390319,33474,3,840,141,2,0,9438134,Coral,2,100L,0.28518653,0.931570871,0.264237972,0.996348855,2.12E-07,0
90,coral_ecoli.wgsim_raw_rl__100_cov_32_20.corrected.fastq,run.coral.sh,20,572142,889783,1274,122,34682,12081,159,1510084,752574,150210855,1684,180,42658,13176,167,26,151021320,Coral,32,100L,0.997767342,0.93093339,0.923742274,0.999616842,1.28E-06,0.155688623
91,coral_ecoli.wgsim_raw_rl__100_cov_32_22.corrected.fastq,run.coral.sh,22,572199,889465,923,123,35384,11990,149,1510084,753000,150209083,1249,188,44467,13680,140,28,151021835,Coral,32,100L,0.998344048,0.92831509,0.92125147,0.999604534,1.11E-06,0.2
92,coral_ecoli.wgsim_raw_rl__100_cov_32_24.corrected.fastq,run.coral.sh,24,572525,889691,702,124,35283,11759,162,1510084,753221,150209367,1027,191,44203,12693,161,26,151020889,Coral,32,100L,0.998638379,0.929768169,0.923204304,0.999614126,1.24E-06,0.161490683
93,coral_ecoli.wgsim_raw_rl__100_cov_32_26.corrected.fastq,run.coral.sh,26,572262,889483,661,129,35825,11724,146,1510084,753166,150208275,1074,198,45337,13353,146,25,151021574,Coral,32,100L,0.99857605,0.927708855,0.920762622,0.999601991,1.13E-06,0.171232877
94,coral_ecoli.wgsim_raw_rl__100_cov_32_28.corrected.fastq,run.coral.sh,28,572053,888969,765,131,35846,12320,134,1510084,752752,150208812,1495,192,44750,13534,119,25,151021679,Coral,32,100L,0.998017891,0.928136359,0.92074347,0.99960211,9.54E-07,0.210084034
95,coral_ecoli.wgsim_raw_rl__100_cov_32_30.corrected.fastq,run.coral.sh,30,571894,889236,1009,129,35465,12351,133,1510084,751963,150209156,2285,192,44475,13697,116,24,151021908,Coral,32,100L,0.996970492,0.928194684,0.919844666,0.999597641,9.27E-07,0.206896552
96,coral_ecoli.wgsim_raw_rl__100_cov_4_20.corrected.fastq,run.coral.sh,20,52591,113193,19920,8,2379,669,9,188760,70619,18778859,23248,11,3227,683,5,4,18876656,Coral,4,100L,0.752330425,0.9475372,0.710675743,0.998560444,4.77E-07,0.8
97,coral_ecoli.wgsim_raw_rl__100_cov_4_22.corrected.fastq,run.coral.sh,22,52163,113138,20310,10,2440,699,8,188760,70063,18778730,23801,14,3338,714,4,4,18876668,Coral,4,100L,0.746431007,0.945328206,0.703262167,0.998523521,4.24E-07,1
98,coral_ecoli.wgsim_raw_rl__100_cov_4_24.corrected.fastq,run.coral.sh,24,51559,113106,20915,12,2463,705,8,188760,69233,18778690,24631,15,3393,723,5,3,18876693,Coral,4,100L,0.737588426,0.943884716,0.693737748,0.998476057,4.24E-07,0.6
