,EC Filename,Wrapper Name,Kmer Size,Read - TP,Read - TN,Read - FN,Read - FN WRONG,Read - FP,Read - FP INDEL,Total Trimmed Reads,Total Reads,Base - TP,Base - TN,Base - FN,Base - FN WRONG,Base - FP,Base - FP INDEL,Base - FP TRIM,Base - TP TRIM,Total Bases,Tool,Coverage,Length,Base Sensitivity,Base Precision,Base Gain,Base Accuracy,Trim Percent,Trim Efficiency
99,coral_ecoli.wgsim_raw_rl__100_cov_4_26.corrected.fastq,run.coral.sh,26,50811,113129,21701,11,2431,677,9,188760,68145,18778761,25718,15,3330,688,5,4,18876666,Coral,4,100L,0.726004922,0.944320497,0.683197852,0.998423662,4.77E-07,0.8
100,coral_ecoli.wgsim_raw_rl__100_cov_4_28.corrected.fastq,run.coral.sh,28,49748,113129,22778,13,2412,680,10,188760,66707,18778779,27154,17,3292,692,8,4,18876653,Coral,4,100L,0.710699865,0.943642048,0.66825412,0.998349124,6.36E-07,0.5
101,coral_ecoli.wgsim_raw_rl__100_cov_4_30.corrected.fastq,run.coral.sh,30,48694,113133,23835,14,2428,656,9,188760,65284,18778734,28577,17,3331,671,7,4,18876625,Coral,4,100L,0.695539148,0.942239413,0.652901631,0.998272837,5.83E-07,0.571428571
102,coral_ecoli.wgsim_raw_rl__100_cov_8_20.corrected.fastq,run.coral.sh,20,140982,224117,3625,28,6946,1822,10,377520,184738,37554381,4087,42,8683,1950,7,3,37753891,Coral,8,100L,0.97835562,0.945575341,0.922044221,0.999608809,2.65E-07,0.428571429
103,coral_ecoli.wgsim_raw_rl__100_cov_8_22.corrected.fastq,run.coral.sh,22,140887,224101,3725,27,6969,1811,10,377520,184601,37554274,4227,39,8791,1929,7,3,37753871,Coral,8,100L,0.977614549,0.945115989,0.920843307,0.999602875,2.65E-07,0.428571429
104,coral_ecoli.wgsim_raw_rl__100_cov_8_24.corrected.fastq,run.coral.sh,24,140596,224087,3940,24,7070,1803,13,377520,184316,37553981,4513,38,9048,1922,23,3,37753844,Coral,8,100L,0.976100069,0.943825978,0.918005179,0.99958828,6.89E-07,0.130434783
105,coral_ecoli.wgsim_raw_rl__100_cov_8_26.corrected.fastq,run.coral.sh,26,140236,224078,4299,26,7137,1744,12,377520,183867,37553893,4962,38,9138,1850,9,3,37753760,Coral,8,100L,0.973722257,0.943609351,0.915532042,0.999576281,3.18E-07,0.333333333
106,coral_ecoli.wgsim_raw_rl__100_cov_8_28.corrected.fastq,run.coral.sh,28,139703,224129,4863,26,7007,1792,10,377520,183143,37554172,5686,38,8888,1897,10,3,37753837,Coral,8,100L,0.9698881,0.944386576,0.912772932,0.999562455,3.44E-07,0.3
107,coral_ecoli.wgsim_raw_rl__100_cov_8_30.corrected.fastq,run.coral.sh,30,139065,224202,5555,25,6905,1768,10,377520,182173,37554234,6656,39,8792,1881,9,2,37753786,Coral,8,100L,0.964751177,0.944655321,0.908229139,0.999539728,2.91E-07,0.222222222
108,fiona_ecoli.wgsim_raw_rl_100_cov_1_1_0.corrected.fastq,run.fiona.sh,0,0,28695,18495,0,0,0,0,47190,0,4695518,23482,0,0,0,0,0,4719000,Fiona,1,100L,0,,0,0.995023946,0,
109,fiona_ecoli.wgsim_raw_rl_100_cov_2_1_0.corrected.fastq,run.fiona.sh,0,0,57375,37005,0,0,0,0,94380,0,9391168,46832,0,0,0,0,0,9438000,Fiona,2,100L,0,,0,0.995037932,0,
110,fiona_ecoli.wgsim_raw_rl_100_cov_4_1_0.corrected.fastq,run.fiona.sh,0,0,114715,74045,0,0,0,0,188760,0,18782118,93882,0,0,0,0,0,18876000,Fiona,4,100L,0,,0,0.995026383,0,
111,fiona_ecoli.wgsim_raw_rl_100_cov_8_1_0.corrected.fastq,run.fiona.sh,0,145561,225733,1151,48,4963,64,29,377520,187505,37557723,1298,64,5361,76,26,3,37752056,Fiona,8,100L,0.993125109,0.971820547,0.964327897,0.999819215,7.68E-07,0.115384615
112,fiona_ecoli.wgsim_raw_rl_100_cov_16_1_0.corrected.fastq,run.fiona.sh,0,293883,453909,258,105,6852,35,112,755042,376121,75120295,310,130,7220,38,111,1,75504226,Fiona,16,100L,0.999176476,0.981068342,0.979895386,0.999896575,1.48E-06,0.009009009
113,fiona_ecoli.wgsim_raw_rl_100_cov_32_1_0.corrected.fastq,run.fiona.sh,0,593563,914817,510,224,932,38,354,1510084,753586,150252485,591,274,1109,42,343,12,151008442,Fiona,32,100L,0.999216364,0.998474965,0.997690197,0.999984378,2.35E-06,0.034985423
114,lighter_ecoli.wgsim_raw_rl_100_cov_1_1_20.corrected.fastq,run.lighter.sh,20,0,28695,18495,0,0,0,0,47190,0,4695518,23482,0,0,0,0,0,4719000,Lighter,1,100L,0,,0,0.995023946,0,
115,lighter_ecoli.wgsim_raw_rl_100_cov_1_1_22.corrected.fastq,run.lighter.sh,22,0,28695,18495,0,0,0,0,47190,0,4695518,23482,0,0,0,0,0,4719000,Lighter,1,100L,0,,0,0.995023946,0,
116,lighter_ecoli.wgsim_raw_rl_100_cov_1_1_24.corrected.fastq,run.lighter.sh,24,0,28695,18495,0,0,0,0,47190,0,4695518,23482,0,0,0,0,0,4719000,Lighter,1,100L,0,,0,0.995023946,0,
117,lighter_ecoli.wgsim_raw_rl_100_cov_1_1_26.corrected.fastq,run.lighter.sh,26,0,28695,18495,0,0,0,0,47190,0,4695518,23482,0,0,0,0,0,4719000,Lighter,1,100L,0,,0,0.995023946,0,
118,lighter_ecoli.wgsim_raw_rl_100_cov_1_1_28.corrected.fastq,run.lighter.sh,28,0,28695,18495,0,0,0,0,47190,0,4695518,23482,0,0,0,0,0,4719000,Lighter,1,100L,0,,0,0.995023946,0,
119,lighter_ecoli.wgsim_raw_rl_100_cov_1_1_30.corrected.fastq,run.lighter.sh,30,0,28695,18495,0,0,0,0,47190,0,4695518,23482,0,0,0,0,0,4719000,Lighter,1,100L,0,,0,0.995023946,0,
120,lighter_ecoli.wgsim_raw_rl_100_cov_2_1_20.corrected.fastq,run.lighter.sh,20,0,57375,37005,0,0,0,0,94380,0,9391168,46832,0,0,0,0,0,9438000,Lighter,2,100L,0,,0,0.995037932,0,
121,lighter_ecoli.wgsim_raw_rl_100_cov_2_1_22.corrected.fastq,run.lighter.sh,22,0,57375,37005,0,0,0,0,94380,0,9391168,46832,0,0,0,0,0,9438000,Lighter,2,100L,0,,0,0.995037932,0,
122,lighter_ecoli.wgsim_raw_rl_100_cov_2_1_24.corrected.fastq,run.lighter.sh,24,0,57375,37005,0,0,0,0,94380,0,9391168,46832,0,0,0,0,0,9438000,Lighter,2,100L,0,,0,0.995037932,0,
123,lighter_ecoli.wgsim_raw_rl_100_cov_2_1_26.corrected.fastq,run.lighter.sh,26,0,57375,37005,0,0,0,0,94380,0,9391168,46832,0,0,0,0,0,9438000,Lighter,2,100L,0,,0,0.995037932,0,
124,lighter_ecoli.wgsim_raw_rl_100_cov_2_1_28.corrected.fastq,run.lighter.sh,28,0,57375,37005,0,0,0,0,94380,0,9391168,46832,0,0,0,0,0,9438000,Lighter,2,100L,0,,0,0.995037932,0,
125,lighter_ecoli.wgsim_raw_rl_100_cov_2_1_30.corrected.fastq,run.lighter.sh,30,0,57375,37005,0,0,0,0,94380,0,9391168,46832,0,0,0,0,0,9438000,Lighter,2,100L,0,,0,0.995037932,0,
126,lighter_ecoli.wgsim_raw_rl_100_cov_4_1_20.corrected.fastq,run.lighter.sh,20,0,114715,74045,0,0,0,0,188760,0,18782118,93882,0,0,0,0,0,18876000,Lighter,4,100L,0,,0,0.995026383,0,
127,lighter_ecoli.wgsim_raw_rl_100_cov_4_1_22.corrected.fastq,run.lighter.sh,22,0,114715,74045,0,0,0,0,188760,0,18782118,93882,0,0,0,0,0,18876000,Lighter,4,100L,0,,0,0.995026383,0,
128,lighter_ecoli.wgsim_raw_rl_100_cov_4_1_24.corrected.fastq,run.lighter.sh,24,0,114715,74045,0,0,0,0,188760,0,18782118,93882,0,0,0,0,0,18876000,Lighter,4,100L,0,,0,0.995026383,0,
129,lighter_ecoli.wgsim_raw_rl_100_cov_4_1_26.corrected.fastq,run.lighter.sh,26,0,114715,74045,0,0,0,0,188760,0,18782118,93882,0,0,0,0,0,18876000,Lighter,4,100L,0,,0,0.995026383,0,
130,lighter_ecoli.wgsim_raw_rl_100_cov_4_1_28.corrected.fastq,run.lighter.sh,28,0,114715,74045,0,0,0,0,188760,0,18782118,93882,0,0,0,0,0,18876000,Lighter,4,100L,0,,0,0.995026383,0,
131,lighter_ecoli.wgsim_raw_rl_100_cov_4_1_30.corrected.fastq,run.lighter.sh,30,0,114715,74045,0,0,0,0,188760,0,18782118,93882,0,0,0,0,0,18876000,Lighter,4,100L,0,,0,0.995026383,0,
132,lighter_ecoli.wgsim_raw_rl_100_cov_8_1_20.corrected.fastq,run.lighter.sh,20,0,228639,148881,0,0,0,0,377520,0,37563130,188870,0,0,0,0,0,37752000,Lighter,8,100L,0,,0,0.994997086,0,
133,lighter_ecoli.wgsim_raw_rl_100_cov_8_1_22.corrected.fastq,run.lighter.sh,22,0,228639,148881,0,0,0,0,377520,0,37563130,188870,0,0,0,0,0,37752000,Lighter,8,100L,0,,0,0.994997086,0,
134,lighter_ecoli.wgsim_raw_rl_100_cov_8_1_24.corrected.fastq,run.lighter.sh,24,0,228639,148881,0,0,0,0,377520,0,37563130,188870,0,0,0,0,0,37752000,Lighter,8,100L,0,,0,0.994997086,0,
135,lighter_ecoli.wgsim_raw_rl_100_cov_8_1_26.corrected.fastq,run.lighter.sh,26,0,228639,148881,0,0,0,0,377520,0,37563130,188870,0,0,0,0,0,37752000,Lighter,8,100L,0,,0,0.994997086,0,
136,lighter_ecoli.wgsim_raw_rl_100_cov_8_1_28.corrected.fastq,run.lighter.sh,28,0,228639,148881,0,0,0,0,377520,0,37563130,188870,0,0,0,0,0,37752000,Lighter,8,100L,0,,0,0.994997086,0,
137,lighter_ecoli.wgsim_raw_rl_100_cov_8_1_30.corrected.fastq,run.lighter.sh,30,0,228639,148881,0,0,0,0,377520,0,37563130,188870,0,0,0,0,0,37752000,Lighter,8,100L,0,,0,0.994997086,0,
138,lighter_ecoli.wgsim_raw_rl_100_cov_16_1_20.corrected.fastq,run.lighter.sh,20,0,457871,297171,0,0,0,0,755042,0,75127638,376562,0,0,0,0,0,75504200,Lighter,16,100L,0,,0,0.995012701,0,
139,lighter_ecoli.wgsim_raw_rl_100_cov_16_1_22.corrected.fastq,run.lighter.sh,22,270771,451943,22182,39,10107,0,0,755042,351594,75116744,24920,48,10894,0,0,0,75504200,Lighter,16,100L,0.933813882,0.969946591,0.904880031,0.999525033,0,
140,lighter_ecoli.wgsim_raw_rl_100_cov_16_1_24.corrected.fastq,run.lighter.sh,24,263694,451577,29071,45,10655,0,0,755042,343525,75116140,32985,52,11498,0,0,0,75504200,Lighter,16,100L,0.912392765,0.967613366,0.8818544,0.999410165,0,
141,lighter_ecoli.wgsim_raw_rl_100_cov_16_1_26.corrected.fastq,run.lighter.sh,26,255846,451670,37137,46,10343,0,0,755042,334097,75116480,42412,53,11158,0,0,0,75504200,Lighter,16,100L,0.887354618,0.967681858,0.857719205,0.999289801,0,
142,lighter_ecoli.wgsim_raw_rl_100_cov_16_1_28.corrected.fastq,run.lighter.sh,28,247113,451578,45745,47,10559,0,0,755042,323837,75116255,52670,55,11383,0,0,0,75504200,Lighter,16,100L,0.860108843,0.966043196,0.829875673,0.999150935,0,
143,lighter_ecoli.wgsim_raw_rl_100_cov_16_1_30.corrected.fastq,run.lighter.sh,30,251726,452249,41580,48,9439,0,0,755042,329293,75117762,47214,55,9876,0,0,0,75504200,Lighter,16,100L,0.874599941,0.970881773,0.848369353,0.999243155,0,
144,lighter_ecoli.wgsim_raw_rl_100_cov_32_1_20.corrected.fastq,run.lighter.sh,20,593076,914628,1135,8,1237,0,0,1510084,753108,150252587,1344,11,1350,0,0,0,151008400,Lighter,32,100L,0.998218575,0.998210636,0.996429196,0.999982087,0,
145,lighter_ecoli.wgsim_raw_rl_100_cov_32_1_22.corrected.fastq,run.lighter.sh,22,593209,914699,1075,7,1094,0,0,1510084,753227,150252753,1227,9,1184,0,0,0,151008400,Lighter,32,100L,0.998373658,0.998430564,0.996804311,0.999983974,0,
146,lighter_ecoli.wgsim_raw_rl_100_cov_32_1_24.corrected.fastq,run.lighter.sh,24,593249,914749,1073,3,1010,0,0,1510084,753231,150252838,1227,5,1099,0,0,0,151008400,Lighter,32,100L,0.998373667,0.998543078,0.996916992,0.999984564,0,
147,lighter_ecoli.wgsim_raw_rl_100_cov_32_1_26.corrected.fastq,run.lighter.sh,26,593349,914793,999,5,938,0,0,1510084,753320,150252925,1137,6,1012,0,0,0,151008400,Lighter,32,100L,0.998492956,0.998658416,0.997151594,0.999985729,0,
148,lighter_ecoli.wgsim_raw_rl_100_cov_32_1_28.corrected.fastq,run.lighter.sh,28,593225,914511,957,6,1385,0,0,1510084,753358,150252480,1097,8,1457,0,0,0,151008400,Lighter,32,100L,0.99854597,0.998069726,0.996614775,0.999983034,0,
149,lighter_ecoli.wgsim_raw_rl_100_cov_32_1_30.corrected.fastq,run.lighter.sh,30,593152,914523,1003,11,1395,0,0,1510084,753279,150252480,1172,12,1457,0,0,0,151008400,Lighter,32,100L,0.998446553,0.998069524,0.996515347,0.999982511,0,
150,musket_ecoli.wgsim_raw_rl__100_cov_1_20.corrected.fastq,run.musket.sh,20,8,28596,18405,1,180,0,0,47190,46,4695087,23431,5,431,0,0,0,4719000,Musket,1,100L,0.001959364,0.096436059,-0.016399029,0.994942361,0,
151,musket_ecoli.wgsim_raw_rl__100_cov_1_22.corrected.fastq,run.musket.sh,22,6,28618,18433,0,133,0,0,47190,32,4695183,23446,4,335,0,0,0,4719000,Musket,1,100L,0.001362978,0.08719346,-0.012905699,0.994959737,0,
152,musket_ecoli.wgsim_raw_rl__100_cov_1_24.corrected.fastq,run.musket.sh,24,6,28633,18447,0,104,0,0,47190,24,4695300,23456,2,218,0,0,0,4719000,Musket,1,100L,0.001022147,0.099173554,-0.008262351,0.994982835,0,
153,musket_ecoli.wgsim_raw_rl__100_cov_1_26.corrected.fastq,run.musket.sh,26,7,28653,18460,0,70,0,0,47190,16,4695379,23465,1,139,0,0,0,4719000,Musket,1,100L,0.000681402,0.103225806,-0.005238278,0.994997881,0,
154,musket_ecoli.wgsim_raw_rl__100_cov_1_28.corrected.fastq,run.musket.sh,28,6,28663,18472,0,49,0,0,47190,12,4695434,23470,0,84,0,0,0,4719000,Musket,1,100L,0.00051103,0.125,-0.003066178,0.995008688,0,
155,musket_ecoli.wgsim_raw_rl__100_cov_1_30.corrected.fastq,run.musket.sh,30,6,28663,18472,0,49,0,0,47190,12,4695434,23470,0,84,0,0,0,4719000,Musket,1,100L,0.00051103,0.125,-0.003066178,0.995008688,0,
156,musket_ecoli.wgsim_raw_rl__100_cov_16_20.corrected.fastq,run.musket.sh,20,294653,456911,982,105,2391,0,0,755042,375371,75125191,1083,108,2447,0,0,0,75504200,Musket,16,100L,0.997123154,0.993523337,0.990623024,0.999951817,0,
157,musket_ecoli.wgsim_raw_rl__100_cov_16_22.corrected.fastq,run.musket.sh,22,294555,456755,847,103,2782,0,0,755042,375513,75124788,945,104,2850,0,0,0,75504200,Musket,16,100L,0.99748976,0.992467551,0.989919194,0.99994836,0,
158,musket_ecoli.wgsim_raw_rl__100_cov_16_24.corrected.fastq,run.musket.sh,24,294246,456553,889,97,3257,0,0,755042,375471,75124284,993,98,3354,0,0,0,75504200,Musket,16,100L,0.997362298,0.991146308,0.988453079,0.999941129,0,
159,musket_ecoli.wgsim_raw_rl__100_cov_16_26.corrected.fastq,run.musket.sh,26,293825,456388,1018,93,3718,0,0,755042,375293,75123810,1175,94,3828,0,0,0,75504200,Musket,16,100L,0.996878885,0.98990296,0.98671069,0.999932494,0,
160,musket_ecoli.wgsim_raw_rl__100_cov_16_28.corrected.fastq,run.musket.sh,28,293590,456285,1105,91,3971,0,0,755042,375169,75123540,1300,93,4098,0,0,0,75504200,Musket,16,100L,0.99654686,0.989194947,0.985661502,0.999927276,0,
161,musket_ecoli.wgsim_raw_rl__100_cov_16_30.corrected.fastq,run.musket.sh,30,293590,456285,1105,91,3971,0,0,755042,375169,75123540,1300,93,4098,0,0,0,75504200,Musket,16,100L,0.99654686,0.989194947,0.985661502,0.999927276,0,
162,musket_ecoli.wgsim_raw_rl__100_cov_2_20.corrected.fastq,run.musket.sh,20,66,57121,36775,2,416,0,0,94380,161,9390026,46662,9,1142,0,0,0,9438000,Musket,2,100L,0.003438481,0.123561013,-0.020951242,0.99493399,0,
163,musket_ecoli.wgsim_raw_rl__100_cov_2_22.corrected.fastq,run.musket.sh,22,57,57177,36823,2,321,0,0,94380,120,9390427,46704,8,741,0,0,0,9438000,Musket,2,100L,0.002562788,0.139372822,-0.01326243,0.994972134,0,
164,musket_ecoli.wgsim_raw_rl__100_cov_2_24.corrected.fastq,run.musket.sh,24,51,57213,36860,1,255,0,0,94380,94,9390626,46733,5,542,0,0,0,9438000,Musket,2,100L,0.002007389,0.147798742,-0.00956713,0.994990464,0,
165,musket_ecoli.wgsim_raw_rl__100_cov_2_26.corrected.fastq,run.musket.sh,26,109,57224,36808,1,238,0,0,94380,177,9390613,46650,5,555,0,0,0,9438000,Musket,2,100L,0.003779871,0.241803279,-0.008072266,0.994997881,0,
166,musket_ecoli.wgsim_raw_rl__100_cov_2_28.corrected.fastq,run.musket.sh,28,101,57237,36828,1,213,0,0,94380,156,9390703,46671,5,465,0,0,0,9438000,Musket,2,100L,0.003331411,0.251207729,-0.006598757,0.995005192,0,
167,musket_ecoli.wgsim_raw_rl__100_cov_2_30.corrected.fastq,run.musket.sh,30,101,57237,36828,1,213,0,0,94380,156,9390703,46671,5,465,0,0,0,9438000,Musket,2,100L,0.003331411,0.251207729,-0.006598757,0.995005192,0,
168,musket_ecoli.wgsim_raw_rl__100_cov_32_20.corrected.fastq,run.musket.sh,20,592769,915246,1560,200,309,0,0,1510084,752552,150253599,1707,204,338,0,0,0,151008400,Musket,32,100L,0.997736852,0.999551063,0.99728873,0.999985107,0,
169,musket_ecoli.wgsim_raw_rl__100_cov_32_22.corrected.fastq,run.musket.sh,22,593252,915234,1060,195,343,0,0,1510084,753116,150253570,1150,197,367,0,0,0,151008400,Musket,32,100L,0.998475339,0.999512929,0.997988773,0.99998865,0,
170,musket_ecoli.wgsim_raw_rl__100_cov_32_24.corrected.fastq,run.musket.sh,24,593333,915196,896,188,471,0,0,1510084,753273,150253444,1001,189,493,0,0,0,151008400,Musket,32,100L,0.998672896,0.999345951,0.998019287,0.999988855,0,
171,musket_ecoli.wgsim_raw_rl__100_cov_32_26.corrected.fastq,run.musket.sh,26,593344,915156,791,174,619,0,0,1510084,753324,150253295,963,176,642,0,0,0,151008400,Musket,32,100L,0.998723298,0.999148503,0.997872163,0.999988206,0,
172,musket_ecoli.wgsim_raw_rl__100_cov_32_28.corrected.fastq,run.musket.sh,28,593307,915133,765,175,704,0,0,1510084,753246,150253208,1041,176,729,0,0,0,151008400,Musket,32,100L,0.998619889,0.999033124,0.997653413,0.999987113,0,
173,musket_ecoli.wgsim_raw_rl__100_cov_32_30.corrected.fastq,run.musket.sh,30,593307,915133,765,175,704,0,0,1510084,753246,150253208,1041,176,729,0,0,0,151008400,Musket,32,100L,0.998619889,0.999033124,0.997653413,0.999987113,0,
174,musket_ecoli.wgsim_raw_rl__100_cov_4_20.corrected.fastq,run.musket.sh,20,944,113761,72480,2,1572,1,1,188760,1654,18777891,92211,17,4226,1,1,0,18876001,Musket,4,100L,0.017621052,0.281244686,-0.027411708,0.994890019,5.30E-08,0
175,musket_ecoli.wgsim_raw_rl__100_cov_4_22.corrected.fastq,run.musket.sh,22,899,113893,72635,1,1332,0,0,188760,1523,18778812,92348,11,3306,0,0,0,18876000,Musket,4,100L,0.016224393,0.315386208,-0.018994152,0.994931924,0,
176,musket_ecoli.wgsim_raw_rl__100_cov_4_24.corrected.fastq,run.musket.sh,24,558,114175,73181,0,845,1,1,188760,910,18780098,92962,10,2019,1,1,0,18876001,Musket,4,100L,0.009694051,0.310580205,-0.011824612,0.994967525,5.30E-08,0
177,musket_ecoli.wgsim_raw_rl__100_cov_4_26.corrected.fastq,run.musket.sh,26,522,114291,73263,0,684,0,0,188760,824,18780642,93050,8,1476,0,0,0,18876000,Musket,4,100L,0.008777723,0.35826087,-0.00694548,0.994991841,0,
178,musket_ecoli.wgsim_raw_rl__100_cov_4_28.corrected.fastq,run.musket.sh,28,498,114328,73310,0,624,0,0,188760,785,18780785,93090,7,1333,0,0,0,18876000,Musket,4,100L,0.008362184,0.370632672,-0.00583755,0.994997351,0,
179,musket_ecoli.wgsim_raw_rl__100_cov_4_30.corrected.fastq,run.musket.sh,30,498,114328,73310,0,624,0,0,188760,785,18780785,93090,7,1333,0,0,0,18876000,Musket,4,100L,0.008362184,0.370632672,-0.00583755,0.994997351,0,
180,musket_ecoli.wgsim_raw_rl__100_cov_8_20.corrected.fastq,run.musket.sh,20,141512,227212,5603,52,3141,0,0,377520,182505,37559505,6307,58,3625,0,0,0,37752000,Musket,8,100L,0.966596403,0.980524365,0.947397411,0.999735378,0,
181,musket_ecoli.wgsim_raw_rl__100_cov_8_22.corrected.fastq,run.musket.sh,22,140819,227149,6219,43,3290,0,0,377520,181801,37559444,7022,47,3686,0,0,0,37752000,Musket,8,100L,0.962811734,0.980127987,0.943290807,0.999715114,0,
182,musket_ecoli.wgsim_raw_rl__100_cov_8_24.corrected.fastq,run.musket.sh,24,139977,227053,6951,46,3493,0,0,377520,180896,37559239,7926,48,3891,0,0,0,37752000,Musket,8,100L,0.958023959,0.978943324,0.93741725,0.999685712,0,
183,musket_ecoli.wgsim_raw_rl__100_cov_8_26.corrected.fastq,run.musket.sh,26,138935,226989,7879,41,3676,0,0,377520,179773,37559088,9051,46,4042,0,0,0,37752000,Musket,8,100L,0.952066475,0.9780105,0.930660297,0.999651965,0,
184,musket_ecoli.wgsim_raw_rl__100_cov_8_28.corrected.fastq,run.musket.sh,28,138386,226940,8377,40,3777,0,0,377520,179156,37558984,9669,45,4146,0,0,0,37752000,Musket,8,100L,0.948793857,0.977381589,0.926837018,0.999632867,0,
185,musket_ecoli.wgsim_raw_rl__100_cov_8_30.corrected.fastq,run.musket.sh,30,138386,226940,8377,40,3777,0,0,377520,179156,37558984,9669,45,4146,0,0,0,37752000,Musket,8,100L,0.948793857,0.977381589,0.926837018,0.999632867,0,
186,pollux_ecoli.wgsim_raw_rl__100_cov_1_20.corrected.fastq,run.musket.sh,20,325,15207,8408,1,205,84,0,24230,497,2411568,10446,7,414,126,0,0,2423058,Pollux,1,100L,0.045417162,0.479267117,-0.003929453,0.995463171,0,
187,pollux_ecoli.wgsim_raw_rl__100_cov_1_22.corrected.fastq,run.pollux.sh,22,301,14713,7959,0,192,57,0,23222,452,2311511,9845,4,348,81,0,0,2322241,Pollux,1,100L,0.04389628,0.513053348,0.00223366,0.995574103,0,
188,pollux_ecoli.wgsim_raw_rl__100_cov_1_24.corrected.fastq,run.pollux.sh,24,284,14213,7534,0,155,38,0,22224,415,2212417,9292,3,250,47,0,0,2222424,Pollux,1,100L,0.042752653,0.582865169,0.012156176,0.995683992,0,
189,pollux_ecoli.wgsim_raw_rl__100_cov_1_26.corrected.fastq,run.pollux.sh,26,268,13713,7108,0,134,37,0,21260,382,2116635,8746,2,211,45,0,0,2126021,Pollux,1,100L,0.041849255,0.598746082,0.013803681,0.995764858,0,
190,pollux_ecoli.wgsim_raw_rl__100_cov_1_28.corrected.fastq,run.pollux.sh,28,236,13220,6766,0,117,31,0,20370,338,2028159,8290,1,189,39,0,0,2037016,Pollux,1,100L,0.03917478,0.597173145,0.012749189,0.995817902,0,
191,pollux_ecoli.wgsim_raw_rl__100_cov_1_30.corrected.fastq,run.pollux.sh,30,210,12721,6369,0,99,17,0,19416,302,1933358,7782,1,149,19,0,0,1941611,Pollux,1,100L,0.037357744,0.642553191,0.016575952,0.995904947,0,
192,pollux_ecoli.wgsim_raw_rl__100_cov_16_20.corrected.fastq,run.pollux.sh,20,281346,452904,11897,96,7216,1581,23,755040,361733,75114226,14597,232,11493,2620,30,2,75504933,Pollux,16,100L,0.961212234,0.962450046,0.923710573,0.99961629,4.24E-07,0.066666667
193,pollux_ecoli.wgsim_raw_rl__100_cov_16_22.corrected.fastq,run.pollux.sh,22,281285,452994,11945,114,7151,1551,23,755040,361584,75115100,14744,234,10930,2401,31,2,75505026,Pollux,16,100L,0.960821411,0.964442607,0.925397526,0.999624661,4.37E-07,0.064516129
194,pollux_ecoli.wgsim_raw_rl__100_cov_16_24.corrected.fastq,run.pollux.sh,24,280769,452871,12218,125,7568,1489,24,755040,361135,75115142,15193,235,11085,2171,36,0,75504997,Pollux,16,100L,0.959628303,0.964593166,0.924403712,0.999619628,4.77E-07,0
195,pollux_ecoli.wgsim_raw_rl__100_cov_16_26.corrected.fastq,run.pollux.sh,26,280060,452853,12771,145,7664,1547,22,755040,360337,75115563,15980,247,10715,2161,29,0,75505032,Pollux,16,100L,0.957535801,0.965499594,0.923319967,0.999614171,3.84E-07,0
196,pollux_ecoli.wgsim_raw_rl__100_cov_16_28.corrected.fastq,run.pollux.sh,28,278708,452685,13802,146,7952,1747,18,755040,358707,75115464,17602,255,10777,2358,24,0,75505187,Pollux,16,100L,0.953224611,0.964675857,0.918319785,0.99958922,3.18E-07,0
197,pollux_ecoli.wgsim_raw_rl__100_cov_16_30.corrected.fastq,run.pollux.sh,30,278620,454634,15038,175,7883,1810,16,758160,358317,75426339,19566,270,10334,2413,21,1,75817261,Pollux,16,100L,0.948222069,0.965647435,0.914489405,0.999569966,2.90E-07,0.047619048
198,pollux_ecoli.wgsim_raw_rl__100_cov_2_20.corrected.fastq,run.pollux.sh,20,2903,46470,25347,6,755,353,1,75834,4131,7545620,31597,26,1751,537,1,0,7583663,Pollux,2,100L,0.115623601,0.643558187,0.051584192,0.995528282,1.32E-07,0
199,pollux_ecoli.wgsim_raw_rl__100_cov_2_22.corrected.fastq,run.pollux.sh,22,2635,45731,24595,10,639,266,1,73876,3734,7351801,30558,23,1277,410,1,0,7387804,Pollux,2,100L,0.10888837,0.688802804,0.059693223,0.995632126,1.35E-07,0
200,pollux_ecoli.wgsim_raw_rl__100_cov_2_24.corrected.fastq,run.pollux.sh,24,2405,44836,23895,11,569,206,1,71922,3373,7157962,29615,17,1077,305,1,0,7192350,Pollux,2,100L,0.102249303,0.70935857,0.060355281,0.995687779,1.39E-07,0
201,pollux_ecoli.wgsim_raw_rl__100_cov_2_26.corrected.fastq,run.pollux.sh,26,2165,43881,23118,8,525,159,0,69856,3013,6952925,28603,11,924,222,0,0,6985698,Pollux,2,100L,0.095299848,0.724452994,0.059052379,0.995739867,0,
202,pollux_ecoli.wgsim_raw_rl__100_cov_2_28.corrected.fastq,run.pollux.sh,28,1978,42940,22355,3,432,142,0,67850,2718,6753892,27561,6,720,192,0,0,6785089,Pollux,2,100L,0.089765184,0.748760331,0.059645299,0.995802708,0,
203,pollux_ecoli.wgsim_raw_rl__100_cov_2_30.corrected.fastq,run.pollux.sh,30,1826,41931,21401,5,404,107,0,65674,2485,6537872,26360,6,626,134,0,0,6567483,Pollux,2,100L,0.086150113,0.765793529,0.059802392,0.995869651,0,
204,pollux_ecoli.wgsim_raw_rl__100_cov_32_20.corrected.fastq,run.pollux.sh,20,568098,909676,22301,129,6883,2995,39,1510082,726989,150235366,27084,393,14381,5663,50,1,151009927,Pollux,32,100L,0.964083053,0.973168521,0.937502072,0.999684981,3.38E-07,0.02
