,EC Filename,Wrapper Name,Kmer Size,Read - TP,Read - TN,Read - FN,Read - FN WRONG,Read - FP,Read - FP INDEL,Total Trimmed Reads,Total Reads,Base - TP,Base - TN,Base - FN,Base - FN WRONG,Base - FP,Base - FP INDEL,Base - FP TRIM,Base - TP TRIM,Total Bases,Tool,Coverage,Length,Base Sensitivity,Base Precision,Base Gain,Base Accuracy,Dataset,Trim Percent,Trim Effeciency
59,bfc_t1_wgsim_rl__cov_4.1_19.corrected.fastq.gz,run.bfc.sh,19,729,23949,15072,26,6924,0,0,46700,2076,4632321,20992,114,14497,0,0,0,4670000,Bfc,4,100,0.08999479798855557,0.12526398358776322,-0.5384515345933761,0.9923762312633833,T1,0.0,
60,bfc_t1_wgsim_rl__cov_1.1_20.corrected.fastq.gz,run.bfc.sh,20,129,25409,16924,14,4224,0,0,46700,987,4636004,22469,75,10465,0,0,0,4670000,Bfc,1,100,0.042078785811732605,0.08618581907090464,-0.4040757162346521,0.9929316916488222,T1,0.0,
63,bfc_t1_wgsim_rl__cov_1.1_21.corrected.fastq.gz,run.bfc.sh,21,134,25446,16905,10,4205,0,0,46700,1032,4635893,22429,70,10576,0,0,0,4670000,Bfc,1,100,0.04398789480414304,0.08890420399724328,-0.4068027790801756,0.9929175588865097,T1,0.0,
64,bfc_t1_wgsim_rl__cov_8.1_16.corrected.fastq.gz,run.bfc.sh,16,1744,22732,12915,59,9250,0,0,46700,3660,4629910,19297,183,16950,0,0,0,4670000,Bfc,8,100,0.15942849675480245,0.17758369723435224,-0.5789083939539138,0.9921991434689508,T1,0.0,
68,bfc_t1_wgsim_rl__cov_2.1_20.corrected.fastq.gz,run.bfc.sh,20,188,25226,16543,15,4728,0,0,46700,1108,4635454,22135,82,11221,0,0,0,4670000,Bfc,2,100,0.047670266316740526,0.08986941357774353,-0.4350987394054124,0.9928398286937902,T1,0.0,
72,bfc_t1_wgsim_rl__cov_8.1_18.corrected.fastq.gz,run.bfc.sh,18,1572,22675,13274,38,9141,0,0,46700,3333,4631310,19668,139,15550,0,0,0,4670000,Bfc,8,100,0.1449067431850789,0.17650797013186464,-0.5311508195295856,0.9924289079229122,T1,0.0,
74,bfc_t1_wgsim_rl__cov_16.1_16.corrected.fastq.gz,run.bfc.sh,16,4448,22804,10289,88,9071,0,0,46700,7807,4631573,15341,221,15058,0,0,0,4670000,Bfc,16,100,0.3372645584931744,0.3414388803848677,-0.3132452047693105,0.9934432548179871,T1,0.0,
76,bfc_t1_wgsim_rl__cov_4.1_20.corrected.fastq.gz,run.bfc.sh,20,494,24960,15885,22,5339,0,0,46700,1616,4634996,21449,117,11822,0,0,0,4670000,Bfc,4,100,0.07006286581400391,0.12025599047477303,-0.4424886191198786,0.9928505353319058,T1,0.0,
78,bfc_t1_wgsim_rl__cov_8.1_20.corrected.fastq.gz,run.bfc.sh,20,1287,24638,14837,24,5914,0,0,46700,2882,4635060,20149,109,11800,0,0,0,4670000,Bfc,8,100,0.12513568668316616,0.1962947827271489,-0.3872172289522817,0.9931353319057816,T1,0.0,
79,bfc_t1_wgsim_rl__cov_2.1_21.corrected.fastq.gz,run.bfc.sh,21,241,25311,16488,8,4652,0,0,46700,1236,4635206,22009,80,11469,0,0,0,4670000,Bfc,2,100,0.05317272531727253,0.09728453364817001,-0.4402237040223704,0.9928141327623127,T1,0.0,
81,bfc_t1_wgsim_rl__cov_8.1_19.corrected.fastq.gz,run.bfc.sh,19,2142,23743,13338,38,7439,0,0,46700,4086,4632835,18906,148,14025,0,0,0,4670000,Bfc,8,100,0.17771398747390396,0.2256087460659268,-0.43228079331941544,0.9929167023554604,T1,0.0,
85,bfc_t1_wgsim_rl__cov_4.1_21.corrected.fastq.gz,run.bfc.sh,21,655,25057,15809,17,5162,0,0,46700,1860,4634842,21230,92,11976,0,0,0,4670000,Bfc,4,100,0.08055435253356431,0.1344319167389419,-0.43811173668254655,0.9928698072805139,T1,0.0,
88,bfc_t1_wgsim_rl__cov_1.1_22.corrected.fastq.gz,run.bfc.sh,22,126,25696,17053,6,3819,0,0,46700,905,4636933,22563,63,9536,0,0,0,4670000,Bfc,1,100,0.03856314982103289,0.08667752131021933,-0.3677773990114198,0.993113062098501,T1,0.0,
89,bfc_t1_wgsim_rl__cov_16.1_18.corrected.fastq.gz,run.bfc.sh,18,4607,24200,11020,54,6819,0,0,46700,7638,4635178,15572,159,11453,0,0,0,4670000,Bfc,16,100,0.32908229211546747,0.40008380912471847,-0.16436880654890135,0.9941790149892934,T1,0.0,
92,bfc_t1_wgsim_rl__cov_16.1_12.corrected.fastq.gz,run.bfc.sh,12,362,24783,13889,296,7370,0,0,46700,693,4637116,22273,403,9515,0,0,0,4670000,Bfc,16,100,0.03017504136549682,0.06788793103448276,-0.38413306627188015,0.993106852248394,T1,0.0,
94,bfc_t1_wgsim_rl__cov_1.1_23.corrected.fastq.gz,run.bfc.sh,23,132,25548,17003,6,4011,0,0,46700,987,4636362,22476,68,10107,0,0,0,4670000,Bfc,1,100,0.04206623193964966,0.08896700919415901,-0.38869709755785703,0.9930083511777302,T1,0.0,
97,bfc_t1_wgsim_rl__cov_8.1_21.corrected.fastq.gz,run.bfc.sh,21,1949,24925,14329,33,5464,0,0,46700,3754,4635409,19261,125,11451,0,0,0,4670000,Bfc,8,100,0.16311101455572452,0.2468924695823742,-0.3344340647403867,0.9933967880085653,T1,0.0,
98,bfc_t1_wgsim_rl__cov_2.1_22.corrected.fastq.gz,run.bfc.sh,22,193,25592,16694,6,4215,0,0,46700,1069,4636450,22179,77,10225,0,0,0,4670000,Bfc,2,100,0.045982450103234686,0.09465202762528777,-0.3938403303509979,0.9930447537473234,T1,0.0,
99,bfc_t1_wgsim_rl__cov_4.1_22.corrected.fastq.gz,run.bfc.sh,22,440,25348,16240,10,4662,0,0,46700,1493,4636241,21602,87,10577,0,0,0,4670000,Bfc,4,100,0.06464602727863174,0.12369511184755592,-0.39333189001948476,0.9930907922912205,T1,0.0,
103,bfc_t1_wgsim_rl__cov_16.1_14.corrected.fastq.gz,run.bfc.sh,14,2992,19783,9384,175,14366,0,0,46700,6100,4621799,16755,514,24832,0,0,0,4670000,Bfc,16,100,0.266900021877051,0.1972067761541446,-0.8196018376722818,0.9909847965738758,T1,0.0,
106,bfc_t1_wgsim_rl__cov_32.1_16.corrected.fastq.gz,run.bfc.sh,16,9843,24272,5205,146,7234,0,0,46700,14982,4636688,8143,275,9912,0,0,0,4670000,Bfc,32,100,0.6478702702702702,0.6018317666907689,0.21924324324324324,0.9960749464668094,T1,0.0,
107,bfc_t1_wgsim_rl__cov_8.1_22.corrected.fastq.gz,run.bfc.sh,22,1230,25252,15267,18,4933,0,0,46700,2722,4636609,20338,80,10251,0,0,0,4670000,Bfc,8,100,0.11803989592367736,0.2098203962075079,-0.3264960971379011,0.9934327623126339,T1,0.0,
108,bfc_t1_wgsim_rl__cov_2.1_23.corrected.fastq.gz,run.bfc.sh,23,244,25504,16611,10,4331,0,0,46700,1185,4636122,22067,73,10553,0,0,0,4670000,Bfc,2,100,0.05096335799071048,0.10095416595672176,-0.40289007397213145,0.9929993576017131,T1,0.0,
112,bfc_t1_wgsim_rl__cov_1.1_24.corrected.fastq.gz,run.bfc.sh,24,100,25893,17206,3,3498,0,0,46700,832,4637755,22639,60,8714,0,0,0,4670000,Bfc,1,100,0.03544799965915385,0.0871569243662267,-0.33581866984789743,0.9932734475374733,T1,0.0,
113,bfc_t1_wgsim_rl__cov_2.1_24.corrected.fastq.gz,run.bfc.sh,24,164,25800,16854,10,3872,0,0,46700,920,4637182,22335,70,9493,0,0,0,4670000,Bfc,2,100,0.0395613846484627,0.08835109958705464,-0.3686519028165986,0.9931695931477517,T1,0.0,
118,bfc_t1_wgsim_rl__cov_4.1_23.corrected.fastq.gz,run.bfc.sh,23,639,25334,15988,14,4725,0,0,46700,1794,4635775,21297,91,11043,0,0,0,4670000,Bfc,4,100,0.07769260750941925,0.1397522785697593,-0.40054566714304274,0.993055460385439,T1,0.0,
120,bfc_t1_wgsim_rl__cov_1.1_26.corrected.fastq.gz,run.bfc.sh,26,104,26115,17346,3,3132,0,0,46700,736,4638835,22748,47,7634,0,0,0,4670000,Bfc,1,100,0.03134048714018055,0.08793309438470728,-0.2937319025719639,0.9934841541755889,T1,0.0,
121,bfc_t1_wgsim_rl__cov_32.1_19.corrected.fastq.gz,run.bfc.sh,19,13847,27183,3327,101,2242,0,0,46700,18807,4643634,4456,137,2966,0,0,0,4670000,Bfc,32,100,0.8084511885827279,0.8637762366233408,0.6809525856510338,0.9983813704496788,T1,0.0,
122,bfc_t1_wgsim_rl__cov_16.1_20.corrected.fastq.gz,run.bfc.sh,20,4028,25128,12243,45,5256,0,0,46700,6742,4637536,16497,130,9095,0,0,0,4670000,Bfc,16,100,0.2901157536899178,0.4257119403927512,-0.10125220534446405,0.9944920770877944,T1,0.0,
125,bfc_t1_wgsim_rl__cov_16.1_19.corrected.fastq.gz,run.bfc.sh,19,6490,24950,9611,78,5571,0,0,46700,9978,4637010,13226,165,9621,0,0,0,4670000,Bfc,16,100,0.4300120668850198,0.5091076075309965,0.015385278400275815,0.9950723768736617,T1,0.0,
127,bfc_t1_wgsim_rl__cov_8.1_23.corrected.fastq.gz,run.bfc.sh,23,1877,25295,14606,20,4902,0,0,46700,3629,4636459,19406,105,10401,0,0,0,4670000,Bfc,8,100,0.15754286954634253,0.2586600142551675,-0.2939874104623399,0.9935948608137045,T1,0.0,
129,bfc_t1_wgsim_rl__cov_2.1_26.corrected.fastq.gz,run.bfc.sh,26,181,26011,16968,7,3533,0,0,46700,913,4638206,22355,57,8469,0,0,0,4670000,Bfc,2,100,0.039238439057933644,0.09731400554252824,-0.32473783737321643,0.9933873661670235,T1,0.0,
130,bfc_t1_wgsim_rl__cov_32.1_12.corrected.fastq.gz,run.bfc.sh,12,386,27790,15901,236,2387,0,0,46700,622,4643926,22508,270,2674,0,0,0,4670000,Bfc,32,100,0.02689148292261133,0.1887135922330097,-0.088715953307393,0.9945498929336188,T1,0.0,
132,bfc_t1_wgsim_rl__cov_1.1_28.corrected.fastq.gz,run.bfc.sh,28,93,26325,17474,6,2802,0,0,46700,638,4639834,22851,42,6635,0,0,0,4670000,Bfc,1,100,0.027161650134105327,0.08772171043585865,-0.2553109966367236,0.9936770877944325,T1,0.0,
133,bfc_t1_wgsim_rl__cov_4.1_24.corrected.fastq.gz,run.bfc.sh,24,403,25669,16393,11,4224,0,0,46700,1398,4637249,21709,75,9569,0,0,0,4670000,Bfc,4,100,0.06050114683862033,0.12747332907814352,-0.3536157874237244,0.993286295503212,T1,0.0,
134,bfc_t1_wgsim_rl__cov_2.1_28.corrected.fastq.gz,run.bfc.sh,28,151,26222,17189,4,3134,0,0,46700,814,4639175,22465,46,7500,0,0,0,4670000,Bfc,2,100,0.03496713776364964,0.09790714457541497,-0.287211649984965,0.9935736616702355,T1,0.0,
135,bfc_t1_wgsim_rl__cov_32.1_14.corrected.fastq.gz,run.bfc.sh,14,5518,23829,6869,245,10239,0,0,46700,9158,4632035,13747,495,14565,0,0,0,4670000,Bfc,32,100,0.3998253656406898,0.3860388652362686,-0.2360619951975551,0.9938314775160599,T1,0.0,
136,bfc_t1_wgsim_rl__cov_16.1_21.corrected.fastq.gz,run.bfc.sh,21,6033,25615,10505,55,4492,0,0,46700,9310,4638713,13933,126,7918,0,0,0,4670000,Bfc,16,100,0.40055070343759414,0.540399349895519,0.059888998838359936,0.9952940042826552,T1,0.0,
137,bfc_t1_wgsim_rl__cov_16.1_22.corrected.fastq.gz,run.bfc.sh,22,3852,25495,12771,44,4538,0,0,46700,6384,4638527,16853,132,8104,0,0,0,4670000,Bfc,16,100,0.2747342600163532,0.4406405300938708,-0.07401988208460644,0.9946276231263383,T1,0.0,
139,bfc_t1_wgsim_rl__cov_8.1_24.corrected.fastq.gz,run.bfc.sh,24,1169,25488,15515,13,4515,0,0,46700,2604,4637413,20454,82,9447,0,0,0,4670000,Bfc,8,100,0.11293260473588343,0.21608165297485685,-0.29677335415040335,0.9935796573875803,T1,0.0,
140,bfc_t1_wgsim_rl__cov_4.1_26.corrected.fastq.gz,run.bfc.sh,26,422,25807,16551,12,3908,0,0,46700,1335,4637757,21785,62,9061,0,0,0,4670000,Bfc,4,100,0.057742214532871976,0.12841477491342823,-0.33416955017301037,0.9933815845824411,T1,0.0,
141,bfc_t1_wgsim_rl__cov_1.1_30.corrected.fastq.gz,run.bfc.sh,30,92,26553,17667,4,2384,0,0,46700,562,4640768,22942,27,5701,0,0,0,4670000,Bfc,1,100,0.02391082368958475,0.08973335462238544,-0.21864363512593601,0.9938608137044967,T1,0.0,
142,bfc_t1_wgsim_rl__cov_32.1_18.corrected.fastq.gz,run.bfc.sh,18,10403,26069,5975,91,4162,0,0,46700,15132,4640951,8092,176,5649,0,0,0,4670000,Bfc,32,100,0.6515673441267654,0.7281651508589577,0.4083275921460558,0.9970199143468951,T1,0.0,
143,bfc_t1_wgsim_rl__cov_8.1_26.corrected.fastq.gz,run.bfc.sh,26,1172,25709,15714,14,4091,0,0,46700,2492,4638151,20573,75,8709,0,0,0,4670000,Bfc,8,100,0.10804248861911987,0.22248013570216946,-0.26954259700845434,0.993713704496788,T1,0.0,
144,bfc_t1_wgsim_rl__cov_4.1_28.corrected.fastq.gz,run.bfc.sh,28,393,26113,16737,9,3448,0,0,46700,1219,4638814,21904,59,8004,0,0,0,4670000,Bfc,4,100,0.05271807291441422,0.13216957605985039,-0.2934307832028716,0.9935830835117773,T1,0.0,
145,bfc_t1_wgsim_rl__cov_1.1_32.corrected.fastq.gz,run.bfc.sh,32,79,26682,17726,5,2208,0,0,46700,498,4641355,23001,32,5114,0,0,0,4670000,Bfc,1,100,0.021192391165581515,0.0887384176764077,-0.196433890803864,0.9939728051391863,T1,0.0,
146,bfc_t1_wgsim_rl__cov_16.1_23.corrected.fastq.gz,run.bfc.sh,23,5861,25837,10845,43,4114,0,0,46700,9007,4639137,14248,114,7494,0,0,0,4670000,Bfc,16,100,0.38731455600946035,0.5458457063208291,0.06506127714470006,0.995319914346895,T1,0.0,
150,bfc_t1_wgsim_rl__cov_4.1_30.corrected.fastq.gz,run.bfc.sh,30,380,26373,16903,5,3039,0,0,46700,1142,4639747,21984,56,7071,0,0,0,4670000,Bfc,4,100,0.04938164836115195,0.1390478509679776,-0.2563781025685376,0.9937663811563169,T1,0.0,
151,bfc_t1_wgsim_rl__cov_2.1_30.corrected.fastq.gz,run.bfc.sh,30,137,26471,17325,4,2763,0,0,46700,723,4639942,22563,39,6733,0,0,0,4670000,Bfc,2,100,0.031048698788971915,0.09696888412017167,-0.25809499269947606,0.9937184154175589,T1,0.0,
152,bfc_t1_wgsim_rl__cov_2.1_32.corrected.fastq.gz,run.bfc.sh,32,137,26587,17419,1,2556,0,0,46700,667,4640576,22625,33,6099,0,0,0,4670000,Bfc,2,100,0.028636441696719903,0.0985811409991132,-0.23321312038468145,0.9938421841541756,T1,0.0,
153,bless_t1_wgsim_rl__cov_1.1_12.corrected.fastq.gz,run.bless.sh,12,110,28320,14227,7,3743,293,42090,46700,761,3878051,18353,82,13350,3068,752321,4335,4670321,Bless,1,100,0.03981374908444072,0.04429827114500262,-0.8191378047504447,0.8312952503500868,T1,0.16201370312661592,0.005762168010729462
154,bfc_t1_wgsim_rl__cov_4.1_32.corrected.fastq.gz,run.bfc.sh,32,372,26516,17031,4,2777,0,0,46700,1057,4640157,22088,37,6661,0,0,0,4670000,Bfc,4,100,0.04566861093108663,0.13695257838818348,-0.24212572909915747,0.9938359743040686,T1,0.0,
155,bless_t1_wgsim_rl__cov_2.1_12.corrected.fastq.gz,run.bless.sh,12,97,28407,13928,6,3956,306,41395,46700,720,3836033,18080,73,13564,3359,794035,4452,4670316,Bless,2,100,0.03829787234042553,0.040809386158816525,-0.8618617021276596,0.8223027932232916,T1,0.17097065808823214,0.005606805745338682
156,bfc_t1_wgsim_rl__cov_8.1_28.corrected.fastq.gz,run.bfc.sh,28,1111,25983,15903,15,3688,0,0,46700,2304,4638988,20769,67,7872,0,0,0,4670000,Bfc,8,100,0.0998569756858666,0.22641509433962265,-0.24132102457417762,0.9938526766595289,T1,0.0,
157,bless_t1_wgsim_rl__cov_4.1_12.corrected.fastq.gz,run.bless.sh,12,115,29021,13139,4,4079,342,40070,46700,593,3677816,17206,65,12891,3494,953021,5318,4670404,Bless,4,100,0.03331647845384572,0.034927553304276125,-0.887240856227878,0.7884975753930367,T1,0.20519402604143025,0.005580149860286395
158,bfc_t1_wgsim_rl__cov_32.1_21.corrected.fastq.gz,run.bfc.sh,21,13637,27289,3696,95,1983,0,0,46700,18480,4643936,4802,118,2664,0,0,0,4670000,Bfc,32,100,0.79374624173181,0.8740068104426788,0.6793230822094322,0.998376017130621,T1,0.0,
159,bfc_t1_wgsim_rl__cov_8.1_30.corrected.fastq.gz,run.bfc.sh,30,1034,26232,16152,10,3272,0,0,46700,2132,4639857,20948,60,7003,0,0,0,4670000,Bfc,8,100,0.09237435008665511,0.2333880678708265,-0.21104852686308492,0.9940019271948608,T1,0.0,
160,bless_t1_wgsim_rl__cov_1.1_14.corrected.fastq.gz,run.bless.sh,14,99,28709,14578,5,3109,200,43629,46700,744,3880815,18490,82,11247,2308,752290,4215,4670191,Bless,1,100,0.0386815015077467,0.05203161060214001,-0.6660601019028803,0.8318857619499115,T1,0.1619858802348769,0.005602892501561898
161,bfc_t1_wgsim_rl__cov_16.1_24.corrected.fastq.gz,run.bfc.sh,24,3638,25787,13125,35,4115,0,0,46700,6047,4639284,17216,106,7347,0,0,0,4670000,Bfc,16,100,0.2599406783303959,0.45147080782439897,-0.055882732235739155,0.9947175588865096,T1,0.0,
162,bless_t1_wgsim_rl__cov_1.1_16.corrected.fastq.gz,run.bless.sh,16,72,29018,14572,3,2826,209,44052,46700,759,3829238,18282,79,12186,2389,802878,4411,4670222,Bless,1,100,0.03986135181975736,0.04949784791965567,-0.7255921432697863,0.8208641541631241,T1,0.172858806283727,0.005493985387568223
163,bfc_t1_wgsim_rl__cov_32.1_22.corrected.fastq.gz,run.bfc.sh,22,9505,26689,7422,62,3022,0,0,46700,13793,4642333,9471,136,4267,0,0,0,4670000,Bfc,32,100,0.5928903026134801,0.7637320044296788,0.4094738651994498,0.9970291220556745,T1,0.0,
164,bless_t1_wgsim_rl__cov_2.1_14.corrected.fastq.gz,run.bless.sh,14,96,28698,14521,1,3164,220,43452,46700,709,3875408,18366,72,12184,2550,756740,4178,4670207,Bless,2,100,0.03716906946264745,0.04591076863303762,-0.7352555701179554,0.830710010589304,T1,0.16293025127151753,0.005521050823268229
165,bfc_t1_wgsim_rl__cov_8.1_32.corrected.fastq.gz,run.bfc.sh,32,1063,26382,16221,6,3028,0,0,46700,2129,4640365,20964,47,6495,0,0,0,4670000,Bfc,8,100,0.09219243926731044,0.2468692022263451,-0.18906162040445157,0.9941100642398287,T1,0.0,
166,bless_t1_wgsim_rl__cov_8.1_12.corrected.fastq.gz,run.bless.sh,12,129,29534,12231,10,4434,362,39576,46700,595,3469411,16138,77,12840,3524,1161447,6330,4670362,Bless,8,100,0.0355584772605032,0.035084615838198004,-0.9423892906233192,0.7439927513361829,T1,0.2500399326647485,0.005450098024274892
167,bless_t1_wgsim_rl__cov_2.1_16.corrected.fastq.gz,run.bless.sh,16,94,28930,14582,3,2892,199,43795,46700,665,3833559,18346,63,10944,1877,800545,4251,4670250,Bless,2,100,0.034979748566619326,0.04931039596618716,-0.6394192835726684,0.8217369956573073,T1,0.17232396552647075,0.005310132472253278
168,bfc_t1_wgsim_rl__cov_16.1_28.corrected.fastq.gz,run.bfc.sh,28,3357,26130,13710,27,3476,0,0,46700,5512,4640190,17760,97,6441,0,0,0,4670000,Bfc,16,100,0.23685115159848746,0.461139462896344,-0.039919216225507044,0.9947970021413276,T1,0.0,
169,bless_t1_wgsim_rl__cov_4.1_14.corrected.fastq.gz,run.bless.sh,14,116,28737,14148,4,3431,264,42989,46700,808,3847701,17965,67,13618,2757,783048,4342,4670306,Bless,4,100,0.043040536941351945,0.047023220625036374,-0.8292228200074575,0.82480469202077,T1,0.16859494859651594,0.0055449985186093315
170,bless_t1_wgsim_rl__cov_8.1_14.corrected.fastq.gz,run.bless.sh,14,134,28636,14007,9,3568,346,42273,46700,804,3829949,17907,90,14288,4251,798794,4339,4670422,Bless,8,100,0.04296937630270964,0.04156542418445949,-0.9478381700603923,0.8209783237889253,T1,0.17196154865663102,0.005431938647511123
171,bless_t1_wgsim_rl__cov_1.1_18.corrected.fastq.gz,run.bless.sh,18,62,29435,14498,5,2490,210,44214,46700,700,3765114,18071,58,11351,1859,868439,4702,4670294,Bless,1,100,0.03729156677854137,0.0503235082674335,-0.6664535719993607,0.8071460170542131,T1,0.18695632437700924,0.005414312346635745
172,bless_t1_wgsim_rl__cov_4.1_16.corrected.fastq.gz,run.bless.sh,16,121,28930,14209,3,3220,217,43347,46700,787,3810057,17849,56,12729,2276,822002,4490,4670246,Bless,4,100,0.042230092294483795,0.04983535967578521,-0.7629319596479931,0.8167688151716463,T1,0.1769696928170379,0.005462273814418943
173,bfc_t1_wgsim_rl__cov_16.1_26.corrected.fastq.gz,run.bfc.sh,26,3554,25963,13395,29,3759,0,0,46700,5829,4639859,17451,89,6772,0,0,0,4670000,Bfc,16,100,0.25038659793814433,0.46258233473533844,-0.04050687285223368,0.9947940042826553,T1,0.0,
174,bless_t1_wgsim_rl__cov_2.1_18.corrected.fastq.gz,run.bless.sh,18,85,29302,14475,3,2647,188,43995,46700,634,3765083,18069,63,10375,1802,869650,4559,4670235,Bless,2,100,0.03389830508474576,0.049488720630707986,-0.6171737154467197,0.8071106952132981,T1,0.1871873685157171,0.005242338871959984
175,bless_t1_wgsim_rl__cov_1.1_19.corrected.fastq.gz,run.bless.sh,19,55,29820,14568,3,2028,226,44622,46700,508,3727862,18144,62,9589,2257,907027,4817,4670266,Bless,1,100,0.02723568518121381,0.04112028492795856,-0.6078704696547287,0.7991449483211583,T1,0.1952445535222191,0.005310757011643534
176,bfc_t1_wgsim_rl__cov_16.1_30.corrected.fastq.gz,run.bfc.sh,30,3182,26355,13993,23,3147,0,0,46700,5169,4640784,18126,74,5847,0,0,0,4670000,Bfc,16,100,0.22189311010946555,0.4692265795206972,-0.02910495814552479,0.9948507494646681,T1,0.0,
177,bless_t1_wgsim_rl__cov_4.1_18.corrected.fastq.gz,run.bless.sh,18,111,29317,14201,1,2871,199,43713,46700,716,3759375,17783,57,11301,1702,874714,4626,4670274,Bless,4,100,0.03870479485377588,0.05219039288577885,-0.6641980647602573,0.8059097042897364,T1,0.18828445611542277,0.00528858575488674
178,bfc_t1_wgsim_rl__cov_16.1_32.corrected.fastq.gz,run.bfc.sh,32,2954,26455,14346,17,2928,0,0,46700,4858,4641230,18451,60,5401,0,0,0,4670000,Bfc,16,100,0.208417349521644,0.4735354323033434,-0.02329572268222575,0.9948796573875803,T1,0.0,
