,EC Filename,Wrapper Name,Kmer Size,Read - TP,Read - TN,Read - FN,Read - FN WRONG,Read - FP,Read - FP INDEL,Total Trimmed Reads,Total Reads,Base - TP,Base - TN,Base - FN,Base - FN WRONG,Base - FP,Base - FP INDEL,Base - FP TRIM,Base - TP TRIM,Total Bases,Tool,Coverage,Length,Base Sensitivity,Base Precision,Base Gain,Base Accuracy,Dataset,Trim Percent,Trim Effeciency
179,bless_t1_wgsim_rl__cov_16.1_14.corrected.fastq.gz,run.bless.sh,14,1893,31680,11990,20,1067,50,13701,46700,2391,4209930,14584,53,1894,165,434662,6341,4670020,Bless,16,100,0.1408541973490427,0.5373033707865168,0.019558173784977907,0.9032184676518259,T1,0.09443278615509142,0.014588346807404375
180,bless_t1_wgsim_rl__cov_8.1_16.corrected.fastq.gz,run.bless.sh,16,118,28963,14116,8,3243,252,43066,46700,784,3799128,17833,73,12443,2512,833064,4450,4670287,Bless,8,100,0.042112048128055,0.04981256750746553,-0.7611860127840147,0.8144116478994016,T1,0.17932816548533312,0.005341726445987343
181,bfc_t1_wgsim_rl__cov_32.1_23.corrected.fastq.gz,run.bfc.sh,23,13445,27330,3921,80,1924,0,0,46700,18226,4643983,5065,109,2617,0,0,0,4670000,Bfc,32,100,0.7825340260186338,0.8744422587919205,0.6701730282083208,0.9983316916488223,T1,0.0,
182,bfc_t1_wgsim_rl__cov_32.1_24.corrected.fastq.gz,run.bfc.sh,24,9212,26772,7797,58,2861,0,0,46700,13374,4642508,9894,132,4092,0,0,0,4670000,Bfc,32,100,0.574780814853017,0.7657162487117829,0.3989169675090253,0.9969768736616702,T1,0.0,
183,bless_t1_wgsim_rl__cov_8.1_18.corrected.fastq.gz,run.bless.sh,18,116,29338,14064,4,2930,248,43444,46700,760,3743989,17639,70,11146,2204,889815,4671,4670294,Bless,8,100,0.04130659274960596,0.05386250885896527,-0.6842763193651829,0.8026257157940108,T1,0.19152670046039927,0.005249405775357799
184,bless_t1_wgsim_rl__cov_16.1_12.corrected.fastq.gz,run.bless.sh,12,20,28587,17896,0,192,5,2583,46700,33,4574207,22586,0,235,14,72175,750,4670000,Bless,16,100,0.001458950439895663,0.11702127659574468,-0.009549493788407975,0.9796519783691171,T1,0.015615631691648823,0.010391409767925183
185,bless_t1_wgsim_rl__cov_2.1_19.corrected.fastq.gz,run.bless.sh,19,78,29505,14399,4,2525,189,44034,46700,629,3730111,17909,57,10068,1851,904873,4730,4670228,Bless,2,100,0.033930305318804616,0.050127510360216766,-0.6090193116841083,0.7996445395539769,T1,0.19476629406530047,0.005227252885211516
186,bless_t1_wgsim_rl__cov_1.1_20.corrected.fastq.gz,run.bless.sh,20,45,30193,14594,3,1685,180,44761,46700,416,3692352,18075,47,8230,1395,944758,4993,4670266,Bless,1,100,0.02249743118273755,0.04143013644059357,-0.49802606673516847,0.7915438174786341,T1,0.2033612218233394,0.00528495127852847
187,bless_t1_wgsim_rl__cov_2.1_20.corrected.fastq.gz,run.bless.sh,20,72,29676,14359,4,2402,187,44148,46700,618,3696240,17782,69,10381,1958,938308,4856,4670212,Bless,2,100,0.03358695652173913,0.0476962259782357,-0.6370108695652174,0.7924064101431917,T1,0.20195314473946793,0.005175272938097085
188,bless_t1_wgsim_rl__cov_16.1_16.corrected.fastq.gz,run.bless.sh,16,8815,32308,4502,20,971,84,11330,46700,11140,4284236,5518,77,2945,560,359001,6634,4670111,Bless,16,100,0.6687477488293913,0.7606691703653123,0.45833833593468604,0.9210672637604946,T1,0.07829257163266569,0.018479057161400664
189,bless_t1_wgsim_rl__cov_4.1_19.corrected.fastq.gz,run.bless.sh,19,101,29505,14221,3,2674,196,43929,46700,671,3732445,17763,44,10589,1427,902634,4704,4670277,Bless,4,100,0.036400130194206355,0.05288878379443525,-0.6154388629705978,0.800140947317725,T1,0.1942792686600816,0.005211414593290303
190,bfc_t1_wgsim_rl__cov_32.1_30.corrected.fastq.gz,run.bfc.sh,30,8363,27002,8962,34,2339,0,0,46700,11999,4643204,11315,86,3396,0,0,0,4670000,Bfc,32,100,0.5146692974178605,0.7794088989931796,0.36900574761945615,0.9968314775160599,T1,0.0,
191,bless_t1_wgsim_rl__cov_1.1_21.corrected.fastq.gz,run.bless.sh,21,56,29991,14245,3,2191,214,44438,46700,639,3652437,17621,70,10267,1803,982254,5201,4670292,Bless,1,100,0.034994523548740414,0.05027932960893855,-0.626013143483023,0.7830663967755399,T1,0.21143324657216295,0.005294964438933311
192,bless_t1_wgsim_rl__cov_4.1_20.corrected.fastq.gz,run.bless.sh,20,98,29683,14096,2,2630,191,43890,46700,690,3695489,17554,50,10254,1522,939839,4888,4670286,Bless,4,100,0.03782065336549002,0.055350553505535055,-0.6076518307388731,0.7922537369802105,T1,0.20228461383307147,0.0052008907908695
193,bless_t1_wgsim_rl__cov_16.1_18.corrected.fastq.gz,run.bless.sh,18,125,29243,13997,5,3084,246,43325,46700,859,3739756,17565,61,12034,2499,892601,4884,4670259,Bless,16,100,0.046623968736430745,0.055808212058212056,-0.7421841076856275,0.8017822790236583,T1,0.1921702843461144,0.0054716497068679065
194,bless_t1_wgsim_rl__cov_2.1_21.corrected.fastq.gz,run.bless.sh,21,77,29815,14242,3,2392,171,44078,46700,615,3661275,17590,55,9800,1617,974196,5065,4670213,Bless,2,100,0.033781928041746775,0.05111369680851064,-0.5933534743202417,0.7849461581926233,T1,0.20968229928699184,0.0051991591014539165
195,bless_t1_wgsim_rl__cov_1.1_22.corrected.fastq.gz,run.bless.sh,22,41,30200,14180,4,2055,220,44651,46700,590,3612474,17460,68,10090,1821,1022376,5413,4670292,Bless,1,100,0.032686980609418284,0.047196224302055834,-0.627202216066482,0.774524698282635,T1,0.2200695374079394,0.005294529605546296
196,bfc_t1_wgsim_rl__cov_32.1_26.corrected.fastq.gz,run.bfc.sh,26,8994,26858,8131,46,2671,0,0,46700,12962,4642760,10334,104,3840,0,0,0,4670000,Bfc,32,100,0.556404532967033,0.7714557790739198,0.39156936813186816,0.9969426124197002,T1,0.0,
197,bless_t1_wgsim_rl__cov_32.1_14.corrected.fastq.gz,run.bless.sh,14,2509,31937,11421,7,787,39,11395,46700,3099,4291842,13876,21,1316,144,353305,6404,4670007,Bless,32,100,0.18256259204712813,0.6797543320903707,0.09655375552282769,0.9209491030861761,T1,0.07702536634313396,0.018125981800427394
198,bless_t1_wgsim_rl__cov_2.1_22.corrected.fastq.gz,run.bless.sh,22,61,29920,14176,2,2320,221,44356,46700,635,3620025,17387,65,10213,2191,1014508,5238,4670262,Bless,2,100,0.035234713128398626,0.04870005368509855,-0.6530351792253912,0.7761289116626195,T1,0.21834877786299783,0.005163093834646942
199,bless_t1_wgsim_rl__cov_8.1_20.corrected.fastq.gz,run.bless.sh,20,106,29709,14000,5,2693,187,43753,46700,747,3684415,17426,53,9991,1529,951137,4914,4670212,Bless,8,100,0.04110493589390855,0.06089508437270726,-0.5928025092169702,0.7899092405243995,T1,0.20471254838110134,0.005166448156259298
200,bfc_t1_wgsim_rl__cov_32.1_28.corrected.fastq.gz,run.bfc.sh,28,8574,26933,8653,39,2501,0,0,46700,12352,4642981,10946,102,3619,0,0,0,4670000,Bfc,32,100,0.5301742638853121,0.7734017907457267,0.37483904197785217,0.9968593147751607,T1,0.0,
201,bless_t1_wgsim_rl__cov_4.1_21.corrected.fastq.gz,run.bless.sh,21,83,29865,14084,2,2471,195,44101,46700,640,3660313,17467,41,9997,1605,975221,5034,4670318,Bless,4,100,0.03534544651239852,0.05227903937265153,-0.6054012260451759,0.7847224306173001,T1,0.20989041859676363,0.005161906890848331
202,bless_t1_wgsim_rl__cov_1.1_23.corrected.fastq.gz,run.bless.sh,23,29,30907,14371,2,1279,112,45071,46700,301,3573989,17600,34,6392,875,1065381,5596,4670168,Bless,1,100,0.016814703089212894,0.03977272727272727,-0.3891402714932127,0.7662632284376787,T1,0.2293230136474748,0.005252581001538417
203,bless_t1_wgsim_rl__cov_8.1_19.corrected.fastq.gz,run.bless.sh,19,108,29501,14023,5,2842,221,43582,46700,756,3713974,17517,65,10663,1999,920515,4802,4670291,Bless,8,100,0.041372516828107046,0.05634222685944254,-0.651562414491326,0.7962145018453586,T1,0.19812833932617904,0.005216645030227644
204,bless_t1_wgsim_rl__cov_32.1_12.corrected.fastq.gz,run.bless.sh,12,36,28690,17826,1,143,4,2409,46700,50,4577594,22521,1,185,14,68807,828,4670000,Bless,32,100,0.002215231934783572,0.20080321285140562,-0.006601391165655044,0.9803973809489134,T1,0.014911134903640258,0.012033659366052872
205,bless_t1_wgsim_rl__cov_2.1_23.corrected.fastq.gz,run.bless.sh,23,38,30279,14181,2,1976,224,44712,46700,536,3575719,17276,67,10513,1908,1058806,5446,4670271,Bless,2,100,0.03009207275993712,0.04136760052481284,-0.6672467999101729,0.7666429072901985,T1,0.22787799680147042,0.0051435295984344626
206,bless_t1_wgsim_rl__cov_32.1_16.corrected.fastq.gz,run.bless.sh,16,10535,30661,4946,1,510,47,5304,46700,13197,4471793,6026,22,1391,204,173251,4155,4670039,Bless,32,100,0.6865213546272694,0.8921714440237967,0.6035478333246632,0.9612304978006312,T1,0.037988119585296826,0.02398254555529261
207,bless_t1_wgsim_rl__cov_1.1_24.corrected.fastq.gz,run.bless.sh,24,17,31173,14344,0,1065,101,45230,46700,249,3532151,17460,27,5219,657,1108585,5795,4670143,Bless,1,100,0.014060647128578688,0.0406530612244898,-0.31774803772093285,0.757319136565282,T1,0.23861796094894738,0.005227384458566551
208,bless_t1_wgsim_rl__cov_2.1_24.corrected.fastq.gz,run.bless.sh,24,38,30406,14061,2,1987,206,44724,46700,550,3534906,17075,56,10045,1848,1100142,5644,4670266,Bless,2,100,0.031205673758865248,0.0442015591095395,-0.6435744680851064,0.7579297958119651,T1,0.23677152436285215,0.00513024682268289
209,bless_t1_wgsim_rl__cov_4.1_22.corrected.fastq.gz,run.bless.sh,22,80,30029,14011,3,2396,181,44217,46700,609,3623156,17281,48,9314,1448,1013206,5244,4670306,Bless,4,100,0.03404136389044159,0.053557294872922344,-0.5675237562884293,0.7767881755912355,T1,0.21806922287319075,0.005175650361328298
210,bfc_t1_wgsim_rl__cov_32.1_32.corrected.fastq.gz,run.bfc.sh,32,7971,27066,9435,26,2202,0,0,46700,11477,4643376,11853,70,3224,0,0,0,4670000,Bfc,32,100,0.491941705957994,0.7806951908033467,0.35375053579082727,0.9967565310492505,T1,0.0,
211,bless_t1_wgsim_rl__cov_8.1_22.corrected.fastq.gz,run.bless.sh,22,106,29985,13840,4,2601,164,43856,46700,732,3616792,17124,44,9569,1436,1019260,5240,4670197,Bless,8,100,0.04099462365591398,0.06236687398824231,-0.5753248207885304,0.775467812457864,T1,0.21936976106147127,0.005140984635912328
212,bless_t1_wgsim_rl__cov_32.1_18.corrected.fastq.gz,run.bless.sh,18,14279,29523,2517,2,357,22,2840,46700,18225,4554794,3086,16,900,228,90721,2073,4670043,Bless,32,100,0.8551921542865187,0.941714462873973,0.8022617427619539,0.9796590380829354,T1,0.019870052588380878,0.022850277223575577
213,bless_t1_wgsim_rl__cov_8.1_21.corrected.fastq.gz,run.bless.sh,21,100,29808,13938,6,2667,181,43782,46700,747,3652759,17325,49,9884,1554,982861,5019,4670198,Bless,8,100,0.04133466135458167,0.06130488305293393,-0.5915781319167773,0.7831437979121487,T1,0.2115285047871632,0.005106520657549745
214,bless_t1_wgsim_rl__cov_1.1_26.corrected.fastq.gz,run.bless.sh,26,16,31718,14263,0,644,59,45707,46700,106,3442310,17192,13,3016,418,1200788,6220,4670063,Bless,1,100,0.0061278760550352645,0.029943502824858758,-0.19239218406752226,0.7381071789938041,T1,0.25845647050157566,0.0051799318447552775
215,bless_t1_wgsim_rl__cov_4.1_23.corrected.fastq.gz,run.bless.sh,23,65,30278,13927,2,2182,246,44510,46700,584,3576951,17024,67,11034,1909,1057276,5507,4670352,Bless,4,100,0.033166742389822805,0.04317291343239447,-0.7018968650613358,0.7669140132201606,T1,0.22755950729195573,0.0052086683136664405
216,bless_t1_wgsim_rl__cov_4.1_24.corrected.fastq.gz,run.bless.sh,24,80,30440,13788,2,2194,196,44403,46700,588,3540122,16857,44,8891,1420,1096651,5693,4670266,Bless,4,100,0.033705932932072226,0.05394990366088632,-0.5573516766981943,0.7590641201241786,T1,0.23603452137415729,0.005191259571185363
217,bless_t1_wgsim_rl__cov_16.1_20.corrected.fastq.gz,run.bless.sh,20,126,29626,13919,4,2808,217,43569,46700,821,3676034,17326,55,10908,1666,958287,5167,4670264,Bless,16,100,0.045241637736264946,0.06129152668906308,-0.6476552598225602,0.7881626041216292,T1,0.2062954042854965,0.005391912861178331
218,bless_t1_wgsim_rl__cov_2.1_26.corrected.fastq.gz,run.bless.sh,26,34,30901,13906,3,1614,242,45020,46700,441,3447930,16750,45,8525,1427,1189096,6089,4670303,Bless,2,100,0.025652957943109768,0.042432406427403056,-0.5532546099703333,0.7393252110645009,T1,0.2559116614061229,0.005120696730962008
219,bless_t1_wgsim_rl__cov_16.1_19.corrected.fastq.gz,run.bless.sh,19,134,29485,13933,7,2898,243,43398,46700,838,3705752,17412,59,11088,2152,927935,5060,4670296,Bless,16,100,0.04591780821917808,0.05952550078136099,-0.6795616438356165,0.7945128606569957,T1,0.19977213435722274,0.005452968149708762
220,bless_t1_wgsim_rl__cov_1.1_28.corrected.fastq.gz,run.bless.sh,28,12,32061,13939,0,629,59,45779,46700,116,3351446,16709,13,2922,423,1291750,6693,4670072,Bless,1,100,0.006894502228826152,0.033516324761629586,-0.19191679049034174,0.7186981800106746,T1,0.27803489967606493,0.005181343139152313
221,bless_t1_wgsim_rl__cov_16.1_22.corrected.fastq.gz,run.bless.sh,22,124,29910,13791,4,2677,194,43709,46700,788,3611131,17066,56,9818,1570,1024354,5459,4670242,Bless,16,100,0.044135767895149544,0.06471747700394218,-0.5937044919905904,0.7742951815765063,T1,0.2205052757437409,0.005329212362132622
222,bless_t1_wgsim_rl__cov_16.1_21.corrected.fastq.gz,run.bless.sh,21,131,29777,13805,5,2766,216,43550,46700,840,3643275,17144,54,10454,1565,991587,5331,4670250,Bless,16,100,0.046708185053380785,0.065323897659227,-0.6216080960854092,0.7811743355029316,T1,0.21346137787056368,0.005376230224881932
223,bless_t1_wgsim_rl__cov_8.1_23.corrected.fastq.gz,run.bless.sh,23,87,30270,13836,2,2333,172,44106,46700,699,3580299,17025,55,8699,1697,1056374,5361,4670209,Bless,8,100,0.03943805010155721,0.0630013519603425,-0.5471112615662379,0.7676558807489547,T1,0.22734207398426923,0.005074907182494079
224,bless_t1_wgsim_rl__cov_2.1_28.corrected.fastq.gz,run.bless.sh,28,28,31679,13786,3,1064,140,45415,46700,268,3353770,16459,32,5299,670,1287120,6566,4670184,Bless,2,100,0.0160220003587015,0.04296937630270964,-0.34082620912297484,0.7191922666050264,T1,0.27700964244663595,0.005101311455031388
225,bless_t1_wgsim_rl__cov_4.1_26.corrected.fastq.gz,run.bless.sh,26,57,30927,13597,1,1862,256,44857,46700,563,3448385,16459,41,8728,1903,1188085,6119,4670283,Bless,4,100,0.03307484431911644,0.05029480078613543,-0.5914698625308424,0.7394568458570496,T1,0.2557027058103331,0.005150304902427015
226,bless_t1_wgsim_rl__cov_4.1_28.corrected.fastq.gz,run.bless.sh,28,46,31546,13456,1,1467,184,45134,46700,401,3362827,16207,34,7169,1136,1275900,6540,4670214,Bless,4,100,0.024144990366088633,0.046060188375832756,-0.47591522157996147,0.7211541801592478,T1,0.2745998363244168,0.005125793557488831
227,bless_t1_wgsim_rl__cov_8.1_24.corrected.fastq.gz,run.bless.sh,24,84,30378,13837,3,2199,199,44323,46700,651,3542896,16939,58,9073,1678,1093506,5492,4670293,Bless,8,100,0.03700966458214895,0.057095246447991584,-0.5741898806139852,0.7596351912975494,T1,0.23531671353381897,0.0050223775635433185
228,bless_t1_wgsim_rl__cov_16.1_23.corrected.fastq.gz,run.bless.sh,23,114,30102,13697,3,2592,192,43822,46700,775,3574956,16892,54,9155,1562,1061184,5648,4670226,Bless,16,100,0.043867096847229295,0.06743821789070657,-0.5627440991679402,0.7665711667807892,T1,0.22843262831391886,0.0053223569145407395
229,bless_t1_wgsim_rl__cov_16.1_24.corrected.fastq.gz,run.bless.sh,24,107,30254,13657,3,2498,181,44008,46700,764,3537849,16747,44,9013,1510,1098461,5814,4670202,Bless,16,100,0.0436297184626806,0.0676884911845486,-0.5573068357032722,0.7586446496303481,T1,0.23645122844793437,0.00529285973739623
230,bless_t1_wgsim_rl__cov_8.1_26.corrected.fastq.gz,run.bless.sh,26,70,30855,13641,2,1940,192,44660,46700,589,3455400,16553,52,8094,1581,1182079,5946,4670294,Bless,8,100,0.03436005133590013,0.05738503507404521,-0.5300431688251079,0.7409372113744515,T1,0.2543790605045421,0.005030120660294278
231,bless_t1_wgsim_rl__cov_32.1_19.corrected.fastq.gz,run.bless.sh,19,14666,29500,2204,1,311,18,2731,46700,18738,4558984,2658,16,705,96,86835,1988,4670020,Bless,32,100,0.8757711721817162,0.9590050667894979,0.838334268087493,0.9806535173709178,T1,0.019019832891507958,0.02289399435711407
232,bless_t1_wgsim_rl__cov_1.1_30.corrected.fastq.gz,run.bless.sh,30,11,32364,13638,0,628,59,45824,46700,130,3262251,16274,11,2726,348,1381233,7116,4670089,Bless,1,100,0.00792489636673982,0.04057428214731586,-0.1794684223360156,0.6996354042796302,T1,0.297285340814704,0.005151918611848979
233,bless_t1_wgsim_rl__cov_32.1_22.corrected.fastq.gz,run.bless.sh,22,15046,29629,1727,1,288,9,2856,46700,19238,4556231,2085,5,628,39,89717,2072,4670015,Bless,32,100,0.902218261970642,0.9664908314493845,0.8709374853444637,0.980189561012206,T1,0.019654968988322308,0.023094842671957376
234,bless_t1_wgsim_rl__cov_2.1_30.corrected.fastq.gz,run.bless.sh,30,16,32353,13709,0,588,34,45899,46700,113,3261828,16245,18,2613,222,1382061,6949,4670049,Bless,2,100,0.006907934955373517,0.038331071913161464,-0.1664017606064311,0.6995219918080247,T1,0.29742942740001227,0.005027998040607469
235,bless_t1_wgsim_rl__cov_4.1_30.corrected.fastq.gz,run.bless.sh,30,37,32252,13277,1,1042,91,45471,46700,266,3270422,15861,19,4669,466,1371353,7036,4670092,Bless,4,100,0.016494078253859987,0.04925013886317348,-0.3019160414212191,0.7014044008907463,T1,0.2951524295452852,0.005130699389580946
236,bless_t1_wgsim_rl__cov_2.1_32.corrected.fastq.gz,run.bless.sh,32,14,32758,13416,0,486,26,46050,46700,108,3169148,15788,14,2279,132,1475156,7415,4670040,Bless,2,100,0.0067941620533467535,0.04287415641127432,-0.1448792148968294,0.6797149674271468,T1,0.3174643043742666,0.005026587018593287
237,bless_t1_wgsim_rl__cov_1.1_32.corrected.fastq.gz,run.bless.sh,32,5,32957,13463,0,249,26,46303,46700,33,3161026,15917,1,1023,232,1484210,7580,4670022,Bless,1,100,0.0020689655172413794,0.02562111801242236,-0.07661442006269592,0.6779835545407321,T1,0.31943960863567666,0.0051070940096078045
238,bless_t1_wgsim_rl__cov_32.1_20.corrected.fastq.gz,run.bless.sh,20,14861,29518,1997,0,305,19,2753,46700,18977,4558865,2432,9,704,91,86963,1982,4670023,Bless,32,100,0.886402914662058,0.9597916245195226,0.8492689990191041,0.9806773333824618,T1,0.019045944741599773,0.022791302047997425
239,bless_t1_wgsim_rl__cov_16.1_26.corrected.fastq.gz,run.bless.sh,26,98,30666,13497,4,2265,170,44163,46700,687,3455386,16422,46,8294,1213,1181921,6214,4670183,Bless,16,100,0.04015430475188497,0.0673925838728664,-0.5155181483429774,0.7410154312775235,T1,0.25440866021738334,0.00525754259379434
240,bless_t1_wgsim_rl__cov_32.1_21.corrected.fastq.gz,run.bless.sh,21,14966,29575,1848,0,298,13,2813,46700,19136,4557301,2232,11,661,92,88560,2021,4670014,Bless,32,100,0.8955447397978286,0.9621398763135401,0.8603051291651067,0.9803864315991905,T1,0.019396301595669733,0.022820686540198736
241,bless_t1_wgsim_rl__cov_8.1_28.corrected.fastq.gz,run.bless.sh,28,68,31299,13401,2,1713,217,44948,46700,553,3364695,16149,49,7439,1582,1273429,6389,4670285,Bless,8,100,0.03310980720871752,0.057760601629412996,-0.507005149083942,0.7215529677334143,T1,0.27403423988043557,0.0050171623231448316
242,bless_t1_wgsim_rl__cov_8.1_30.corrected.fastq.gz,run.bless.sh,30,68,31690,13188,1,1564,189,45100,46700,519,3277202,15778,40,6603,1419,1361901,6803,4670265,Bless,8,100,0.0318463520893416,0.060765718299964876,-0.4603914830950482,0.7028514438415066,T1,0.2930677381262091,0.004995223588205016
244,bless_t1_wgsim_rl__cov_32.1_23.corrected.fastq.gz,run.bless.sh,23,15105,29683,1614,1,287,10,2941,46700,19316,4554111,1941,6,627,61,91816,2137,4670015,Bless,32,100,0.9086889024791833,0.9656068786242752,0.8763230935691773,0.9797657522325991,T1,0.020118350797588443,0.02327481049054631
245,bless_t1_wgsim_rl__cov_4.1_32.corrected.fastq.gz,run.bless.sh,32,32,32677,12983,1,925,82,45649,46700,263,3177995,15389,23,4192,433,1464303,7507,4670105,Bless,4,100,0.01680296447738308,0.053805237315875616,-0.27868642984922054,0.6816495867754415,T1,0.31515565495850734,0.005126671187588907
246,coral_t1_wgsim_rl__cov_1.1_12.corrected.fastq.gz,run.coral.sh,12,0,28115,18585,0,0,0,0,46700,0,4646469,23531,0,0,0,0,0,4670000,Coral,1,100,0.0,,0.0,0.9949612419700214,T1,0.0,
247,bless_t1_wgsim_rl__cov_32.1_24.corrected.fastq.gz,run.bless.sh,24,15105,29777,1510,2,294,12,3050,46700,19342,4551540,1835,6,611,68,94397,2217,4670016,Bless,32,100,0.91334938848751,0.9660856101093851,0.881286301175804,0.9792371093956702,T1,0.02068815181789527,0.023485915865970316
248,coral_t1_wgsim_rl__cov_2.1_12.corrected.fastq.gz,run.coral.sh,12,0,28281,18419,0,0,0,0,46700,0,4646675,23325,0,0,0,0,0,4670000,Coral,2,100,0.0,,0.0,0.9950053533190578,T1,0.0,
250,bless_t1_wgsim_rl__cov_32.1_28.corrected.fastq.gz,run.bless.sh,28,15036,30109,1216,5,320,14,3591,46700,19278,4534929,1526,11,726,67,110902,2585,4670024,Bless,32,100,0.9266487213997309,0.9604902595784963,0.8885310517208229,0.975740015027513,T1,0.02430115990838591,0.02330886728823646
251,bless_t1_wgsim_rl__cov_16.1_28.corrected.fastq.gz,run.bless.sh,28,87,31067,13318,2,2054,172,44496,46700,656,3370013,16058,47,7680,1390,1267770,6608,4670222,Bless,16,100,0.03924853416297715,0.06744807731852766,-0.5034103147062343,0.7227590019242588,T1,0.2728731096723025,0.0052123019159626745
253,bless_t1_wgsim_rl__cov_8.1_32.corrected.fastq.gz,run.bless.sh,32,59,32309,12939,0,1245,148,45391,46700,396,3184075,15380,28,5553,1115,1456316,7336,4670199,Bless,8,100,0.025101419878296147,0.05605889014722537,-0.3975659229208925,0.6829432904204992,T1,0.31340249098593015,0.005037368263481277
254,coral_t1_wgsim_rl__cov_4.1_12.corrected.fastq.gz,run.coral.sh,12,0,28383,18317,0,0,0,0,46700,0,4646818,23182,0,0,0,0,0,4670000,Coral,4,100,0.0,,0.0,0.9950359743040685,T1,0.0,
255,coral_t1_wgsim_rl__cov_1.1_14.corrected.fastq.gz,run.coral.sh,14,13,28106,18571,0,10,0,0,46700,23,4646440,23508,0,29,0,0,0,4670000,Coral,1,100,0.0009774340232034339,0.4423076923076923,-0.00025498278866176535,0.9949599571734475,T1,0.0,
256,bless_t1_wgsim_rl__cov_32.1_26.corrected.fastq.gz,run.bless.sh,26,15127,29918,1341,2,305,7,3289,46700,19376,4543729,1635,7,654,34,102196,2382,4670013,Bless,32,100,0.9221836181048022,0.9657097288676236,0.889438865356242,0.9776061989476031,T1,0.022393513679726373,0.023308152960976946
257,coral_t1_wgsim_rl__cov_1.1_16.corrected.fastq.gz,run.coral.sh,16,103,28060,18456,0,72,9,0,46700,154,4646326,23377,0,142,10,0,0,4670009,Coral,1,100,0.006544558242318643,0.5032679738562091,8.499426288725512e-05,0.9949616799453705,T1,0.0,
259,coral_t1_wgsim_rl__cov_2.1_14.corrected.fastq.gz,run.coral.sh,14,16,28279,18400,0,3,2,0,46700,22,4646672,23303,0,3,3,0,0,4670003,Coral,2,100,0.0009431939978563773,0.7857142857142857,0.0006859592711682743,0.9950087826496042,T1,0.0,
260,coral_t1_wgsim_rl__cov_1.1_18.corrected.fastq.gz,run.coral.sh,18,120,28048,18431,0,93,8,0,46700,183,4646266,23348,0,203,9,0,0,4670009,Coral,1,100,0.0077769750541838425,0.46329113924050636,-0.001232416811865199,0.9949550418425318,T1,0.0,
262,coral_t1_wgsim_rl__cov_2.1_16.corrected.fastq.gz,run.coral.sh,16,296,28196,18073,1,112,22,0,46700,460,4646439,22864,1,227,28,0,0,4670019,Coral,2,100,0.019722174584119363,0.6433566433566433,0.008789229977705367,0.9950492706774855,T1,0.0,
263,coral_t1_wgsim_rl__cov_4.1_14.corrected.fastq.gz,run.coral.sh,14,22,28380,18295,0,3,0,0,46700,30,4646814,23152,0,4,0,0,0,4670000,Coral,4,100,0.0012941074971961003,0.8823529411764706,0.001121559830903287,0.9950415417558887,T1,0.0,
264,coral_t1_wgsim_rl__cov_2.1_18.corrected.fastq.gz,run.coral.sh,18,395,28147,17937,1,193,27,1,46700,640,4646251,22684,1,413,40,1,0,4670030,Coral,2,100,0.027439547247470417,0.585544373284538,0.008017492711370262,0.9950452138423094,T1,2.1413138673627365e-07,0.0
265,coral_t1_wgsim_rl__cov_4.1_16.corrected.fastq.gz,run.coral.sh,16,943,28273,17310,1,147,26,0,46700,1398,4646510,21782,2,300,28,0,0,4670020,Coral,4,100,0.06031061259706644,0.8099652375434531,0.04616048317515099,0.9952651166376161,T1,0.0,
266,bless_t1_wgsim_rl__cov_16.1_30.corrected.fastq.gz,run.bless.sh,30,73,31474,13151,2,1782,218,44884,46700,568,3281561,15726,44,6932,1568,1356799,7031,4670229,Bless,16,100,0.034859457469006996,0.06263784737538597,-0.4868049588805695,0.7038365087650149,T1,0.2920263653024295,0.00518204980988341
267,coral_t1_wgsim_rl__cov_4.1_18.corrected.fastq.gz,run.coral.sh,18,1421,28180,16758,2,296,43,0,46700,2125,4646226,21052,5,579,52,0,0,4670039,Coral,4,100,0.0916857229149588,0.771044992743106,0.06446045648703456,0.995355927434439,T1,0.0,
268,coral_t1_wgsim_rl__cov_8.1_12.corrected.fastq.gz,run.coral.sh,12,0,28346,18354,0,0,0,0,46700,0,4646860,23140,0,0,0,0,0,4670000,Coral,8,100,0.0,,0.0,0.9950449678800857,T1,0.0,
269,coral_t1_wgsim_rl__cov_8.1_14.corrected.fastq.gz,run.coral.sh,14,19,28343,18334,0,4,0,0,46700,27,4646853,23113,0,7,0,0,0,4670000,Coral,8,100,0.001166810717372515,0.7941176470588235,0.000864304235090752,0.9950492505353319,T1,0.0,
271,coral_t1_wgsim_rl__cov_1.1_21.corrected.fastq.gz,run.coral.sh,21,126,27987,18388,1,179,19,0,46700,236,4646049,23294,1,418,29,0,0,4670027,Coral,1,100,0.010029749256268594,0.34553440702781846,-0.008967275818104548,0.9949160893502329,T1,0.0,
273,coral_t1_wgsim_rl__cov_8.1_16.corrected.fastq.gz,run.coral.sh,16,2478,28193,15771,2,215,41,2,46700,3435,4646473,19701,4,378,52,2,0,4670045,Coral,8,100,0.14846991701244813,0.888745148771022,0.12988416320885202,0.9956880501151488,T1,4.28261397909442e-07,0.0
274,coral_t1_wgsim_rl__cov_1.1_19.corrected.fastq.gz,run.coral.sh,19,127,28019,18407,0,135,12,0,46700,216,4646171,23315,0,297,15,0,0,4670014,Coral,1,100,0.009179380391823552,0.4090909090909091,-0.004079724618588246,0.9949407003919046,T1,0.0,
