,EC Filename,Wrapper Name,Kmer Size,Read - TP,Read - TN,Read - FN,Read - FN WRONG,Read - FP,Read - FP INDEL,Total Trimmed Reads,Total Reads,Base - TP,Base - TN,Base - FN,Base - FN WRONG,Base - FP,Base - FP INDEL,Base - FP TRIM,Base - TP TRIM,Total Bases,Tool,Coverage,Length,Base Sensitivity,Base Precision,Base Gain,Base Accuracy,Dataset,Trim Percent,Trim Effeciency,Error
210,musket_mix_0.001_err_rate_1_22.corrected.fastq,musket,22,390,173367,26201,14,27,1,2,200000,522,41391930,32756,17,29,1,2,0,41425257,Musket,NA,100,0.015686039,0.945652174,0.014784542,0.999208092,IGH,4.83E-08,0,0.001
211,musket_mix_0.0033_err_rate_1_22.corrected.fastq,musket,22,298,136192,63396,38,76,0,1,200000,790,41334782,109583,88,89,0,1,0,41445333,Musket,NA,100,0.007157548,0.898748578,0.006351191,0.997351668,IGH,2.41E-08,0,0.0033
212,musket_mix_1e-05_err_rate_1_22.corrected.fastq,musket,22,24,199685,284,3,4,0,0,200000,23,41416104,287,4,4,0,0,0,41416422,Musket,NA,100,0.074193548,0.851851852,0.061290323,0.999992877,IGH,0,,1.00E-05
213,musket_mix_1e-06_err_rate_1_22.corrected.fastq,musket,22,1,199968,31,0,0,0,0,200000,1,41416319,31,0,0,0,0,0,41416351,Musket,NA,100,0.03125,1,0.03125,0.999999252,IGH,0,,1.00E-06
214,musket_mix_3.3e-05_err_rate_1_22.corrected.fastq,musket,22,59,198921,1008,3,9,0,0,200000,61,41415522,1025,3,9,0,0,0,41416620,Musket,NA,100,0.056169429,0.871428571,0.047882136,0.999974962,IGH,0,,3.30E-05
215,musket_mix_3.3e-06_err_rate_1_22.corrected.fastq,musket,22,9,199883,108,0,0,0,0,200000,9,41416245,107,0,0,0,0,0,41416361,Musket,NA,100,0.077586207,1,0.077586207,0.999997416,IGH,0,,3.30E-06
216,musket_mix_0.0001_err_rate_1_24.corrected.fastq,musket,24,137,196755,3092,3,13,0,0,200000,143,41413873,3183,3,13,0,0,0,41417215,Musket,NA,100,0.042994588,0.916666667,0.039085989,0.999922762,IGH,0,,0.0001
217,musket_mix_0.00033_err_rate_1_24.corrected.fastq,musket,24,242,189827,9898,11,20,2,0,200000,279,41408173,10790,12,23,2,0,0,41419279,Musket,NA,100,0.025205529,0.917763158,0.022946969,0.9997386,IGH,0,,0.00033
218,musket_mix_0.001_err_rate_1_24.corrected.fastq,musket,24,420,173367,26171,13,26,3,0,200000,559,41391931,32722,15,27,3,0,0,41425257,Musket,NA,100,0.01679637,0.949066214,0.015894955,0.999209009,IGH,0,,0.001
219,musket_mix_0.0033_err_rate_1_24.corrected.fastq,musket,24,320,136192,63365,44,79,0,1,200000,875,41334783,109498,87,89,0,1,0,41445333,Musket,NA,100,0.007927663,0.907676349,0.007121307,0.997353743,IGH,2.41E-08,0,0.0033
220,musket_mix_1e-05_err_rate_1_24.corrected.fastq,musket,24,26,199685,283,3,3,0,0,200000,25,41416105,285,4,3,0,0,0,41416422,Musket,NA,100,0.080645161,0.892857143,0.070967742,0.99999295,IGH,0,,1.00E-05
221,musket_mix_1e-06_err_rate_1_24.corrected.fastq,musket,24,1,199968,31,0,0,0,0,200000,1,41416319,31,0,0,0,0,0,41416351,Musket,NA,100,0.03125,1,0.03125,0.999999252,IGH,0,,1.00E-06
222,musket_mix_3.3e-05_err_rate_1_24.corrected.fastq,musket,24,60,198921,1007,3,9,0,0,200000,62,41415522,1024,3,9,0,0,0,41416620,Musket,NA,100,0.057090239,0.873239437,0.048802947,0.999974986,IGH,0,,3.30E-05
223,musket_mix_3.3e-06_err_rate_1_24.corrected.fastq,musket,24,9,199883,108,0,0,0,0,200000,9,41416245,107,0,0,0,0,0,41416361,Musket,NA,100,0.077586207,1,0.077586207,0.999997416,IGH,0,,3.30E-06
224,musket_mix_0.0001_err_rate_1_26.corrected.fastq,musket,26,141,196755,3086,3,15,0,0,200000,146,41413871,3180,3,15,0,0,0,41417215,Musket,NA,100,0.043896572,0.906832298,0.039386651,0.999922786,IGH,0,,0.0001
225,musket_mix_0.00033_err_rate_1_26.corrected.fastq,musket,26,249,189827,9894,11,17,2,0,200000,289,41408178,10780,12,18,2,0,0,41419279,Musket,NA,100,0.026108953,0.935275081,0.024302105,0.999738962,IGH,0,,0.00033
226,musket_mix_0.001_err_rate_1_26.corrected.fastq,musket,26,434,173367,26146,14,36,3,0,200000,583,41391918,32692,22,39,3,0,0,41425257,Musket,NA,100,0.017520661,0.9328,0.016258452,0.999209275,IGH,0,,0.001
227,musket_mix_0.0033_err_rate_1_26.corrected.fastq,musket,26,365,136192,63312,46,85,0,1,200000,951,41334778,109417,92,94,0,1,0,41445333,Musket,NA,100,0.008616628,0.910047847,0.007764932,0.997355456,IGH,2.41E-08,0,0.0033
228,musket_mix_1e-05_err_rate_1_26.corrected.fastq,musket,26,31,199685,276,3,5,0,0,200000,30,41416101,280,4,7,0,0,0,41416422,Musket,NA,100,0.096774194,0.810810811,0.074193548,0.999992974,IGH,0,,1.00E-05
229,musket_mix_1e-06_err_rate_1_26.corrected.fastq,musket,26,1,199968,31,0,0,0,0,200000,1,41416319,31,0,0,0,0,0,41416351,Musket,NA,100,0.03125,1,0.03125,0.999999252,IGH,0,,1.00E-06
230,musket_mix_3.3e-05_err_rate_1_26.corrected.fastq,musket,26,69,198921,1000,3,7,0,0,200000,71,41415524,1015,3,7,0,0,0,41416620,Musket,NA,100,0.065377532,0.91025641,0.05893186,0.999975251,IGH,0,,3.30E-05
231,musket_mix_3.3e-06_err_rate_1_26.corrected.fastq,musket,26,9,199883,108,0,0,0,0,200000,9,41416245,107,0,0,0,0,0,41416361,Musket,NA,100,0.077586207,1,0.077586207,0.999997416,IGH,0,,3.30E-06
232,musket_mix_0.0001_err_rate_1_28.corrected.fastq,musket,28,141,196755,3086,3,15,0,0,200000,146,41413871,3180,3,15,0,0,0,41417215,Musket,NA,100,0.043896572,0.906832298,0.039386651,0.999922786,IGH,0,,0.0001
233,musket_mix_0.00033_err_rate_1_28.corrected.fastq,musket,28,253,189827,9889,12,17,2,0,200000,293,41408176,10775,13,20,2,0,0,41419279,Musket,NA,100,0.026472714,0.93015873,0.024485002,0.99973901,IGH,0,,0.00033
234,musket_mix_0.001_err_rate_1_28.corrected.fastq,musket,28,443,173367,26137,14,36,3,0,200000,595,41391915,32680,22,42,3,0,0,41425257,Musket,NA,100,0.017881292,0.9296875,0.016528926,0.999209492,IGH,0,,0.001
235,musket_mix_0.0033_err_rate_1_28.corrected.fastq,musket,28,396,136192,63275,50,87,0,1,200000,1012,41334779,109351,95,95,0,1,0,41445333,Musket,NA,100,0.00916974,0.914182475,0.008308944,0.997356952,IGH,2.41E-08,0,0.0033
236,musket_mix_1e-05_err_rate_1_28.corrected.fastq,musket,28,31,199685,276,3,5,0,0,200000,30,41416101,280,4,7,0,0,0,41416422,Musket,NA,100,0.096774194,0.810810811,0.074193548,0.999992974,IGH,0,,1.00E-05
237,musket_mix_1e-06_err_rate_1_28.corrected.fastq,musket,28,1,199968,31,0,0,0,0,200000,1,41416319,31,0,0,0,0,0,41416351,Musket,NA,100,0.03125,1,0.03125,0.999999252,IGH,0,,1.00E-06
238,musket_mix_3.3e-05_err_rate_1_28.corrected.fastq,musket,28,70,198921,1000,3,6,0,0,200000,71,41415525,1015,3,6,0,0,0,41416620,Musket,NA,100,0.065377532,0.922077922,0.05985267,0.999975276,IGH,0,,3.30E-05
239,musket_mix_3.3e-06_err_rate_1_28.corrected.fastq,musket,28,9,199883,108,0,0,0,0,200000,9,41416245,107,0,0,0,0,0,41416361,Musket,NA,100,0.077586207,1,0.077586207,0.999997416,IGH,0,,3.30E-06
240,musket_mix_0.0001_err_rate_1_30.corrected.fastq,musket,30,141,196755,3086,3,15,0,0,200000,146,41413871,3180,3,15,0,0,0,41417215,Musket,NA,100,0.043896572,0.906832298,0.039386651,0.999922786,IGH,0,,0.0001
241,musket_mix_0.00033_err_rate_1_30.corrected.fastq,musket,30,253,189827,9889,12,17,2,0,200000,293,41408176,10775,13,20,2,0,0,41419279,Musket,NA,100,0.026472714,0.93015873,0.024485002,0.99973901,IGH,0,,0.00033
242,musket_mix_0.001_err_rate_1_30.corrected.fastq,musket,30,443,173367,26137,14,36,3,0,200000,595,41391915,32680,22,42,3,0,0,41425257,Musket,NA,100,0.017881292,0.9296875,0.016528926,0.999209492,IGH,0,,0.001
243,musket_mix_0.0033_err_rate_1_30.corrected.fastq,musket,30,457,123490,75897,59,97,0,1,200000,1011,41335027,109366,95,95,0,1,0,41445595,Musket,NA,100,0.009159517,0.914104882,0.00829883,0.997356607,IGH,2.41E-08,0,0.0033
244,musket_mix_1e-05_err_rate_1_30.corrected.fastq,musket,30,31,199685,276,3,5,0,0,200000,30,41416101,280,4,7,0,0,0,41416422,Musket,NA,100,0.096774194,0.810810811,0.074193548,0.999992974,IGH,0,,1.00E-05
245,musket_mix_1e-06_err_rate_1_30.corrected.fastq,musket,30,1,199968,31,0,0,0,0,200000,1,41416319,31,0,0,0,0,0,41416351,Musket,NA,100,0.03125,1,0.03125,0.999999252,IGH,0,,1.00E-06
246,musket_mix_3.3e-05_err_rate_1_30.corrected.fastq,musket,30,70,198921,1000,3,6,0,0,200000,71,41415525,1015,3,6,0,0,0,41416620,Musket,NA,100,0.065377532,0.922077922,0.05985267,0.999975276,IGH,0,,3.30E-05
247,musket_mix_3.3e-06_err_rate_1_30.corrected.fastq,musket,30,9,199883,108,0,0,0,0,200000,9,41416245,107,0,0,0,0,0,41416361,Musket,NA,100,0.077586207,1,0.077586207,0.999997416,IGH,0,,3.30E-06
248,pollux_mix_0.0001_err_rate_1_20.corrected.fastq,pollux,20,1081,118123,983,5,64114,15694,316,200000,1623,41200267,1693,32,188595,30967,400,1,41423578,Pollux,NA,100,0.489445115,0.007337749,-65.723462,0.994648289,IGH,9.68E-06,0.0025,0.0001
249,pollux_mix_0.00033_err_rate_1_20.corrected.fastq,pollux,20,3574,117286,2908,10,64403,11819,334,200000,5625,41200579,5421,94,189594,23235,418,0,41424966,Pollux,NA,100,0.509234112,0.025749128,-18.75828354,0.994719078,IGH,1.01E-05,0,0.00033
250,pollux_mix_0.001_err_rate_1_20.corrected.fastq,pollux,20,5377,101604,9685,39,68953,14342,351,200000,14040,41172251,19180,262,192749,32243,434,13,41431172,Pollux,NA,100,0.422636966,0.058736906,-6.350150512,0.994089762,IGH,1.08E-05,0.029953917,0.001
251,pollux_mix_0.0033_err_rate_1_20.corrected.fastq,pollux,20,8582,83764,30219,257,66857,10321,583,200000,30771,41132681,78454,1291,187766,19504,796,53,41451316,Pollux,NA,100,0.281721218,0.129267647,-1.615921263,0.993056641,IGH,2.05E-05,0.066582915,0.0033
252,pollux_mix_1e-05_err_rate_1_20.corrected.fastq,pollux,20,99,115950,97,0,63993,19861,312,200000,147,41186174,167,0,192478,43432,397,0,41422795,Pollux,NA,100,0.468152866,0.000622731,-750.8375796,0.994291211,IGH,9.58E-06,0,1.00E-05
253,pollux_mix_1e-06_err_rate_1_20.corrected.fastq,pollux,20,14,116135,10,0,63976,19865,311,200000,17,41186390,15,0,192469,43440,395,0,41422726,Pollux,NA,100,0.53125,7.21E-05,-7371.625,0.994294943,IGH,9.54E-06,0,1.00E-06
254,pollux_mix_3.3e-05_err_rate_1_20.corrected.fastq,pollux,20,380,120774,342,0,64025,14479,312,200000,532,41202489,554,5,186119,32534,396,0,41422629,Pollux,NA,100,0.489871087,0.002427173,-200.8480663,0.994698357,IGH,9.56E-06,0,3.30E-05
255,pollux_mix_3.3e-06_err_rate_1_20.corrected.fastq,pollux,20,33,116088,32,0,63983,19864,311,200000,57,41186108,59,0,192679,43438,395,0,41422736,Pollux,NA,100,0.49137931,0.000241347,-2035,0.994288861,IGH,9.54E-06,0,3.30E-06
256,pollux_mix_0.0001_err_rate_1_22.corrected.fastq,pollux,22,1119,113623,776,6,69193,15283,683,200000,1831,41190710,1481,34,197706,30017,1790,1,41423570,Pollux,NA,100,0.552838164,0.007976337,-68.20410628,0.994422789,IGH,4.32E-05,0.000558659,0.0001
257,pollux_mix_0.00033_err_rate_1_22.corrected.fastq,pollux,22,3195,112012,2887,9,69433,12464,669,200000,5642,41190668,5394,103,197949,24386,1758,0,41425900,Pollux,NA,100,0.511235955,0.024748111,-19.6351033,0.994457815,IGH,4.24E-05,0,0.00033
258,pollux_mix_0.001_err_rate_1_22.corrected.fastq,pollux,22,5807,103826,9931,55,70360,10021,807,200000,14189,41180472,18984,309,195520,19489,1865,13,41430841,Pollux,NA,100,0.427727369,0.061907172,-6.053718385,0.994299728,IGH,4.53E-05,0.006970509,0.001
259,pollux_mix_0.0033_err_rate_1_22.corrected.fastq,pollux,22,8266,85602,30090,266,65783,9993,867,200000,31421,41143900,77819,1267,175056,19370,1875,57,41450765,Pollux,NA,100,0.287632735,0.13912516,-1.492173197,0.993356278,IGH,4.66E-05,0.0304,0.0033
260,pollux_mix_1e-05_err_rate_1_22.corrected.fastq,pollux,22,111,115389,77,0,69095,15328,680,200000,169,41192956,145,0,197563,30172,1791,0,41422796,Pollux,NA,100,0.538216561,0.00074154,-724.7324841,0.994455444,IGH,4.32E-05,0,1.00E-05
261,pollux_mix_1e-06_err_rate_1_22.corrected.fastq,pollux,22,14,115569,9,0,69077,15331,679,200000,19,41193186,13,0,197538,30180,1789,0,41422725,Pollux,NA,100,0.59375,8.34E-05,-7115.59375,0.99445908,IGH,4.32E-05,0,1.00E-06
262,pollux_mix_3.3e-05_err_rate_1_22.corrected.fastq,pollux,22,387,120146,282,0,69138,10047,680,200000,584,41207385,501,6,192300,19478,1790,0,41422044,Pollux,NA,100,0.538248848,0.002750021,-194.6488479,0.994831858,IGH,4.32E-05,0,3.30E-05
263,pollux_mix_3.3e-06_err_rate_1_22.corrected.fastq,pollux,22,37,115519,30,0,69084,15330,679,200000,62,41192599,54,0,198053,30178,1789,0,41422735,Pollux,NA,100,0.534482759,0.000271581,-1966.974138,0.994445707,IGH,4.32E-05,0,3.30E-06
264,pollux_mix_0.0001_err_rate_1_24.corrected.fastq,pollux,24,1253,115467,753,7,67536,14984,495,200000,1841,41221466,1478,27,167957,29669,1038,1,41423477,Pollux,NA,100,0.554685146,0.009229597,-58.98915336,0.99516774,IGH,2.51E-05,0.000963391,0.0001
265,pollux_mix_0.00033_err_rate_1_24.corrected.fastq,pollux,24,3578,113631,2815,10,67780,12186,483,200000,5758,41219781,5286,92,169319,24081,1014,0,41425331,Pollux,NA,100,0.521369069,0.028911718,-16.99040203,0.995177057,IGH,2.45E-05,0,0.00033
266,pollux_mix_0.001_err_rate_1_24.corrected.fastq,pollux,24,6696,104513,9846,56,68833,10056,626,200000,14429,41205824,18735,307,171123,19560,1137,13,41431128,Pollux,NA,100,0.435080207,0.070346932,-5.314618261,0.99491054,IGH,2.78E-05,0.011433597,0.001
267,pollux_mix_0.0033_err_rate_1_24.corrected.fastq,pollux,24,9004,80018,29030,271,71338,10339,690,200000,33611,41134889,75668,1246,184367,20280,1157,57,41451275,Pollux,NA,100,0.30757053,0.141069765,-1.565131453,0.993179501,IGH,2.93E-05,0.049265341,0.0033
268,pollux_mix_1e-05_err_rate_1_24.corrected.fastq,pollux,24,122,117361,85,0,67411,15021,492,200000,171,41223914,143,0,167640,29794,1039,0,41422701,Pollux,NA,100,0.544585987,0.000865363,-628.2261146,0.995205141,IGH,2.51E-05,0,1.00E-05
269,pollux_mix_1e-06_err_rate_1_24.corrected.fastq,pollux,24,13,117557,8,0,67396,15026,491,200000,19,41224136,13,0,167620,29807,1037,0,41422632,Pollux,NA,100,0.59375,9.62E-05,-6169,0.995208489,IGH,2.50E-05,0,1.00E-06
270,pollux_mix_3.3e-05_err_rate_1_24.corrected.fastq,pollux,24,422,121929,278,0,67412,9959,492,200000,598,41236279,487,6,164537,19550,1038,0,41422495,Pollux,NA,100,0.551152074,0.003237946,-169.1142857,0.995518908,IGH,2.51E-05,0,3.30E-05
271,pollux_mix_3.3e-06_err_rate_1_24.corrected.fastq,pollux,24,40,117509,32,0,67396,15023,492,200000,61,41222294,55,0,169414,29807,1038,0,41422669,Pollux,NA,100,0.525862069,0.000306099,-1716.896552,0.995164146,IGH,2.51E-05,0,3.30E-06
272,pollux_mix_0.0001_err_rate_1_26.corrected.fastq,pollux,26,1315,117168,736,3,66386,14392,678,200000,1904,41200651,1416,27,188977,28135,1776,1,41422887,Pollux,NA,100,0.573493976,0.008693429,-64.82168675,0.994680936,IGH,4.29E-05,0.000563063,0.0001
273,pollux_mix_0.00033_err_rate_1_26.corrected.fastq,pollux,26,3800,115098,2731,12,66716,11643,663,200000,5918,41204062,5084,97,185831,22652,1743,0,41425387,Pollux,NA,100,0.5379022,0.027602483,-18.41165243,0.994800121,IGH,4.21E-05,0,0.00033
274,pollux_mix_0.001_err_rate_1_26.corrected.fastq,pollux,26,6965,105839,9738,77,67843,9538,800,200000,14727,41187958,18401,351,189068,18449,1845,13,41430812,Pollux,NA,100,0.444548418,0.066265006,-5.819548418,0.994494096,IGH,4.48E-05,0.00704607,0.001
275,pollux_mix_0.0033_err_rate_1_26.corrected.fastq,pollux,26,10579,83116,28491,296,67585,9933,861,200000,36184,41129498,73020,1348,189763,18902,1860,57,41450632,Pollux,NA,100,0.331343174,0.147780877,-1.579438482,0.993126923,IGH,4.62E-05,0.030645161,0.0033
276,pollux_mix_1e-05_err_rate_1_26.corrected.fastq,pollux,26,125,118922,71,0,66354,14528,675,200000,183,41202253,129,2,189088,28670,1777,0,41422102,Pollux,NA,100,0.586538462,0.000839677,-697.3557692,0.994696889,IGH,4.29E-05,0,1.00E-05
277,pollux_mix_1e-06_err_rate_1_26.corrected.fastq,pollux,26,16,119103,6,0,66344,14531,674,200000,21,41202281,11,0,189088,28681,1775,0,41421857,Pollux,NA,100,0.65625,9.64E-05,-6804.625,0.994699537,IGH,4.29E-05,0,1.00E-06
278,pollux_mix_3.3e-05_err_rate_1_26.corrected.fastq,pollux,26,445,123151,262,0,66427,9715,675,200000,625,41214152,456,10,186216,18990,1776,0,41422225,Pollux,NA,100,0.578168363,0.003036472,-189.2516189,0.994991867,IGH,4.29E-05,0,3.30E-05
279,pollux_mix_3.3e-06_err_rate_1_26.corrected.fastq,pollux,26,45,119044,23,0,66356,14532,674,200000,70,41200541,46,0,190930,28681,1775,0,41422043,Pollux,NA,100,0.603448276,0.000318644,-1892.594828,0.994654247,IGH,4.29E-05,0,3.30E-06
280,pollux_mix_0.0001_err_rate_1_28.corrected.fastq,pollux,28,1415,120458,728,6,63399,13994,327,200000,1923,41213358,1371,35,180815,26736,381,1,41424620,Pollux,NA,100,0.583788707,0.009180137,-62.42501518,0.994946532,IGH,9.22E-06,0.002624672,0.0001
281,pollux_mix_0.00033_err_rate_1_28.corrected.fastq,pollux,28,3762,117959,2752,8,68903,6616,322,200000,5970,41207421,5025,101,195428,11938,379,0,41426262,Pollux,NA,100,0.542974079,0.027984025,-18.31705321,0.994861448,IGH,9.15E-06,0,0.00033
282,pollux_mix_0.001_err_rate_1_28.corrected.fastq,pollux,28,6879,104682,9451,79,69554,9355,339,200000,15121,41184180,17825,402,196337,17398,384,13,41431660,Pollux,NA,100,0.458963152,0.066072115,-6.028470831,0.994392065,IGH,9.58E-06,0.033854167,0.001
283,pollux_mix_0.0033_err_rate_1_28.corrected.fastq,pollux,28,11342,80837,26037,289,71982,9513,402,200000,38273,41115984,70906,1406,206487,17358,430,53,41450897,Pollux,NA,100,0.350552762,0.14601439,-1.699704156,0.99284485,IGH,1.17E-05,0.123255814,0.0033
284,pollux_mix_1e-05_err_rate_1_28.corrected.fastq,pollux,28,149,122523,65,0,63273,13990,324,200000,192,41215848,122,0,180553,26739,379,0,41423833,Pollux,NA,100,0.611464968,0.000925373,-659.5541401,0.994983733,IGH,9.15E-06,0,1.00E-05
285,pollux_mix_1e-06_err_rate_1_28.corrected.fastq,pollux,28,16,122727,7,0,63259,13991,323,200000,21,41216756,11,0,180536,26741,377,0,41424442,Pollux,NA,100,0.65625,0.000101303,-6476.75,0.994986897,IGH,9.10E-06,0,1.00E-06
286,pollux_mix_3.3e-05_err_rate_1_28.corrected.fastq,pollux,28,485,126635,249,0,63333,9298,325,200000,635,41228456,447,7,175978,17296,379,0,41423198,Pollux,NA,100,0.586876155,0.003274732,-178.0397412,0.995314051,IGH,9.15E-06,0,3.30E-05
287,pollux_mix_3.3e-06_err_rate_1_28.corrected.fastq,pollux,28,45,122676,24,0,63265,13990,323,200000,68,41216644,49,0,180556,26739,377,0,41424433,Pollux,NA,100,0.581196581,0.000327927,-1771.17094,0.994985544,IGH,9.10E-06,0,3.30E-06
288,pollux_mix_0.0001_err_rate_1_30.corrected.fastq,pollux,30,1394,129081,825,4,54833,13863,287,200000,1876,41237055,1424,30,156580,26890,341,1,41424197,Pollux,NA,100,0.568484848,0.01012161,-55.02848485,0.995527614,IGH,8.26E-06,0.002932551,0.0001
289,pollux_mix_0.00033_err_rate_1_30.corrected.fastq,pollux,30,4189,131140,2969,11,55086,6605,285,200000,5935,41249866,5076,84,152366,12329,343,0,41425999,Pollux,NA,100,0.539006448,0.034782864,-14.41830896,0.995891517,IGH,8.28E-06,0,0.00033
290,pollux_mix_0.001_err_rate_1_30.corrected.fastq,pollux,30,8288,120169,9850,68,52231,9394,305,200000,15334,41235165,17650,357,145236,17867,356,13,41431978,Pollux,NA,100,0.464892069,0.085935092,-4.480020616,0.995620145,IGH,8.91E-06,0.036516854,0.001
291,pollux_mix_0.0033_err_rate_1_30.corrected.fastq,pollux,30,12514,94346,29478,389,53256,10017,378,200000,37098,41178528,72052,1449,143594,18771,422,57,41451971,Pollux,NA,100,0.339880898,0.185989381,-1.147659185,0.994299708,IGH,1.16E-05,0.13507109,0.0033
292,pollux_mix_1e-05_err_rate_1_30.corrected.fastq,pollux,30,146,131214,76,0,54712,13852,285,200000,188,41239580,126,0,156266,26879,340,0,41423379,Pollux,NA,100,0.598726115,0.001025456,-582.6656051,0.995567455,IGH,8.21E-06,0,1.00E-05
293,pollux_mix_1e-06_err_rate_1_30.corrected.fastq,pollux,30,17,131416,10,0,54704,13853,284,200000,20,41240063,12,0,156273,26879,338,0,41423585,Pollux,NA,100,0.625,0.000109187,-5722.875,0.995570108,IGH,8.16E-06,0,1.00E-06
294,pollux_mix_3.3e-05_err_rate_1_30.corrected.fastq,pollux,30,488,135293,268,0,54766,9185,285,200000,624,41253241,458,6,151756,17489,339,0,41423913,Pollux,NA,100,0.576709797,0.003673419,-155.8419593,0.995894932,IGH,8.18E-06,0,3.30E-05
295,pollux_mix_3.3e-06_err_rate_1_30.corrected.fastq,pollux,30,42,131364,32,0,54710,13852,284,200000,65,41239703,51,0,156286,26877,338,0,41423320,Pollux,NA,100,0.560344828,0.000354749,-1578.431034,0.995568873,IGH,8.16E-06,0,3.30E-06
296,racer_mix_0.0001_err_rate_1_9181.corrected.fastq,racer,0,2389,196755,20,4,0,832,66,200000,3325,41413793,21,4,0,856,68,1,41418068,Racer,NA,100,0.993723849,0.795264291,0.737895995,0.999977087,IGH,1.67E-06,0.014705882,0.0001
297,racer_mix_0.00033_err_rate_1_9181.corrected.fastq,racer,0,7426,189697,95,24,148,2610,234,200000,11029,41407694,98,39,162,2832,253,2,41422109,Racer,NA,100,0.991192595,0.786493618,0.722117372,0.999918304,IGH,6.16E-06,0.007905138,0.00033
298,racer_mix_0.001_err_rate_1_9181.corrected.fastq,racer,0,19592,173326,591,488,224,5779,470,200000,31879,41390909,888,752,256,7299,555,2,41432540,Racer,NA,100,0.972899564,0.808414059,0.742332224,0.999764678,IGH,1.34E-05,0.003603604,0.001
299,racer_mix_0.0033_err_rate_1_9181.corrected.fastq,racer,0,47937,135568,3485,3731,1758,7521,1549,200000,93495,41329194,10735,7049,2399,12372,2264,17,41457525,Racer,NA,100,0.89700662,0.86356751,0.755291183,0.999160128,IGH,5.50E-05,0.007508834,0.0033
300,racer_mix_1e-05_err_rate_1_9181.corrected.fastq,racer,0,233,199685,0,0,0,82,3,200000,314,41416105,0,0,0,82,3,0,41416504,Racer,NA,100,1,0.792929293,0.738853503,0.999997948,IGH,7.24E-08,0,1.00E-05
301,racer_mix_1e-06_err_rate_1_9181.corrected.fastq,racer,0,21,199968,0,0,0,11,0,200000,32,41416319,0,0,0,11,0,0,41416362,Racer,NA,100,1,0.744186047,0.65625,0.999999734,IGH,0,,1.00E-06
302,racer_mix_3.3e-05_err_rate_1_9181.corrected.fastq,racer,0,795,198921,8,0,0,276,21,200000,1085,41415506,8,0,0,276,21,0,41416896,Racer,NA,100,0.992680695,0.797207935,0.740164684,0.999992636,IGH,5.07E-07,0,3.30E-05
303,racer_mix_3.3e-06_err_rate_1_9181.corrected.fastq,racer,0,96,199883,1,0,0,20,0,200000,117,41416243,1,0,0,20,0,0,41416381,Racer,NA,100,0.991525424,0.854014599,0.822033898,0.999999493,IGH,0,,3.30E-06
304,reckoner_mix_0.0001_err_rate_1_20.corrected.fastq,reckoner,20,383,196754,2803,11,33,16,10,200000,420,41413740,2902,11,120,30,22,0,41417245,Reckoner,NA,100,0.126429862,0.736842105,0.08127634,0.999925514,IGH,5.31E-07,0,0.0001
305,reckoner_mix_0.00033_err_rate_1_20.corrected.fastq,reckoner,20,706,189826,9331,24,71,42,18,200000,869,41407897,10189,31,244,77,29,1,41419337,Reckoner,NA,100,0.078585639,0.730252101,0.049556882,0.999744805,IGH,7.24E-07,0.034482759,0.00033
306,reckoner_mix_0.001_err_rate_1_20.corrected.fastq,reckoner,20,869,173366,25444,49,189,83,37,200000,1410,41391168,31808,95,655,199,55,0,41425390,Reckoner,NA,100,0.042446866,0.622791519,0.016737913,0.999207925,IGH,1.33E-06,0,0.001
307,reckoner_mix_0.0033_err_rate_1_20.corrected.fastq,reckoner,20,563,136190,62580,78,434,155,69,200000,2310,41333151,107981,210,1415,478,113,5,41445663,Reckoner,NA,100,0.020944592,0.549607423,0.003780907,0.997341169,IGH,2.85E-06,0.044247788,0.0033
308,reckoner_mix_1e-05_err_rate_1_20.corrected.fastq,reckoner,20,86,199684,211,3,11,5,1,200000,91,41416075,220,3,29,9,1,0,41416428,Reckoner,NA,100,0.292604502,0.705426357,0.170418006,0.999993674,IGH,2.41E-08,0,1.00E-05
309,reckoner_mix_1e-06_err_rate_1_20.corrected.fastq,reckoner,20,13,199967,16,0,2,2,0,200000,15,41416310,17,0,9,2,0,0,41416353,Reckoner,NA,100,0.46875,0.576923077,0.125,0.999999324,IGH,0,,1.00E-06
310,reckoner_mix_3.3e-05_err_rate_1_20.corrected.fastq,reckoner,20,214,198920,830,4,25,7,3,200000,227,41415454,860,4,70,8,3,0,41416626,Reckoner,NA,100,0.208831647,0.744262295,0.137074517,0.999977183,IGH,7.24E-08,0,3.30E-05
311,reckoner_mix_3.3e-06_err_rate_1_20.corrected.fastq,reckoner,20,52,199882,51,3,12,0,0,200000,51,41416215,62,3,30,0,0,0,41416361,Reckoner,NA,100,0.451327434,0.62962963,0.185840708,0.999997706,IGH,0,,3.30E-06
312,reckoner_mix_0.0001_err_rate_1_22.corrected.fastq,reckoner,22,394,196754,2789,11,36,16,10,200000,432,41413719,2890,11,141,30,22,0,41417245,Reckoner,NA,100,0.130042143,0.71641791,0.078567128,0.999925297,IGH,5.31E-07,0,0.0001
313,reckoner_mix_0.00033_err_rate_1_22.corrected.fastq,reckoner,22,738,189826,9304,17,68,47,19,200000,901,41407724,10161,23,376,167,30,1,41419383,Reckoner,NA,100,0.081450009,0.623961219,0.032363045,0.999740291,IGH,7.48E-07,0.033333333,0.00033
