,EC Filename,Wrapper Name,Kmer Size,Read - TP,Read - TN,Read - FN,Read - FN WRONG,Read - FP,Read - FP INDEL,Total Trimmed Reads,Total Reads,Base - TP,Base - TN,Base - FN,Base - FN WRONG,Base - FP,Base - FP INDEL,Base - FP TRIM,Base - TP TRIM,Total Bases,Tool,Coverage,Length,Base Sensitivity,Base Precision,Base Gain,Base Accuracy,Dataset,Trim Percent,Trim Effeciency
35,bfc_wgsim_rl_100_cov_8_30.corrected.fastq,bfc,30,65876,226760,81693,13,3178,0,0,377520,89642,37559607,99205,23,3523,0,0,0,37752000,Bfc,8,100L,0.474680561512759,0.9621853700423979,0.45602524795204585,0.9972782634032634,IGH,0.0,
36,bless_wgsim_rl_100_cov_1_20.corrected.fastq,bless,20,1,31701,15482,0,6,0,47124,47190,2,3754261,18784,0,7,0,941250,4696,4719000,Bless,1,100L,0.00010646225912913872,0.2222222222222222,-0.0002661556478228468,0.7963557292868683,IGH,0.20045475736384827,0.004989110225763612
37,bless_wgsim_rl_100_cov_1_22.corrected.fastq,bless,22,0,32014,15173,0,3,0,47142,47190,1,3661432,18316,0,3,0,1034083,5165,4719000,Bless,1,100L,5.4594092919146145e-05,0.25,-0.00010918818583829229,0.7767418672906455,IGH,0.22022631913541005,0.004994763476432743
38,bless_wgsim_rl_100_cov_1_24.corrected.fastq,bless,24,0,32342,14846,0,2,0,47154,47190,1,3567831,17846,0,2,0,1127685,5635,4719000,Bless,1,100L,5.6031826077211856e-05,0.3333333333333333,-5.6031826077211856e-05,0.7569606852004884,IGH,0.240161051070142,0.004996962804329223
39,bless_wgsim_rl_100_cov_1_26.corrected.fastq,bless,26,0,32643,14547,0,0,0,47170,47190,0,3474644,17410,0,0,0,1220874,6072,4719000,Bless,1,100L,0.0,,0.0,0.7372580272815541,IGH,0.2600012714558169,0.004973486207421896
40,bless_wgsim_rl_100_cov_1_28.corrected.fastq,bless,28,0,32976,14214,0,0,0,47176,47190,0,3380806,16933,0,0,0,1314712,6549,4719000,Bless,1,100L,0.0,,0.0,0.7174198734374108,IGH,0.2799874973511337,0.004981319102586726
41,bless_wgsim_rl_100_cov_1_30.corrected.fastq,bless,30,0,33286,13904,0,0,0,47177,47190,0,3287120,16468,0,0,0,1408398,7014,4719000,Bless,1,100L,0.0,,0.0,0.6976081847441822,IGH,0.2999389701207883,0.004980126356328254
42,bless_wgsim_rl_100_cov_16_20.corrected.fastq,bless,20,294519,458668,1020,18,809,8,2684,755042,373544,75049653,1170,22,1089,30,76882,1826,75504216,Bless,16,100L,0.9968776186638343,0.9970133159666154,0.9938913411295014,0.9989511192956938,IGH,0.0010424318557257783,0.023750682864649722
43,bless_wgsim_rl_100_cov_16_22.corrected.fastq,bless,22,294182,458941,999,19,892,9,3312,755042,373203,75031314,1136,23,1096,32,95210,2200,75504214,Bless,16,100L,0.9969653175330382,0.9969866241374612,0.993952006069365,0.9987086834531328,IGH,0.0012901266676320874,0.023106816510870706
44,bless_wgsim_rl_100_cov_16_24.corrected.fastq,bless,24,293702,459287,981,21,1045,6,4078,755042,372732,75008314,1113,26,1199,30,118112,2691,75504217,Bless,16,100L,0.9970228303173775,0.9967135610397876,0.9937353716112293,0.9984042706633506,IGH,0.0015999503709839148,0.022783459767000813
45,bless_wgsim_rl_100_cov_16_26.corrected.fastq,bless,26,292971,459840,1019,26,1176,10,5207,755042,371929,74974273,1159,32,1342,84,151969,3442,75504230,Bless,16,100L,0.9968934942962518,0.9961805788056943,0.9930713397375418,0.9979525246809344,IGH,0.0020583085212576833,0.0226493561186821
46,bless_wgsim_rl_100_cov_16_28.corrected.fastq,bless,28,291965,460518,1175,25,1350,9,6675,755042,370811,74930578,1361,30,1501,52,195537,4360,75504230,Bless,16,100L,0.9963430886794278,0.9958293497760257,0.9921702868566147,0.9973711080562125,IGH,0.0026474940543066263,0.022297570280816418
47,bless_wgsim_rl_100_cov_16_30.corrected.fastq,bless,30,290630,461517,1322,30,1535,8,8607,755042,369243,74869587,1598,37,1713,47,256318,5684,75504227,Bless,16,100L,0.9956908756043695,0.9952561030503796,0.9909449063075549,0.9965600263305744,IGH,0.0034700308897937593,0.022175578773242614
48,bless_wgsim_rl_100_cov_2_20.corrected.fastq,bless,20,21,63505,30830,0,22,2,94125,94380,31,7504755,37318,2,36,19,1886359,9481,9438001,Bless,2,100L,0.0008300088355779271,0.36046511627906974,-0.0006425874856087178,0.7959664931505687,IGH,0.20087304504417833,0.005026084642424904
49,bless_wgsim_rl_100_cov_2_22.corrected.fastq,bless,22,16,64126,30222,0,15,1,94178,94380,23,7318967,36394,0,26,1,2072175,10415,9438001,Bless,2,100L,0.0006315731663783398,0.46,-0.00010983881154405909,0.7763376541990706,IGH,0.22066007409831806,0.005026119898174623
50,bless_wgsim_rl_100_cov_2_24.corrected.fastq,bless,24,13,64762,29598,0,7,0,94224,94380,17,7133346,35473,0,8,0,2257814,11342,9438000,Bless,2,100L,0.00047900817131586363,0.68,0.00025359256128486897,0.7567223718098185,IGH,0.24042763297308753,0.005023443029408091
51,bless_wgsim_rl_100_cov_2_26.corrected.fastq,bless,26,43,65433,28881,0,23,0,94101,94380,61,6948023,34481,0,37,0,2443108,12290,9438000,Bless,2,100L,0.0017659660702912397,0.6224489795918368,0.000694806322737537,0.737141711340578,IGH,0.26016083916083915,0.005030477572010734
52,bless_wgsim_rl_100_cov_2_28.corrected.fastq,bless,28,40,66099,28223,0,17,1,94155,94380,56,6761340,33544,2,29,26,2629773,13230,9438000,Bless,2,100L,0.0016666666666666668,0.5045045045045045,2.9761904761904762e-05,0.7174070030356179,IGH,0.2800384615384615,0.005030852472817996
53,bless_wgsim_rl_100_cov_2_30.corrected.fastq,bless,30,0,66708,27672,0,0,0,94356,94380,0,6574676,32740,0,0,0,2816492,14092,9438000,Bless,2,100L,0.0,,0.0,0.6976591876745826,IGH,0.2999135410044501,0.005003387192294528
54,bless_wgsim_rl_100_cov_32_20.corrected.fastq,bless,20,592450,915949,1435,2,223,25,1677,1510084,751456,150206590,1661,14,742,151,46504,1332,151008450,Bless,32,100L,0.9977944993938525,0.998813050858046,0.9966087606573746,0.9996750351860897,IGH,0.000316776975063316,0.02864269740237399
55,bless_wgsim_rl_100_cov_32_22.corrected.fastq,bless,22,592719,915920,1237,3,186,19,1543,1510084,751777,150210295,1407,16,599,115,42955,1263,151008427,Bless,32,100L,0.9981319305773888,0.9990511514423428,0.9971839550494965,0.9997013916505312,IGH,0.0002928180955093321,0.02940286346176231
56,bless_wgsim_rl_100_cov_32_24.corrected.fastq,bless,24,592807,915869,1194,3,193,18,1551,1510084,751939,150211044,1344,15,581,170,42162,1165,151008420,Bless,32,100L,0.9982158099943845,0.9990022452802615,0.9972188407278539,0.9997068220331533,IGH,0.0002869177758432278,0.02763151653147384
57,bless_wgsim_rl_100_cov_32_26.corrected.fastq,bless,26,592935,915825,1080,4,224,16,1519,1510084,752098,150212405,1233,13,550,95,40913,1119,151008426,Bless,32,100L,0.9983632692667632,0.9991431338451503,0.997507071924559,0.9997165435179901,IGH,0.00027834208403708545,0.02735071982010608
58,bless_wgsim_rl_100_cov_32_28.corrected.fastq,bless,28,592926,915839,1021,5,277,16,1588,1510084,752072,150210283,1185,12,575,121,42984,1194,151008426,Bless,32,100L,0.9984268317453405,0.9990754123448393,0.9975028443147558,0.9997028155578668,IGH,0.0002925532115671479,0.027777777777777776
59,bless_wgsim_rl_100_cov_32_30.corrected.fastq,bless,30,592849,915840,999,9,368,19,1705,1510084,751978,150206336,1202,17,653,183,46800,1266,151008435,Bless,32,100L,0.9984040999495473,0.9988894999295975,0.9972941395151226,0.9996764723137085,IGH,0.000318300100255989,0.02705128205128205
60,bless_wgsim_rl_100_cov_4_20.corrected.fastq,bless,20,711,126789,60769,1,451,39,186126,188760,1077,15025896,73584,10,1630,189,3754503,19211,18876100,Bless,4,100L,0.014425201912645156,0.37189226519337015,-0.009938254242509477,0.7968956597241464,IGH,0.19992021657016015,0.00511678909299047
61,bless_wgsim_rl_100_cov_4_22.corrected.fastq,bless,22,667,128066,59616,1,377,33,186335,188760,997,14659289,71838,7,1272,127,4121515,21040,18876085,Bless,4,100L,0.013688473947964578,0.416110183639399,-0.00551932450058351,0.7775259088482684,IGH,0.21946049723764224,0.00510491894364087
62,bless_wgsim_rl_100_cov_4_24.corrected.fastq,bless,24,362,129430,58827,2,138,1,187371,188760,515,14277525,70495,6,364,22,4504207,22866,18876000,Bless,4,100L,0.007252499647936911,0.5715871254162043,0.0018166455428812844,0.7573297893071783,IGH,0.23983222080949354,0.005076587288284042
63,bless_wgsim_rl_100_cov_4_26.corrected.fastq,bless,26,337,130690,57618,2,113,0,187486,188760,484,13907538,68727,3,313,0,4874267,24668,18876000,Bless,4,100L,0.006993108031960238,0.6072772898368883,0.002470705523688431,0.737773967378008,IGH,0.2595324751006569,0.005060863510349351
64,bless_wgsim_rl_100_cov_4_28.corrected.fastq,bless,28,570,132057,55891,1,230,11,186768,188760,822,13552103,66347,6,684,59,5229297,26707,18876025,Bless,4,100L,0.01223778826542006,0.5252396166134186,0.0011761378016644584,0.7190140778568221,IGH,0.27844866702602905,0.005107187447949505
65,bless_wgsim_rl_100_cov_4_30.corrected.fastq,bless,30,535,133419,54616,1,186,3,186989,188760,758,13177361,64543,3,443,9,5604310,28578,18876005,Bless,4,100L,0.011607785485674033,0.6264462809917355,0.004685992557541232,0.6991998960919175,IGH,0.2984152631873111,0.0050992896538556935
66,bless_wgsim_rl_100_cov_8_20.corrected.fastq,bless,20,138217,234133,4325,16,823,6,11818,377520,175905,37220785,4617,18,995,82,341284,8330,37752016,Bless,8,100L,0.9744241699072689,0.9939146353866495,0.9684581380662745,0.9908065152937103,IGH,0.009260803449542934,0.024407824568394652
67,bless_wgsim_rl_100_cov_8_22.corrected.fastq,bless,22,136844,235363,4429,17,863,4,13938,377520,174209,37157345,4780,18,965,61,404766,9863,37752007,Bless,8,100L,0.9732944482621837,0.9941450052786258,0.9675622524289202,0.9891211797612769,IGH,0.010982965753317434,0.0243671652263283
68,bless_wgsim_rl_100_cov_8_24.corrected.fastq,bless,24,135158,236842,4568,21,927,4,16531,377520,172132,37078109,4984,24,1001,51,483975,11730,37752006,Bless,8,100L,0.9718602497798053,0.9939255358462675,0.9659206395808396,0.9870155957523999,IGH,0.013130560532333036,0.024236789090345576
69,bless_wgsim_rl_100_cov_8_26.corrected.fastq,bless,26,133130,238614,4762,22,987,5,19563,377520,169606,36985244,5292,23,1081,89,576721,13949,37752005,Bless,8,100L,0.9697423641208018,0.9931489202229822,0.9630527507461492,0.9845459448149635,IGH,0.015646056414752012,0.02418673847492982
70,bless_wgsim_rl_100_cov_8_28.corrected.fastq,bless,28,130884,240641,4919,24,1049,3,22971,377520,166860,36878776,5568,27,1169,10,683180,16415,37752005,Bless,8,100L,0.9677082608393068,0.9929837716244443,0.9608706242605609,0.9817160934809818,IGH,0.018531333633803024,0.024027342720805644
71,bless_wgsim_rl_100_cov_8_30.corrected.fastq,bless,30,128332,242816,5225,24,1121,2,26766,377520,163772,36761270,6000,27,1233,6,800624,19071,37752003,Bless,8,100L,0.9646584831420965,0.9924914096635982,0.9573604599109394,0.9785892599069693,IGH,0.02171262277130037,0.02382017026719159
72,coral_wgsim_rl_100_cov_1_20.corrected.fastq,coral,20,1575,28599,16823,1,158,34,1,47190,2274,4695260,21206,1,251,37,0,1,4719030,Coral,1,100L,0.09684838160136286,0.8875878220140515,0.08458262350936968,0.9954450375278474,IGH,2.1190795566037935e-07,inf
73,coral_wgsim_rl_100_cov_1_22.corrected.fastq,coral,22,1561,28596,16837,1,162,33,1,47190,2246,4695261,21234,1,250,37,0,1,4719030,Coral,1,100L,0.09565587734241908,0.8866956178444532,0.08343270868824532,0.9954393160118321,IGH,2.1190795566037935e-07,inf
74,coral_wgsim_rl_100_cov_1_24.corrected.fastq,coral,24,1532,28594,16868,1,163,32,0,47190,2196,4695258,21285,1,253,36,0,0,4719029,Coral,1,100L,0.0935224223840552,0.883702213279678,0.0812145990375197,0.9954280848878021,IGH,0.0,
75,coral_wgsim_rl_100_cov_1_26.corrected.fastq,coral,26,1486,28596,16917,1,158,32,0,47190,2115,4695258,21366,1,253,36,0,0,4719029,Coral,1,100L,0.09007282483710234,0.879783693843594,0.07776500149056684,0.9954109203397563,IGH,0.0,
76,coral_wgsim_rl_100_cov_1_28.corrected.fastq,coral,28,1427,28600,16978,1,157,27,0,47190,2031,4695277,21450,1,237,31,0,0,4719027,Coral,1,100L,0.08649546441804012,0.8834275772074816,0.07508198117627017,0.9953975681851365,IGH,0.0,
77,coral_wgsim_rl_100_cov_1_30.corrected.fastq,coral,30,1375,28608,17033,1,148,25,0,47190,1935,4695296,21546,1,221,27,0,0,4719026,Coral,1,100L,0.08240705251054044,0.8863948694457169,0.07184532174949959,0.9953814621915624,IGH,0.0,
78,coral_wgsim_rl_100_cov_16_20.corrected.fastq,coral,20,286741,446814,769,65,16290,4363,47,755042,375456,75107503,1003,86,20010,4783,41,17,75508899,Coral,16,100L,0.9973356992394922,0.9380560601025861,0.9314772657845874,0.9996566893945006,IGH,7.681213839444275e-07,0.4146341463414634
79,coral_wgsim_rl_100_cov_16_22.corrected.fastq,coral,22,286633,446543,660,62,16763,4381,50,755042,375576,75106601,883,87,20890,4746,47,16,75508846,Coral,16,100L,0.9976544590513177,0.936103606073597,0.929556737918339,0.9996470214145816,IGH,8.343393302554246e-07,0.3404255319148936
80,coral_wgsim_rl_100_cov_16_24.corrected.fastq,coral,24,286694,446482,527,65,16841,4433,46,755042,375742,75106510,715,91,20980,4822,37,14,75508911,Coral,16,100L,0.9981007126975989,0.935743031896878,0.9295616763667564,0.9996471276755639,IGH,6.754169716472272e-07,0.3783783783783784
81,coral_wgsim_rl_100_cov_16_26.corrected.fastq,coral,26,286576,446289,454,61,17046,4616,46,755042,375805,75105941,658,85,21541,5271,46,13,75509360,Coral,16,100L,0.9982521522699442,0.9334056932518995,0.9270313417254816,0.9996344690942699,IGH,7.81360085690039e-07,0.2826086956521739
82,coral_wgsim_rl_100_cov_16_28.corrected.fastq,coral,28,286569,446349,494,62,16995,4573,37,755042,375636,75106323,822,90,21168,5359,28,13,75509439,Coral,16,100L,0.9978164894888673,0.9340391831172933,0.9273517895754639,0.999636244089579,IGH,5.429784745189274e-07,0.4642857142857143
83,coral_wgsim_rl_100_cov_16_30.corrected.fastq,coral,30,286540,446533,647,68,16788,4466,43,755042,375191,75106420,1264,92,21072,5058,39,14,75509150,Coral,16,100L,0.996642360972759,0.9348900256901582,0.9272316744365197,0.9996354745735668,IGH,7.019016900600788e-07,0.358974358974359
84,coral_wgsim_rl_100_cov_2_20.corrected.fastq,coral,20,11018,56954,25601,3,644,160,3,94380,15311,9390240,31516,4,915,166,2,1,9438155,Coral,2,100L,0.3269694834176864,0.9340531966813079,0.3038845110726717,0.9965456168653319,IGH,3.1785873404282935e-07,0.5
85,coral_wgsim_rl_100_cov_2_22.corrected.fastq,coral,22,10831,56931,25770,2,668,178,2,94380,15068,9390182,31760,3,975,185,1,1,9438175,Coral,2,100L,0.3217732980268216,0.9285186098102046,0.29700179379858205,0.996511613369281,IGH,2.1190537365539417e-07,1.0
86,coral_wgsim_rl_100_cov_2_24.corrected.fastq,coral,24,10652,56960,25968,2,645,153,2,94380,14761,9390233,32068,3,923,159,2,0,9438149,Coral,2,100L,0.3152106600610733,0.9317048538786846,0.2921053193533921,0.9964871289910765,IGH,2.1190595740753828e-07,0.0
87,coral_wgsim_rl_100_cov_2_26.corrected.fastq,coral,26,10383,56963,26253,2,628,151,2,94380,14371,9390257,32458,3,906,155,2,0,9438152,Coral,2,100L,0.3068824873475838,0.9312467599792639,0.28422558670909054,0.9964480334709591,IGH,2.119058900513575e-07,0.0
88,coral_wgsim_rl_100_cov_2_28.corrected.fastq,coral,28,10062,56987,26594,2,595,140,2,94380,13880,9390332,32949,3,829,147,2,0,9438142,Coral,2,100L,0.29639753144419057,0.9343026386645127,0.2755557453714579,0.9964050127662839,IGH,2.1190611457212659e-07,0.0
89,coral_wgsim_rl_100_cov_2_30.corrected.fastq,coral,30,9715,56993,26951,2,586,133,2,94380,13355,9390319,33474,3,840,141,2,0,9438134,Coral,2,100L,0.28518652971449315,0.9315708705357143,0.2642379721967157,0.9963488545511221,IGH,2.119062941890844e-07,0.0
90,coral_wgsim_rl_100_cov_32_20.corrected.fastq,coral,20,572142,889783,1274,122,34682,12081,159,1510084,752574,150210855,1684,180,42658,13176,167,26,151021320,Coral,32,100L,0.9977673422091645,0.9309333900703605,0.9237422738638503,0.9996168421123448,IGH,1.27796525682599e-06,0.15568862275449102
91,coral_wgsim_rl_100_cov_32_22.corrected.fastq,coral,22,572199,889465,923,123,35384,11990,149,1510084,753000,150209083,1249,188,44467,13680,140,28,151021835,Coral,32,100L,0.9983440481856788,0.9283150896200072,0.9212514700052635,0.9996045339333014,IGH,1.112421922300176e-06,0.2
92,coral_wgsim_rl_100_cov_32_24.corrected.fastq,coral,24,572525,889691,702,124,35283,11759,162,1510084,753221,150209367,1027,191,44203,12693,161,26,151020889,Coral,32,100L,0.9986383788886414,0.9297681692891274,0.9232043041546016,0.9996141261621582,IGH,1.2382393007897073e-06,0.16149068322981366
93,coral_wgsim_rl_100_cov_32_26.corrected.fastq,coral,26,572262,889483,661,129,35825,11724,146,1510084,753166,150208275,1074,198,45337,13353,146,25,151021574,Coral,32,100L,0.9985760500636403,0.9277088547722749,0.9207626219770895,0.9996019905742061,IGH,1.1322885563356664e-06,0.17123287671232876
