,EC Filename,Wrapper Name,Kmer Size,Read - TP,Read - TN,Read - FN,Read - FN WRONG,Read - FP,Read - FP INDEL,Total Trimmed Reads,Total Reads,Base - TP,Base - TN,Base - FN,Base - FN WRONG,Base - FP,Base - FP INDEL,Base - FP TRIM,Base - TP TRIM,Total Bases,Tool,Coverage,Length,Base Sensitivity,Base Precision,Base Gain,Base Accuracy,Trim Percent,Trim Efficiency
10,bless_hiv.1.mix_raw_original_28_1.corrected.fastq,run.bless.sh,28,19377,74789,1291934,8725,12422,1256,84277,1408503,548179,275421208,16883216,13982,19732,19019,4716271,2341322,299962929,Bless,NA,100,0.031447799,0.933976795,0.029224741,0.927249166,0.023528217,0.496435001
11,bless_hiv.1.mix_raw_original_30_1.corrected.fastq,run.bless.sh,30,19907,74719,1290574,8987,12953,1363,83221,1408503,558619,275492207,16835689,14292,20867,19986,4643293,2378306,299963259,Bless,NA,100,0.032115046,0.931851696,0.029766404,0.927637044,0.023408197,0.512202439
12,coral_hiv.1.mix_raw_original_20_1.corrected.fastq,run.coral.sh,20,368,73723,1285100,6017,42407,4749,1908,1412364,378480,280439993,17609758,11826,90615,5760,273,1801508,300338213,Coral,NA,100,0.021040415,0.797043308,0.015682748,0.940649737,0.005999173,6598.930403
13,coral_hiv.1.mix_raw_original_22_1.corrected.fastq,run.coral.sh,22,652,73723,1277488,6546,48628,5327,1966,1412364,419070,280424332,17567704,13331,106031,6460,310,1801554,300338792,Coral,NA,100,0.023298786,0.788376122,0.017044691,0.940731561,0.005999438,5811.464516
14,coral_hiv.1.mix_raw_original_24_1.corrected.fastq,run.coral.sh,24,412,73723,1271064,6904,54342,5919,1963,1412364,450722,280410371,17534979,14469,119757,7117,347,1801551,300339313,Coral,NA,100,0.025060019,0.780341277,0.018005859,0.940789169,0.005999541,5191.789625
15,coral_hiv.1.mix_raw_original_26_1.corrected.fastq,run.coral.sh,26,1013,73721,1263892,7677,59486,6575,2033,1412364,482426,280398126,17501459,16295,131542,7976,422,1801552,300339798,Coral,NA,100,0.026825461,0.775674337,0.019067515,0.940852825,0.005999784,4269.080569
16,coral_hiv.1.mix_raw_original_28_1.corrected.fastq,run.coral.sh,28,1106,73721,1259465,7791,63340,6941,2063,1412364,500489,280388746,17483008,16640,141023,8594,433,1801580,300340513,Coral,NA,100,0.02783046,0.769857531,0.019510777,0.940879744,0.0059999,4160.692841
17,coral_hiv.1.mix_raw_original_30_1.corrected.fastq,run.coral.sh,30,1145,73721,1254988,7931,67321,7258,2089,1412364,515144,280378354,17467756,17143,151155,9154,462,1801578,300340746,Coral,NA,100,0.028646325,0.762664464,0.019731801,0.940893283,0.005999985,3899.519481
18,fiona_hiv.1.mix_raw_original_0_1.corrected.fastq,run.fiona.sh,0,23090,73723,1266673,26647,20504,1727,2540,1412364,695865,280501031,17126325,33601,27830,2616,841,1951457,300339566,Fiona,NA,100,0.039044865,0.958081318,0.037336545,0.942386401,0.006500302,2320.400713
19,lighter_hiv.1.mix_raw_original_20_1.corrected.fastq,run.lighter.sh,20,19399,53698,1150899,16660,164116,1216,2297,1405988,904725,278883222,17010521,50677,359625,1713,664,1776901,298988048,Lighter,NA,100,0.050500283,0.714597141,0.030330982,0.941377703,0.005945271,2676.055723
20,lighter_hiv.1.mix_raw_original_22_1.corrected.fastq,run.lighter.sh,22,20020,56777,1150088,23988,160188,1303,2283,1412364,866595,280143087,17105356,49856,382117,1861,592,1784585,300334049,Lighter,NA,100,0.048219306,0.692958348,0.026853901,0.941249997,0.005943971,3014.501689
21,lighter_hiv.1.mix_raw_original_24_1.corrected.fastq,run.lighter.sh,24,19280,55137,1169001,18826,148607,1513,2286,1412364,865756,280190895,17100087,39570,334052,1946,590,1800806,300333702,Lighter,NA,100,0.048189,0.720410334,0.029486955,0.941459567,0.005997982,3052.213559
22,lighter_hiv.1.mix_raw_original_26_1.corrected.fastq,run.lighter.sh,26,18884,54160,1163467,18973,155030,1850,2242,1412364,822962,280206395,17143533,36765,319210,2406,516,1802107,300333894,Lighter,NA,100,0.045805373,0.719009102,0.027904497,0.941371637,0.006002063,3492.455426
23,lighter_hiv.1.mix_raw_original_28_1.corrected.fastq,run.lighter.sh,28,20219,57088,1156833,16369,160193,1662,2254,1412364,834929,280186868,17132391,31607,336451,2433,560,1808376,300333615,Lighter,NA,100,0.046469312,0.711296433,0.02760818,0.941366961,0.006023089,3229.242857
24,lighter_hiv.1.mix_raw_original_30_1.corrected.fastq,run.lighter.sh,30,20086,55300,1158370,22837,153728,2043,2244,1412364,808252,280214413,17147309,34487,308267,2712,540,1817910,300333890,Lighter,NA,100,0.045014021,0.722149404,0.027694651,0.941399067,0.006054761,3366.5
25,musket_hiv.1.mix_raw_original_20_1.corrected.fastq,run.musket.sh,20,4420,58363,1029575,2242,1688,36,728,1096324,104382,219772475,11510166,2622,2011,45,126,673552,232065379,Musket,NA,100,0.008987177,0.98068359,0.008810158,0.950236056,0.002902966,5345.650794
26,musket_hiv.1.mix_raw_original_22_1.corrected.fastq,run.musket.sh,22,4600,57341,1010743,2192,2291,35,739,1077202,103269,215877571,11367199,2560,2756,44,150,673478,228027027,Musket,NA,100,0.009003033,0.973602089,0.008758928,0.949977869,0.002954159,4489.853333
27,musket_hiv.1.mix_raw_original_24_1.corrected.fastq,run.musket.sh,24,4269,57046,1006458,1993,2195,45,716,1072006,96368,214864137,11301375,2336,2642,54,126,646043,226913081,Musket,NA,100,0.008455007,0.97278527,0.008218469,0.950030137,0.00284765,5127.325397
28,musket_hiv.1.mix_raw_original_26_1.corrected.fastq,run.musket.sh,26,4161,56794,1002310,1947,2269,53,736,1067534,93734,213906812,11313974,2287,2744,63,133,676806,225996553,Musket,NA,100,0.008216725,0.970924271,0.007970663,0.949763831,0.002995351,5088.766917
29,musket_hiv.1.mix_raw_original_28_1.corrected.fastq,run.musket.sh,28,4097,56269,993825,1895,2382,60,713,1058528,90800,212156368,11168783,2216,2948,75,130,653832,224075152,Musket,NA,100,0.008064242,0.967779755,0.007795759,0.949986188,0.002918494,5029.476923
30,musket_hiv.1.mix_raw_original_30_1.corrected.fastq,run.musket.sh,30,4111,56606,999273,1895,2393,60,708,1064338,90673,213356871,11187922,2211,2957,75,131,653432,225294272,Musket,NA,100,0.008039388,0.967643135,0.00777056,0.95017248,0.00290093,4988.030534
31,pollux_hiv.1.mix_raw_original_20_1.corrected.fastq,run.pollux.sh,20,16579,41779,1089946,23225,204020,35009,6968,1410558,1393205,279740762,16530948,88066,398475,50554,7448,1755527,299964985,Pollux,NA,100,0.077727801,0.756258434,0.052676185,0.942739942,0.005877269,235.7044844
32,pollux_hiv.1.mix_raw_original_22_1.corrected.fastq,run.pollux.sh,22,16631,41915,1095523,19197,199671,35494,7243,1408431,1314815,279331104,16538972,80960,392238,49975,7767,1778346,299494177,Pollux,NA,100,0.07364348,0.748317614,0.048874897,0.942663741,0.005963765,228.9617613
33,pollux_hiv.1.mix_raw_original_24_1.corrected.fastq,run.pollux.sh,24,17311,44689,1089113,19027,202102,34069,6843,1406311,1355048,278931591,16481237,82864,380133,49726,7295,1768105,299055999,Pollux,NA,100,0.075971426,0.759170086,0.051871172,0.942812152,0.005936681,242.3721727
34,pollux_hiv.1.mix_raw_original_26_1.corrected.fastq,run.pollux.sh,26,17173,42626,1073053,20486,215737,36400,7021,1405475,1287332,278726807,16561225,86441,418135,54668,7681,1750593,298892882,Pollux,NA,100,0.07212527,0.731382536,0.045635566,0.942357077,0.005882623,227.9121208
35,pollux_hiv.1.mix_raw_original_28_1.corrected.fastq,run.pollux.sh,28,17604,45047,1053718,19405,218578,43530,13892,1397882,1297691,276230354,16409856,92878,750202,864063,423518,1957943,298026505,Pollux,NA,100,0.073284628,0.445642379,-0.017877914,0.937377623,0.007990769,4.623045538
36,pollux_hiv.1.mix_raw_original_30_1.corrected.fastq,run.pollux.sh,30,18484,47554,1073731,19671,197301,39744,9194,1396485,1168766,276554620,16515232,85689,520646,430821,220284,1787255,297283313,Pollux,NA,100,0.066091729,0.551244132,0.012287889,0.939854792,0.006752949,8.113412685
37,racer_hiv.1.mix_raw_original_0_1.corrected.fastq,run.racer.sh,0,18219,28855,828638,33664,464354,38634,15276,1412364,2691542,278940605,15135012,204603,1501934,213569,37756,1783347,300508368,Racer,NA,100,0.150984986,0.610736219,0.054751973,0.942780575,0.006060074,47.23347283
38,reckoner_hiv.1.mix_raw_original_20_1.corrected.fastq,run.reckoner.sh,20,2537,73693,1316450,9559,7987,2138,3077,1412364,219335,280499219,17709210,24977,22988,6394,3080,1851932,300337135,Reckoner,NA,100,0.012233843,0.881865735,0.010595004,0.940477287,0.006176432,601.2766234
39,reckoner_hiv.1.mix_raw_original_22_1.corrected.fastq,run.reckoner.sh,22,2808,73684,1315402,9864,8557,2049,3226,1412364,228825,280500438,17713855,25163,22560,6126,3212,1836924,300337103,Reckoner,NA,100,0.012753112,0.888602817,0.011154354,0.940465979,0.006126902,571.8941469
40,reckoner_hiv.1.mix_raw_original_24_1.corrected.fastq,run.reckoner.sh,24,3026,73679,1314107,10361,9147,2044,3364,1412364,238542,280501761,17719738,24480,22361,6182,3382,1820909,300337355,Reckoner,NA,100,0.013283121,0.8931314,0.011693715,0.940451713,0.00607414,538.4118865
41,reckoner_hiv.1.mix_raw_original_26_1.corrected.fastq,run.reckoner.sh,26,3289,73677,1312913,10686,9807,1992,3575,1412364,248915,280502102,17705788,24231,22569,5533,3755,1824383,300337276,Reckoner,NA,100,0.013863499,0.898554962,0.012298338,0.940498798,0.00608695,485.8543276
42,reckoner_hiv.1.mix_raw_original_28_1.corrected.fastq,run.reckoner.sh,28,3604,73670,1311920,10999,10216,1955,3698,1412364,256431,280502309,17695614,24748,22696,5293,3773,1826248,300337112,Reckoner,NA,100,0.014284222,0.901592715,0.012725124,0.940531062,0.006093223,484.0307448
43,reckoner_hiv.1.mix_raw_original_30_1.corrected.fastq,run.reckoner.sh,30,3865,73672,1311183,11294,10380,1970,3708,1412364,262073,280503304,17688440,24944,22250,4975,3787,1827243,300337016,Reckoner,NA,100,0.01459975,0.905892886,0.01308308,0.940556733,0.006096585,482.5040929
44,sga_hiv.1.mix_raw_original_20_1.corrected.fastq,run.sga.sh,20,1044,47356,906328,3038,8289,428709,338142,1394764,1158920,238059220,13820780,676144,13712147,33010262,17477770,7375425,325290668,Sga,NA,100,0.077366035,0.024204007,-3.041682343,0.752458856,0.076403037,0.421988904
45,sga_hiv.1.mix_raw_original_22_1.corrected.fastq,run.sga.sh,22,1094,47357,905914,3124,8571,428704,338170,1394764,1162967,238058902,13830730,676244,13712336,33010385,17477721,7361339,325290624,Sga,NA,100,0.077563726,0.024286317,-3.03859375,0.752437351,0.076359594,0.421184146
46,sga_hiv.1.mix_raw_original_24_1.corrected.fastq,run.sga.sh,24,1145,47359,905634,3145,8779,428702,338176,1394764,1163888,238058718,13817446,676234,13712778,33009946,17477613,7373883,325290506,Sga,NA,100,0.07768921,0.024305081,-3.041040004,0.752469637,0.076397852,0.421904467
47,sga_hiv.1.mix_raw_original_26_1.corrected.fastq,run.sga.sh,26,1187,47361,905404,3171,8939,428702,338166,1394764,1163965,238058250,13812514,676346,13712849,33010266,17478103,7378662,325290955,Sga,NA,100,0.077719536,0.024306452,-3.042046799,0.752478656,0.076413945,0.422166067
48,sga_hiv.1.mix_raw_original_28_1.corrected.fastq,run.sga.sh,28,1237,47361,905154,3256,9058,428698,338176,1394764,1163483,238058177,13802828,676310,13712805,33010114,17478446,7389060,325291223,Sga,NA,100,0.077740132,0.02429673,-3.044132652,0.752500888,0.076446901,0.422752686
49,sga_hiv.1.mix_raw_original_30_1.corrected.fastq,run.sga.sh,30,1297,47363,904946,3276,9178,428704,338200,1394764,1162420,238057819,13795720,676240,13712852,33010106,17479108,7397295,325291560,Sga,NA,100,0.077711534,0.024275051,-3.045869206,0.752515114,0.076474173,0.423207809
