,EC Filename,Wrapper Name,Kmer Size,Read - TP,Read - TN,Read - FN,Read - FN WRONG,Read - FP,Read - FP INDEL,Total Trimmed Reads,Total Reads,Base - TP,Base - TN,Base - FN,Base - FN WRONG,Base - FP,Base - FP INDEL,Base - FP TRIM,Base - TP TRIM,Total Bases,Tool,Coverage,Length,Base Sensitivity,Base Precision,Base Gain,Base Accuracy,Dataset,Trim Percent,Trim Effeciency,Error
213,reckoner_mix_0.00033_err_rate_1_30.corrected.fastq,reckoner,30,671,158741,7629,16,67,36,18,167160,826,34619210,8366,20,263,51,27,1,34628764,Reckoner,NA,100,0.089860748,0.724561404,0.055700609,0.999747984,IGH,8.09E-07,0.037037037,0.00033
214,reckoner_mix_0.001_err_rate_1_20.corrected.fastq,reckoner,20,715,144909,21272,38,153,73,30,167160,1187,34605230,26648,71,525,171,46,0,34633878,Reckoner,NA,100,0.042644153,0.630377058,0.017639662,0.999207106,IGH,1.33E-06,0,0.001
215,reckoner_mix_0.001_err_rate_1_22.corrected.fastq,reckoner,22,766,144909,21203,39,166,77,36,167160,1274,34605163,26551,75,599,153,65,0,34633880,Reckoner,NA,100,0.045786164,0.628825271,0.018760108,0.999207626,IGH,1.88E-06,0,0.001
216,reckoner_mix_0.001_err_rate_1_24.corrected.fastq,reckoner,24,811,144909,21151,40,178,71,46,167160,1356,34605140,26473,74,617,146,76,0,34633882,Reckoner,NA,100,0.048726149,0.639924493,0.021308707,0.999209271,IGH,2.19E-06,0,0.001
217,reckoner_mix_0.001_err_rate_1_26.corrected.fastq,reckoner,26,845,144909,21122,39,166,79,46,167160,1433,34605173,26397,74,574,165,65,0,34633881,Reckoner,NA,100,0.051491197,0.659760589,0.024937118,0.999212476,IGH,1.88E-06,0,0.001
218,reckoner_mix_0.001_err_rate_1_28.corrected.fastq,reckoner,28,872,144909,21103,40,159,77,43,167160,1473,34605206,26358,72,538,164,76,0,34633887,Reckoner,NA,100,0.052926593,0.677241379,0.027702921,0.999214411,IGH,2.19E-06,0,0.001
219,reckoner_mix_0.001_err_rate_1_30.corrected.fastq,reckoner,30,920,144909,21058,40,167,66,56,167160,1560,34605179,26272,70,571,129,98,0,34633879,Reckoner,NA,100,0.056050589,0.690265487,0.030899684,0.999216374,IGH,2.83E-06,0,0.001
220,reckoner_mix_0.0033_err_rate_1_20.corrected.fastq,reckoner,20,483,113972,52145,65,364,131,59,167160,1920,34556752,90268,172,1189,425,98,3,34650827,Reckoner,NA,100,0.020827006,0.543293718,0.003319304,0.997340554,IGH,2.91E-06,0.030612245,0.0033
221,reckoner_mix_0.0033_err_rate_1_22.corrected.fastq,reckoner,22,539,113972,52082,68,358,141,59,167160,2038,34556763,90162,166,1199,367,126,3,34650824,Reckoner,NA,100,0.022104121,0.565482797,0.005119306,0.997344363,IGH,3.72E-06,0.023809524,0.0033
222,reckoner_mix_0.0033_err_rate_1_24.corrected.fastq,reckoner,24,597,113972,51996,71,377,147,61,167160,2254,34556810,89929,182,1174,363,100,3,34650815,Reckoner,NA,100,0.024451363,0.594566078,0.007778007,0.997352212,IGH,2.97E-06,0.03,0.0033
223,reckoner_mix_0.0033_err_rate_1_26.corrected.fastq,reckoner,26,651,113972,51914,74,391,158,72,167160,2401,34556726,89769,184,1258,355,127,3,34650823,Reckoner,NA,100,0.026049691,0.598156452,0.00854942,0.9973538,IGH,3.75E-06,0.023622047,0.0033
224,reckoner_mix_0.0033_err_rate_1_28.corrected.fastq,reckoner,28,707,113972,51832,77,388,184,74,167160,2519,34556577,89629,205,1350,434,144,3,34650861,Reckoner,NA,100,0.027336459,0.585405531,0.007976299,0.997351812,IGH,4.24E-06,0.020833333,0.0033
225,reckoner_mix_0.0033_err_rate_1_30.corrected.fastq,reckoner,30,757,113972,51772,73,400,186,88,167160,2682,34556563,89488,190,1321,462,185,3,34650894,Reckoner,NA,100,0.029098405,0.600671892,0.009753716,0.997355162,IGH,5.43E-06,0.016216216,0.0033
226,reckoner_mix_1e-05_err_rate_1_20.corrected.fastq,reckoner,20,68,166898,176,2,11,5,1,167160,74,34626057,185,2,29,9,1,0,34626357,Reckoner,NA,100,0.285714286,0.660714286,0.138996139,0.999993473,IGH,2.89E-08,0,1.00E-05
227,reckoner_mix_1e-05_err_rate_1_22.corrected.fastq,reckoner,22,73,166898,171,2,12,4,2,167160,79,34626069,180,2,19,4,2,0,34626355,Reckoner,NA,100,0.305019305,0.774509804,0.216216216,0.999994022,IGH,5.78E-08,0,1.00E-05
228,reckoner_mix_1e-05_err_rate_1_24.corrected.fastq,reckoner,24,75,166898,170,2,13,2,2,167160,79,34626066,180,2,22,2,2,0,34626353,Reckoner,NA,100,0.305019305,0.766990291,0.212355212,0.999993993,IGH,5.78E-08,0,1.00E-05
229,reckoner_mix_1e-05_err_rate_1_26.corrected.fastq,reckoner,26,79,166898,164,2,15,2,2,167160,83,34626062,176,2,26,2,2,0,34626353,Reckoner,NA,100,0.32046332,0.747747748,0.212355212,0.999993993,IGH,5.78E-08,0,1.00E-05
230,reckoner_mix_1e-05_err_rate_1_28.corrected.fastq,reckoner,28,81,166898,160,2,16,3,2,167160,86,34626060,173,2,28,3,2,0,34626354,Reckoner,NA,100,0.332046332,0.735042735,0.212355212,0.999993993,IGH,5.78E-08,0,1.00E-05
231,reckoner_mix_1e-05_err_rate_1_30.corrected.fastq,reckoner,30,80,166898,159,2,18,3,2,167160,87,34626055,172,2,33,3,2,0,34626354,Reckoner,NA,100,0.335907336,0.707317073,0.196911197,0.999993877,IGH,5.78E-08,0,1.00E-05
232,reckoner_mix_1e-06_err_rate_1_20.corrected.fastq,reckoner,20,11,167133,13,0,2,1,0,167160,12,34626259,14,0,6,1,0,0,34626292,Reckoner,NA,100,0.461538462,0.631578947,0.192307692,0.999999394,IGH,0,,1.00E-06
233,reckoner_mix_1e-06_err_rate_1_22.corrected.fastq,reckoner,22,11,167133,13,0,2,1,0,167160,12,34626259,14,0,6,1,0,0,34626292,Reckoner,NA,100,0.461538462,0.631578947,0.192307692,0.999999394,IGH,0,,1.00E-06
234,reckoner_mix_1e-06_err_rate_1_24.corrected.fastq,reckoner,24,11,167133,13,0,2,1,0,167160,12,34626259,14,0,6,1,0,0,34626292,Reckoner,NA,100,0.461538462,0.631578947,0.192307692,0.999999394,IGH,0,,1.00E-06
235,reckoner_mix_1e-06_err_rate_1_26.corrected.fastq,reckoner,26,11,167133,13,0,2,1,0,167160,12,34626258,14,0,7,1,0,0,34626292,Reckoner,NA,100,0.461538462,0.6,0.153846154,0.999999365,IGH,0,,1.00E-06
236,reckoner_mix_1e-06_err_rate_1_28.corrected.fastq,reckoner,28,11,167133,13,0,2,1,0,167160,12,34626258,14,0,7,1,0,0,34626292,Reckoner,NA,100,0.461538462,0.6,0.153846154,0.999999365,IGH,0,,1.00E-06
237,reckoner_mix_1e-06_err_rate_1_30.corrected.fastq,reckoner,30,13,167133,12,0,1,1,0,167160,14,34626261,12,0,4,1,0,0,34626292,Reckoner,NA,100,0.538461538,0.736842105,0.346153846,0.999999509,IGH,0,,1.00E-06
238,reckoner_mix_3.3e-05_err_rate_1_20.corrected.fastq,reckoner,20,174,166284,671,3,21,7,3,167160,186,34625553,694,3,65,8,3,0,34626512,Reckoner,NA,100,0.211363636,0.718146718,0.128409091,0.999977676,IGH,8.66E-08,0,3.30E-05
239,reckoner_mix_3.3e-05_err_rate_1_22.corrected.fastq,reckoner,22,185,166284,659,4,22,6,4,167160,197,34625560,682,4,58,6,4,0,34626511,Reckoner,NA,100,0.224118316,0.754789272,0.151308305,0.999978225,IGH,1.16E-07,0,3.30E-05
240,reckoner_mix_3.3e-05_err_rate_1_24.corrected.fastq,reckoner,24,191,166284,652,4,23,6,4,167160,204,34625559,675,4,59,6,4,0,34626511,Reckoner,NA,100,0.232081911,0.758364312,0.158134243,0.999978398,IGH,1.16E-07,0,3.30E-05
241,reckoner_mix_3.3e-05_err_rate_1_26.corrected.fastq,reckoner,26,193,166284,648,4,25,6,5,167160,206,34625550,673,4,67,6,5,0,34626511,Reckoner,NA,100,0.234357224,0.738351254,0.151308305,0.999978196,IGH,1.44E-07,0,3.30E-05
242,reckoner_mix_3.3e-05_err_rate_1_28.corrected.fastq,reckoner,28,197,166284,644,4,25,6,6,167160,211,34625548,668,4,69,6,6,0,34626512,Reckoner,NA,100,0.240045506,0.737762238,0.154721274,0.999978254,IGH,1.73E-07,0,3.30E-05
243,reckoner_mix_3.3e-05_err_rate_1_30.corrected.fastq,reckoner,30,203,166284,638,4,26,5,6,167160,216,34625553,661,4,66,5,6,0,34626511,Reckoner,NA,100,0.246294185,0.75261324,0.165336374,0.999978571,IGH,1.73E-07,0,3.30E-05
244,reckoner_mix_3.3e-06_err_rate_1_20.corrected.fastq,reckoner,20,41,167059,48,2,10,0,0,167160,41,34626180,57,2,24,0,0,0,34626304,Reckoner,NA,100,0.418367347,0.630769231,0.173469388,0.999997603,IGH,0,,3.30E-06
245,reckoner_mix_3.3e-06_err_rate_1_22.corrected.fastq,reckoner,22,42,167059,46,2,11,0,0,167160,42,34626183,56,2,21,0,0,0,34626304,Reckoner,NA,100,0.428571429,0.666666667,0.214285714,0.999997718,IGH,0,,3.30E-06
246,reckoner_mix_3.3e-06_err_rate_1_24.corrected.fastq,reckoner,24,47,167059,44,2,8,0,0,167160,47,34626187,51,2,17,0,0,0,34626304,Reckoner,NA,100,0.479591837,0.734375,0.306122449,0.999997978,IGH,0,,3.30E-06
247,reckoner_mix_3.3e-06_err_rate_1_26.corrected.fastq,reckoner,26,46,167059,43,2,10,0,0,167160,46,34626184,52,2,20,0,0,0,34626304,Reckoner,NA,100,0.469387755,0.696969697,0.265306122,0.999997863,IGH,0,,3.30E-06
248,reckoner_mix_3.3e-06_err_rate_1_28.corrected.fastq,reckoner,28,46,167059,41,3,11,0,0,167160,46,34626177,51,3,27,0,0,0,34626304,Reckoner,NA,100,0.474226804,0.630136986,0.195876289,0.999997661,IGH,0,,3.30E-06
249,reckoner_mix_3.3e-06_err_rate_1_30.corrected.fastq,reckoner,30,47,167059,38,2,14,0,0,167160,47,34626171,51,2,33,0,0,0,34626304,Reckoner,NA,100,0.479591837,0.5875,0.142857143,0.999997516,IGH,0,,3.30E-06
