,EC Filename,Wrapper Name,Kmer Size,Read - TP,Read - TN,Read - FN,Read - FN WRONG,Read - FP,Read - FP INDEL,Total Trimmed Reads,Total Reads,Base - TP,Base - TN,Base - FN,Base - FN WRONG,Base - FP,Base - FP INDEL,Base - FP TRIM,Base - TP TRIM,Total Bases,Tool,Coverage,Length,Base Sensitivity,Base Precision,Base Gain,Base Accuracy,Dataset,Trim Percent,Trim Effeciency,Complexity
94,sga_wgsim_rl_100_cov_16.1_26.corrected.fastq,sga,26,12472,20460,616,1,105,10,5,33664,15785,3349522,832,2,240,32,6,0,3366419,Sga,16,100L,0.949930794,0.983060348,0.933562015,0.999669679,IGH,1.78E-06,0,low
95,sga_wgsim_rl_100_cov_16.1_26.corrected.fastq,sga,26,1046144,1661205,30190,65,5794,204,94,2743602,1330523,272975781,41296,204,12013,609,178,2,274360606,Sga,16,100L,0.969896903,0.990602653,0.960695981,0.999802085,IGH,6.56E-07,0.011235955,normal
96,sga_wgsim_rl_100_cov_16.1_30.corrected.fastq,sga,30,12720,20459,402,2,78,3,2,33664,16067,3349624,549,3,154,4,2,0,3366403,Sga,16,100L,0.966959557,0.990261941,0.95745065,0.999788498,IGH,5.94E-07,0,low
97,sga_wgsim_rl_100_cov_16.1_30.corrected.fastq,sga,30,1053932,1661070,22851,89,5498,162,71,2743602,1339565,272976636,32249,209,11261,454,127,2,274360503,Sga,16,100L,0.976491711,0.991330442,0.967951924,0.999838534,IGH,4.70E-07,0.015748031,normal
98,sga_wgsim_rl_100_cov_32.1_20.corrected.fastq,sga,20,22363,41148,3750,5,635,14,6,67915,28856,6755972,5045,25,1576,41,14,0,6791529,Sga,32,100L,0.851184331,0.946936632,0.803486623,0.99901333,IGH,2.06E-06,0,low
99,sga_wgsim_rl_100_cov_32.1_20.corrected.fastq,sga,20,2000783,3322362,136135,202,22410,889,388,5482781,2553918,545478416,184085,1012,58828,2938,820,7,548280024,Sga,32,100L,0.932766692,0.976386291,0.910207914,0.999548255,IGH,1.51E-06,0.008536585,normal
100,sga_wgsim_rl_100_cov_32.1_26.corrected.fastq,sga,26,24896,41148,1612,3,250,6,1,67915,31775,6756951,2139,12,618,11,1,0,6791507,Sga,32,100L,0.936928702,0.980588816,0.918381789,0.999590518,IGH,1.47E-07,0,low
101,sga_wgsim_rl_100_cov_32.1_26.corrected.fastq,sga,26,2072990,3322361,77658,90,9387,295,146,5482781,2637759,545518797,100962,300,19789,764,259,1,548278631,Sga,32,100L,0.963135347,0.992268402,0.955630749,0.99977735,IGH,4.74E-07,0.003861004,normal
102,sga_wgsim_rl_100_cov_32.1_30.corrected.fastq,sga,30,25522,41148,1079,4,156,6,2,67915,32480,6757167,1434,12,400,12,4,0,6791509,Sga,32,100L,0.957716577,0.987474158,0.945568202,0.999725834,IGH,5.89E-07,0,low
103,sga_wgsim_rl_100_cov_32.1_30.corrected.fastq,sga,30,2092324,3322361,59396,65,8382,253,116,5482781,2660261,545520962,78512,249,17664,732,202,0,548278582,Sga,32,100L,0.971333148,0.993132379,0.964616272,0.999822428,IGH,3.68E-07,0,normal
