,EC Filename,Wrapper Name,Kmer Size,Read - TP,Read - TN,Read - FN,Read - FN WRONG,Read - FP,Read - FP INDEL,Total Trimmed Reads,Total Reads,Base - TP,Base - TN,Base - FN,Base - FN WRONG,Base - FP,Base - FP INDEL,Base - FP TRIM,Base - TP TRIM,Total Bases,Tool,Coverage,Length,Base Sensitivity,Base Precision,Base Gain,Base Accuracy,Trim Percent,Trim Efficiency
10,bless_hiv_28_1.corrected.fastq,run.bless.sh,28,100814,2287404,88775,515,4152,666,51749,2482326,177136,216808706,344933,2307,13777,4244,1025615,135071,218511789,Bless,NA,100,0.339296147,0.907658962,0.304777721,0.993630841,0.005311777,0.131697567
11,bless_hiv_30_1.corrected.fastq,run.bless.sh,30,101589,2287410,88058,504,4093,672,52052,2482326,175587,216790004,345265,2182,13884,4191,1044338,136583,218512034,Bless,NA,100,0.337114958,0.906667286,0.302412202,0.993543871,0.005404375,0.130784286
12,coral_hiv_20_1.corrected.fastq,run.coral.sh,20,6797,2270660,195086,767,4715,4301,2857,2482326,83248,217849063,555961,1084,6958,4906,121,14819,218516160,Coral,NA,100,0.130235964,0.875262848,0.111675524,0.99739576,6.84E-05,122.4710744
13,coral_hiv_22_1.corrected.fastq,run.coral.sh,22,7067,2269736,194445,850,5419,4809,2872,2482326,86570,217847206,552524,1165,8438,6036,117,14831,218516887,Coral,NA,100,0.135457382,0.856755473,0.112809696,0.997399201,6.84E-05,126.7606838
14,coral_hiv_24_1.corrected.fastq,run.coral.sh,24,7604,2268078,193353,869,6598,5824,2857,2482326,88928,217845481,550233,1143,10002,6499,113,14765,218517164,Coral,NA,100,0.139132394,0.843487086,0.113315737,0.997400532,6.81E-05,130.6637168
15,coral_hiv_26_1.corrected.fastq,run.coral.sh,26,7920,2266827,192941,925,7489,6224,2898,2482326,90600,217843849,548333,1247,11642,7091,156,14884,218517802,Coral,NA,100,0.141798905,0.828661063,0.112479712,0.997398346,6.88E-05,95.41025641
16,coral_hiv_28_1.corrected.fastq,run.coral.sh,28,8324,2265519,191773,1016,8904,6790,2860,2482326,92054,217841019,546581,1556,14095,7799,118,14859,218518081,Coral,NA,100,0.144141802,0.807859725,0.109859309,0.997390661,6.85E-05,125.9237288
17,coral_hiv_30_1.corrected.fastq,run.coral.sh,30,8445,2265095,191678,962,9255,6891,2916,2482326,91390,217841077,547473,1323,14125,7548,164,14924,218518024,Coral,NA,100,0.143051014,0.808310411,0.109126683,0.997388444,6.90E-05,91
18,fiona_hiv_0_1.corrected.fastq,run.fiona.sh,0,130517,2265215,61810,9757,10176,4851,5004,2482326,284969,217822101,326178,12976,29393,8081,1800,31243,218516741,Fiona,NA,100,0.466285525,0.883781009,0.404968036,0.998267949,0.000151215,17.35722222
19,lighter_hiv_20_1.corrected.fastq,run.lighter.sh,20,164301,2146856,32011,476,138517,165,3241,2482326,333918,217659932,305634,1385,194952,171,182,15092,218511266,Lighter,NA,100,0.522112354,0.631176034,0.217019101,0.997700994,6.99E-05,82.92307692
20,lighter_hiv_22_1.corrected.fastq,run.lighter.sh,22,157007,2010559,32193,428,281951,188,3598,2482326,328914,217265206,300243,1429,588812,232,1028,25436,218511300,Lighter,NA,100,0.522785251,0.358310511,-0.413458008,0.995918528,0.00012111,24.74319066
21,lighter_hiv_24_1.corrected.fastq,run.lighter.sh,24,155767,2001826,33090,467,290981,195,3600,2482326,321462,217255489,307814,1362,598541,231,1021,25375,218511295,Lighter,NA,100,0.510844208,0.349326367,-0.440681037,0.995839691,0.000120799,24.85308521
22,lighter_hiv_26_1.corrected.fastq,run.lighter.sh,26,155009,1994225,33605,504,298770,213,3598,2482326,311282,217231561,318105,1374,622378,248,1021,25367,218511336,Lighter,NA,100,0.494579647,0.333311204,-0.494678155,0.995683357,0.000120763,24.84524976
23,lighter_hiv_28_1.corrected.fastq,run.lighter.sh,28,154769,2018163,35343,439,273417,195,3589,2482326,304079,217275296,325405,1170,578761,229,1022,25288,218511250,Lighter,NA,100,0.483060729,0.344343421,-0.436724365,0.995850594,0.000120406,24.74363992
24,lighter_hiv_30_1.corrected.fastq,run.lighter.sh,30,157868,2099833,35616,447,188422,140,3270,2482326,296272,217579693,343068,1100,275408,150,209,15306,218511206,Lighter,NA,100,0.463402884,0.518112026,0.032399037,0.997162716,7.10E-05,73.23444976
25,musket_hiv_20_1.corrected.fastq,run.musket.sh,20,101309,2273714,102413,935,3909,46,2812,2482326,221527,217849995,417321,1782,5441,57,84,14843,218511050,Musket,NA,100,0.346760106,0.975782403,0.33815399,0.998056328,6.83E-05,176.702381
26,musket_hiv_22_1.corrected.fastq,run.musket.sh,22,96023,2274118,107716,840,3563,66,2818,2482326,209850,217850413,429172,1656,5001,76,81,14917,218511166,Musket,NA,100,0.32839245,0.976378026,0.320447496,0.998004606,6.86E-05,184.1604938
27,musket_hiv_24_1.corrected.fastq,run.musket.sh,24,102134,2273926,101659,863,3687,57,2807,2482326,211327,217850384,427696,1605,5131,66,79,14836,218511124,Musket,NA,100,0.330703277,0.975998042,0.322570549,0.998011055,6.83E-05,187.7974684
28,musket_hiv_26_1.corrected.fastq,run.musket.sh,26,107544,2273396,96257,857,4207,65,2821,2482326,211280,217849602,427575,1575,5879,81,88,14968,218511048,Musket,NA,100,0.330716673,0.972564905,0.321387482,0.998008211,6.89E-05,170.0909091
29,musket_hiv_28_1.corrected.fastq,run.musket.sh,28,104008,2273892,99807,785,3771,63,2815,2482326,204466,217850202,434476,1476,5351,74,86,14972,218511103,Musket,NA,100,0.320007137,0.974153251,0.311516538,0.997979539,6.89E-05,174.0930233
30,musket_hiv_30_1.corrected.fastq,run.musket.sh,30,104008,2273892,99807,785,3771,63,2815,2482326,204466,217850202,434476,1476,5351,74,86,14972,218511103,Musket,NA,100,0.320007137,0.974153251,0.311516538,0.997979539,6.89E-05,174.0930233
31,pollux_hiv_20_1.corrected.fastq,run.pollux.sh,20,174380,2208674,23778,1213,56025,18243,3688,2482313,332353,217754608,287391,3643,85514,27896,595,31465,218523465,Pollux,NA,100,0.536274655,0.745582294,0.353279741,0.998146207,0.000146712,52.88235294
32,pollux_hiv_22_1.corrected.fastq,run.pollux.sh,22,175954,2201603,21750,1244,61363,20352,3798,2482266,329704,217732592,289550,3654,100794,30074,709,31295,218518372,Pollux,NA,100,0.532421268,0.715857673,0.321089569,0.998055807,0.000146459,44.13963329
33,pollux_hiv_24_1.corrected.fastq,run.pollux.sh,24,173726,2206128,24036,1288,56888,20212,3780,2482278,321361,217747222,297764,3695,88972,28408,691,31243,218519356,Pollux,NA,100,0.519056733,0.732461749,0.329466586,0.99807985,0.000146138,45.21418234
34,pollux_hiv_26_1.corrected.fastq,run.pollux.sh,26,173152,2203688,24423,1315,59972,19687,3761,2482237,314268,217739492,304821,3578,93042,27877,663,31249,218514990,Pollux,NA,100,0.507629759,0.722144733,0.312312123,0.998031977,0.00014604,47.13273002
35,pollux_hiv_28_1.corrected.fastq,run.pollux.sh,28,172504,2204772,24960,1290,57623,21087,3635,2482236,307620,217738803,311405,3441,91917,29787,537,31167,218514677,Pollux,NA,100,0.496942773,0.716521788,0.30033682,0.997999451,0.000145089,58.03910615
36,pollux_hiv_30_1.corrected.fastq,run.pollux.sh,30,171462,2205258,25873,1315,56487,21812,3610,2482207,299581,217741456,318734,3351,88193,30093,515,31118,218513041,Pollux,NA,100,0.48451194,0.716929071,0.293208154,0.997982048,0.000144765,60.42330097
37,racer_hiv_0_1.corrected.fastq,run.racer.sh,0,160221,2135630,32282,741,141676,11776,9297,2482326,329757,217417175,307157,4390,392179,65709,21578,15471,218553416,Racer,NA,100,0.517741799,0.418661961,-0.201174727,0.996380432,0.000169519,0.716980258
38,reckoner_hiv_20_1.corrected.fastq,run.reckoner.sh,20,30333,2275183,155176,2595,18642,397,3552,2482326,157284,217820828,476125,6864,32825,2415,685,15311,218512337,Reckoner,NA,100,0.248313491,0.816957886,0.192678033,0.997625075,7.32E-05,22.35182482
39,reckoner_hiv_22_1.corrected.fastq,run.reckoner.sh,22,32772,2275161,155203,2747,16046,397,3579,2482326,158354,217827615,476227,5895,26020,2202,899,15325,218512537,Reckoner,NA,100,0.249541036,0.848737244,0.205067596,0.997660185,7.42E-05,17.04671858
40,reckoner_hiv_24_1.corrected.fastq,run.reckoner.sh,24,35441,2275153,155809,2661,12874,388,3557,2482326,157276,217833551,477963,5050,20495,1825,670,15248,218512078,Reckoner,NA,100,0.247585554,0.875721063,0.212449173,0.997684163,7.28E-05,22.75820896
41,reckoner_hiv_26_1.corrected.fastq,run.reckoner.sh,26,38289,2275150,156179,2396,9920,392,3613,2482326,155089,217836900,480799,4340,17098,1907,755,15399,218512287,Reckoner,NA,100,0.243893579,0.890834836,0.21400624,0.997689217,7.39E-05,20.39602649
42,reckoner_hiv_28_1.corrected.fastq,run.reckoner.sh,28,41223,2275146,155899,1992,7663,403,3679,2482326,152878,217839527,483390,3661,14529,1903,854,15478,218512220,Reckoner,NA,100,0.240272967,0.902947257,0.214447371,0.997691787,7.47E-05,18.12412178
43,reckoner_hiv_30_1.corrected.fastq,run.reckoner.sh,30,43790,2275142,155260,1646,6092,396,3696,2482326,150033,217840949,486681,3144,13183,1846,871,15523,218512230,Reckoner,NA,100,0.235636408,0.908949364,0.212032404,0.997685434,7.50E-05,17.82204363
44,sga_hiv_20_1.corrected.fastq,run.sga.sh,20,5349,2275513,198906,420,1557,63,2886,2481808,52090,217825331,569051,970,3131,156,189,14573,218465491,Sga,NA,100,0.083861796,0.940643227,0.078569922,0.99737471,6.76E-05,77.10582011
45,sga_hiv_22_1.corrected.fastq,run.sga.sh,22,5947,2275504,198315,373,1602,67,2882,2481808,54607,217825148,566509,893,3340,174,195,14545,218465411,Sga,NA,100,0.087917555,0.939539925,0.082259997,0.997385632,6.75E-05,74.58974359
46,sga_hiv_24_1.corrected.fastq,run.sga.sh,24,6542,2275504,197679,342,1672,69,2896,2481808,56474,217824932,564659,889,3460,187,212,14616,218465429,Sga,NA,100,0.090920946,0.939339,0.085049418,0.997393432,6.79E-05,68.94339623
47,sga_hiv_26_1.corrected.fastq,run.sga.sh,26,7206,2275493,197001,331,1697,80,2893,2481808,56984,217824857,564145,862,3533,221,206,14655,218465463,Sga,NA,100,0.091742617,0.938193553,0.085698784,0.997395446,6.80E-05,71.1407767
48,sga_hiv_28_1.corrected.fastq,run.sga.sh,28,7903,2275487,196337,310,1695,76,2887,2481808,57836,217824853,563358,820,3550,200,203,14673,218465493,Sga,NA,100,0.09310457,0.939109538,0.087067808,0.997399273,6.81E-05,72.28078818
49,sga_hiv_30_1.corrected.fastq,run.sga.sh,30,8753,2275480,195476,303,1718,78,2888,2481808,58209,217824898,563012,784,3522,203,200,14689,218465517,Sga,NA,100,0.093700953,0.93985533,0.087704698,0.99740115,6.82E-05,73.445
