,EC Filename,Wrapper Name,Kmer Size,Read - TP,Read - TN,Read - FN,Read - FN WRONG,Read - FP,Read - FP INDEL,Total Trimmed Reads,Total Reads,Base - TP,Base - TN,Base - FN,Base - FN WRONG,Base - FP,Base - FP INDEL,Base - FP TRIM,Base - TP TRIM,Total Bases,Tool,Coverage,Length,Base Sensitivity,Base Precision,Base Gain,Base Accuracy,Trim Percent,Trim Efficiency
96,coral_human.wgsim_raw_rl_100_cov_16_1_20.corrected.fastq,run.coral.sh,20,2502575,4361169,314998,757,212513,73226,945,7465238,3326618,742448272,402381,1684,336205,92659,939,128,746608886,Coral,16,100,0.892094098,0.885803207,0.77708629,0.998883126,1.43E-06,0.136315229
97,coral_human.wgsim_raw_rl_100_cov_16_1_22.corrected.fastq,run.coral.sh,22,2569350,4348199,239032,788,230062,77807,998,7465238,3421539,742408405,307311,1817,375084,100166,977,146,746615445,Coral,16,100,0.917585583,0.878040612,0.790133419,0.998948113,1.50E-06,0.149437052
98,coral_human.wgsim_raw_rl_100_cov_16_1_24.corrected.fastq,run.coral.sh,24,2622616,4337962,177963,844,244330,81523,1095,7465238,3497355,742376810,231300,2008,406203,104494,1083,148,746619401,Coral,16,100,0.937966908,0.872582242,0.801001433,0.999002051,1.65E-06,0.136657433
99,coral_human.wgsim_raw_rl_100_cov_16_1_26.corrected.fastq,run.coral.sh,26,2665434,4328768,128286,865,256735,85150,1067,7465238,3558304,742349554,170205,2150,433379,110654,1095,153,746625494,Coral,16,100,0.954350385,0.867384615,0.808438708,0.999039032,1.67E-06,0.139726027
100,coral_human.wgsim_raw_rl_100_cov_16_1_28.corrected.fastq,run.coral.sh,28,2694750,4324643,96103,856,263264,85622,1098,7465238,3596922,742334718,131581,2155,448287,111525,1144,151,746626483,Coral,16,100,0.964709429,0.865324074,0.814565524,0.999069559,1.73E-06,0.131993007
101,coral_human.wgsim_raw_rl_100_cov_16_1_30.corrected.fastq,run.coral.sh,30,2711599,4320146,76768,872,266602,89251,1126,7465238,3618281,742329192,110193,2190,453809,116888,1181,148,746631882,Coral,16,100,0.97044555,0.863762235,0.817381052,0.999083536,1.78E-06,0.125317528
102,coral_human.wgsim_raw_rl_100_cov_32_1_20.corrected.fastq,run.coral.sh,20,5044481,8680038,571969,1548,441080,199720,2868,14938836,6732293,1485687197,735895,3613,704777,255991,2948,275,1494122989,Coral,32,100,0.901462711,0.87511239,0.772814637,0.998860051,2.16E-06,0.093283582
103,coral_human.wgsim_raw_rl_100_cov_32_1_22.corrected.fastq,run.coral.sh,22,5173583,8654221,423960,1637,478579,215214,2860,14947194,6921249,1486438310,550891,3897,786315,276024,2965,279,1494979930,Coral,32,100,0.926273999,0.866934641,0.784100673,0.998916312,2.17E-06,0.094097808
104,coral_human.wgsim_raw_rl_100_cov_32_1_24.corrected.fastq,run.coral.sh,24,5270608,8625272,306176,1607,507651,227522,3007,14938836,7063315,1485537518,404289,4185,853943,293353,3178,291,1494160072,Coral,32,100,0.945860948,0.860266672,0.792224521,0.998956639,2.32E-06,0.091567023
105,coral_human.wgsim_raw_rl_100_cov_32_1_26.corrected.fastq,run.coral.sh,26,5352538,8604790,210223,1633,531869,237783,3022,14938836,7182155,1485473116,285192,4436,917061,308372,3211,293,1494173836,Coral,32,100,0.961808123,0.854246783,0.797702584,0.998983872,2.35E-06,0.091248832
106,coral_human.wgsim_raw_rl_100_cov_32_1_28.corrected.fastq,run.coral.sh,28,5400434,8589205,152593,1745,544380,250479,2990,14938836,7251389,1485443373,215771,4638,947134,325200,3128,286,1494190919,Coral,32,100,0.971104007,0.85073025,0.80071339,0.998998875,2.28E-06,0.091432225
107,coral_human.wgsim_raw_rl_100_cov_32_1_30.corrected.fastq,run.coral.sh,30,5430185,8584559,120612,1725,551167,250588,2970,14938836,7286565,1485434784,180624,4602,956016,326526,3173,292,1494192582,Coral,32,100,0.975810978,0.850329562,0.804053975,0.999015561,2.32E-06,0.092026473
108,fiona_human.wgsim_raw_rl_100_cov_1_1_0.corrected.fastq,run.fiona.sh,0,0,283235,183863,0,0,0,0,467098,0,46476600,233200,0,0,0,0,0,46709800,Fiona,1,100,0,inf,0,0.995007472,0,inf
109,fiona_human.wgsim_raw_rl_100_cov_2_1_0.corrected.fastq,run.fiona.sh,0,0,566478,367720,0,0,0,0,934198,0,92953540,466260,0,0,0,0,0,93419800,Fiona,2,100,0,inf,0,0.995008981,0,inf
110,fiona_human.wgsim_raw_rl_100_cov_4_1_0.corrected.fastq,run.fiona.sh,0,0,1131215,737183,0,0,0,0,1868398,0,185904983,934817,0,0,0,0,0,186839800,Fiona,4,100,0,inf,0,0.994996692,0,inf
111,fiona_human.wgsim_raw_rl_100_cov_8_1_0.corrected.fastq,run.fiona.sh,0,1390531,2232530,20076,3158,81716,8787,1528,3736798,1820884,371655632,39833,8469,148134,11747,1610,29,373686338,Fiona,8,100,0.978592661,0.919283206,0.892668256,0.999438585,4.39E-06,0.018012422
112,fiona_human.wgsim_raw_rl_100_cov_16_1_0.corrected.fastq,run.fiona.sh,0,2807574,4506332,28378,9364,108159,13789,3996,7473596,3643172,743384846,65300,26361,226976,19072,4153,58,747369938,Fiona,16,100,0.98239167,0.936735901,0.916044128,0.99954258,5.63E-06,0.013965808
113,fiona_human.wgsim_raw_rl_100_cov_32_1_0.corrected.fastq,run.fiona.sh,0,5646680,9049881,60309,19809,143883,26632,10143,14947194,7283153,1486851700,138391,54600,364189,36624,10460,166,1494739283,Fiona,32,100,0.981352802,0.947837744,0.927346116,0.999595739,7.11E-06,0.015869981
114,lighter_human.wgsim_raw_rl_100_cov_1_1_20.corrected.fastq,run.lighter.sh,20,0,283235,183863,0,0,0,0,467098,0,46476600,233200,0,0,0,0,0,46709800,Lighter,1,100,0,inf,0,0.995007472,0,inf
115,lighter_human.wgsim_raw_rl_100_cov_1_1_22.corrected.fastq,run.lighter.sh,22,0,283235,183863,0,0,0,0,467098,0,46476600,233200,0,0,0,0,0,46709800,Lighter,1,100,0,inf,0,0.995007472,0,inf
116,lighter_human.wgsim_raw_rl_100_cov_1_1_24.corrected.fastq,run.lighter.sh,24,0,283235,183863,0,0,0,0,467098,0,46476600,233200,0,0,0,0,0,46709800,Lighter,1,100,0,inf,0,0.995007472,0,inf
117,lighter_human.wgsim_raw_rl_100_cov_1_1_26.corrected.fastq,run.lighter.sh,26,0,283235,183863,0,0,0,0,467098,0,46476600,233200,0,0,0,0,0,46709800,Lighter,1,100,0,inf,0,0.995007472,0,inf
118,lighter_human.wgsim_raw_rl_100_cov_1_1_28.corrected.fastq,run.lighter.sh,28,0,283235,183863,0,0,0,0,467098,0,46476600,233200,0,0,0,0,0,46709800,Lighter,1,100,0,inf,0,0.995007472,0,inf
119,lighter_human.wgsim_raw_rl_100_cov_1_1_30.corrected.fastq,run.lighter.sh,30,0,283235,183863,0,0,0,0,467098,0,46476600,233200,0,0,0,0,0,46709800,Lighter,1,100,0,inf,0,0.995007472,0,inf
120,lighter_human.wgsim_raw_rl_100_cov_2_1_20.corrected.fastq,run.lighter.sh,20,0,566478,367720,0,0,0,0,934198,0,92953540,466260,0,0,0,0,0,93419800,Lighter,2,100,0,inf,0,0.995008981,0,inf
121,lighter_human.wgsim_raw_rl_100_cov_2_1_22.corrected.fastq,run.lighter.sh,22,0,566478,367720,0,0,0,0,934198,0,92953540,466260,0,0,0,0,0,93419800,Lighter,2,100,0,inf,0,0.995008981,0,inf
122,lighter_human.wgsim_raw_rl_100_cov_2_1_24.corrected.fastq,run.lighter.sh,24,0,566478,367720,0,0,0,0,934198,0,92953540,466260,0,0,0,0,0,93419800,Lighter,2,100,0,inf,0,0.995008981,0,inf
123,lighter_human.wgsim_raw_rl_100_cov_2_1_26.corrected.fastq,run.lighter.sh,26,0,566478,367720,0,0,0,0,934198,0,92953540,466260,0,0,0,0,0,93419800,Lighter,2,100,0,inf,0,0.995008981,0,inf
124,lighter_human.wgsim_raw_rl_100_cov_2_1_28.corrected.fastq,run.lighter.sh,28,0,566478,367720,0,0,0,0,934198,0,92953540,466260,0,0,0,0,0,93419800,Lighter,2,100,0,inf,0,0.995008981,0,inf
125,lighter_human.wgsim_raw_rl_100_cov_2_1_30.corrected.fastq,run.lighter.sh,30,0,566478,367720,0,0,0,0,934198,0,92953540,466260,0,0,0,0,0,93419800,Lighter,2,100,0,inf,0,0.995008981,0,inf
126,lighter_human.wgsim_raw_rl_100_cov_4_1_20.corrected.fastq,run.lighter.sh,20,110977,1111464,607896,284,37753,24,11,1868398,159063,185858795,775387,367,46167,34,11,0,186839824,Lighter,4,100,0.170220986,0.774919129,0.120779068,0.995600692,5.89E-08,0
127,lighter_human.wgsim_raw_rl_100_cov_4_1_22.corrected.fastq,run.lighter.sh,22,111563,1110618,608416,296,37482,23,9,1868398,158002,185860943,776453,362,44023,31,9,0,186839823,Lighter,4,100,0.169084654,0.781971335,0.121940596,0.995606515,4.82E-08,0
128,lighter_human.wgsim_raw_rl_100_cov_4_1_24.corrected.fastq,run.lighter.sh,24,111342,1109367,609408,312,37946,23,7,1868398,155882,185861259,778572,363,43705,36,7,0,186839824,Lighter,4,100,0.16681613,0.780881962,0.120006977,0.995596854,3.75E-08,0
129,lighter_human.wgsim_raw_rl_100_cov_4_1_26.corrected.fastq,run.lighter.sh,26,111049,1108067,610450,326,38480,26,12,1868398,153798,185861142,780644,375,43818,38,12,0,186839827,Lighter,4,100,0.164588064,0.778117316,0.117655242,0.995585058,6.42E-08,0
130,lighter_human.wgsim_raw_rl_100_cov_4_1_28.corrected.fastq,run.lighter.sh,28,110542,1106945,611644,340,38900,27,12,1868398,151369,185861076,783068,380,43883,40,12,0,186839828,Lighter,4,100,0.161989519,0.775090634,0.114984745,0.995571699,6.42E-08,0
131,lighter_human.wgsim_raw_rl_100_cov_4_1_30.corrected.fastq,run.lighter.sh,30,109786,1105795,612980,365,39444,28,11,1868398,148504,185860764,785905,408,44195,42,11,0,186839829,Lighter,4,100,0.158928264,0.770484744,0.11158604,0.99555469,5.89E-08,0
132,lighter_human.wgsim_raw_rl_100_cov_8_1_20.corrected.fastq,run.lighter.sh,20,0,2263573,1473225,0,0,0,0,3736798,0,371810586,1869214,0,0,0,0,0,373679800,Lighter,8,100,0,inf,0,0.994997819,0,inf
133,lighter_human.wgsim_raw_rl_100_cov_8_1_22.corrected.fastq,run.lighter.sh,22,0,2263573,1473225,0,0,0,0,3736798,0,371810586,1869214,0,0,0,0,0,373679800,Lighter,8,100,0,inf,0,0.994997819,0,inf
134,lighter_human.wgsim_raw_rl_100_cov_8_1_24.corrected.fastq,run.lighter.sh,24,0,2263573,1473225,0,0,0,0,3736798,0,371810586,1869214,0,0,0,0,0,373679800,Lighter,8,100,0,inf,0,0.994997819,0,inf
135,lighter_human.wgsim_raw_rl_100_cov_8_1_26.corrected.fastq,run.lighter.sh,26,0,2263573,1473225,0,0,0,0,3736798,0,371810586,1869214,0,0,0,0,0,373679800,Lighter,8,100,0,inf,0,0.994997819,0,inf
136,lighter_human.wgsim_raw_rl_100_cov_8_1_28.corrected.fastq,run.lighter.sh,28,0,2263573,1473225,0,0,0,0,3736798,0,371810586,1869214,0,0,0,0,0,373679800,Lighter,8,100,0,inf,0,0.994997819,0,inf
137,lighter_human.wgsim_raw_rl_100_cov_8_1_30.corrected.fastq,run.lighter.sh,30,0,2263573,1473225,0,0,0,0,3736798,0,371810586,1869214,0,0,0,0,0,373679800,Lighter,8,100,0,inf,0,0.994997819,0,inf
138,lighter_human.wgsim_raw_rl_100_cov_16_1_20.corrected.fastq,run.lighter.sh,20,2644373,4455054,202881,984,170252,52,24,7473596,3441290,743377605,291446,2154,247063,71,24,0,747359653,Lighter,16,100,0.921921615,0.932997399,0.855714414,0.999276442,3.21E-08,0
139,lighter_human.wgsim_raw_rl_100_cov_16_1_22.corrected.fastq,run.lighter.sh,22,2757259,4491824,121144,659,102677,33,13,7473596,3547807,743485783,185723,1360,138901,47,13,0,747359634,Lighter,16,100,0.950255388,0.962311572,0.913039135,0.999563739,1.74E-08,0
140,lighter_human.wgsim_raw_rl_100_cov_16_1_24.corrected.fastq,run.lighter.sh,24,2765979,4485186,115025,676,106702,28,12,7473596,3561915,743481511,171634,1341,143176,39,12,0,747359628,Lighter,16,100,0.954029263,0.961346835,0.915670318,0.999576908,1.61E-08,0
141,lighter_human.wgsim_raw_rl_100_cov_16_1_26.corrected.fastq,run.lighter.sh,26,2797386,4494437,95281,648,85808,36,17,7473596,3590917,743509536,142771,1202,115144,49,17,0,747359636,Lighter,16,100,0.961761401,0.968918084,0.930909064,0.999653202,2.27E-08,0
142,lighter_human.wgsim_raw_rl_100_cov_16_1_28.corrected.fastq,run.lighter.sh,28,2793809,4488207,99651,676,91219,34,12,7473596,3591097,743504411,142591,1202,120273,48,12,0,747359634,Lighter,16,100,0.96180961,0.967580855,0.929583832,0.999646588,1.61E-08,0
143,lighter_human.wgsim_raw_rl_100_cov_16_1_30.corrected.fastq,run.lighter.sh,30,2780550,4482147,112401,733,97732,33,9,7473596,3580021,743496312,153644,1225,128374,48,9,0,747359633,Lighter,16,100,0.958849013,0.965370372,0.924453319,0.999620932,1.20E-08,0
144,lighter_human.wgsim_raw_rl_100_cov_32_1_20.corrected.fastq,run.lighter.sh,20,5483348,9049671,314260,1010,98824,81,29,14947194,7006605,1487089314,467412,2292,153714,122,29,0,1494719488,Lighter,32,100,0.937461742,0.978515848,0.916878969,0.999582819,1.94E-08,0
145,lighter_human.wgsim_raw_rl_100_cov_32_1_22.corrected.fastq,run.lighter.sh,22,5555918,9050055,255435,713,85012,61,23,14947194,7089835,1487108199,384613,1860,134846,88,23,0,1494719464,Lighter,32,100,0.948542956,0.981323417,0.930490252,0.999651152,1.54E-08,0
146,lighter_human.wgsim_raw_rl_100_cov_32_1_24.corrected.fastq,run.lighter.sh,24,5613603,9050041,208675,693,74131,51,22,14947194,7154809,1487122183,319752,1747,120867,76,22,0,1494719456,Lighter,32,100,0.9572213,0.983377251,0.941040685,0.999703982,1.47E-08,0
147,lighter_human.wgsim_raw_rl_100_cov_32_1_26.corrected.fastq,run.lighter.sh,26,5662057,9050190,170608,550,63734,55,22,14947194,7209122,1487135748,265681,1505,107297,85,22,0,1494719460,Lighter,32,100,0.964456455,0.985323318,0.950090591,0.999749391,1.47E-08,0
148,lighter_human.wgsim_raw_rl_100_cov_32_1_28.corrected.fastq,run.lighter.sh,28,5699446,9049997,141348,510,55843,50,23,14947194,7251031,1487145223,223898,1379,97825,75,23,0,1494719454,Lighter,32,100,0.970046806,0.986678335,0.956949691,0.999783772,1.54E-08,0
149,lighter_human.wgsim_raw_rl_100_cov_32_1_30.corrected.fastq,run.lighter.sh,30,5728689,9049543,118595,503,49811,53,24,14947194,7284157,1487151687,190853,1298,91358,80,24,0,1494719457,Lighter,32,100,0.97446786,0.987602627,0.962235368,0.999810257,1.61E-08,0
150,musket_human.wgsim_raw_rl_100_cov_1_1_20.corrected.fastq,run.musket.sh,20,821,241416,157421,36,67291,113,42,467098,19824,46155080,211690,1686,321389,215,49,0,46709933,Musket,1,100,0.085627651,0.058062022,-1.303506483,0.988545713,1.05E-06,0
151,musket_human.wgsim_raw_rl_100_cov_1_1_22.corrected.fastq,run.musket.sh,22,644,247919,162230,32,56180,93,38,467098,16176,46217260,215674,1350,259227,178,49,0,46709914,Musket,1,100,0.069769247,0.058697806,-1.049079146,0.989799211,1.05E-06,0
152,musket_human.wgsim_raw_rl_100_cov_1_1_24.corrected.fastq,run.musket.sh,24,551,253283,165834,31,47299,100,36,467098,13443,46265356,218640,1117,211130,183,48,0,46709917,Musket,1,100,0.057923243,0.059811529,-0.852582912,0.990770311,1.03E-06,0
153,musket_human.wgsim_raw_rl_100_cov_1_1_26.corrected.fastq,run.musket.sh,26,542,256496,168179,30,41778,73,27,467098,11809,46297310,220446,945,179204,140,33,0,46709887,Musket,1,100,0.050844976,0.061777738,-0.721340768,0.991420061,7.06E-07,0
154,musket_human.wgsim_raw_rl_100_cov_1_1_28.corrected.fastq,run.musket.sh,28,546,257800,169042,31,39599,80,36,467098,11203,46308553,221112,884,167955,144,42,1,46709894,Musket,1,100,0.048223317,0.062481177,-0.675358888,0.991647658,9.21E-07,0.023809524
155,musket_human.wgsim_raw_rl_100_cov_1_1_30.corrected.fastq,run.musket.sh,30,546,257800,169042,31,39599,80,36,467098,11203,46308553,221112,884,167955,144,42,1,46709894,Musket,1,100,0.048223317,0.062481177,-0.675358888,0.991647658,9.21E-07,0.023809524
156,musket_human.wgsim_raw_rl_100_cov_2_1_20.corrected.fastq,run.musket.sh,20,2025,474198,308774,139,148839,223,104,934198,43434,92257015,419023,3803,696253,422,126,0,93420076,Musket,2,100,0.093920083,0.05868595,-1.412544301,0.988015135,1.35E-06,0
157,musket_human.wgsim_raw_rl_100_cov_2_1_22.corrected.fastq,run.musket.sh,22,1625,488737,319276,93,124285,182,85,934198,36691,92382739,426461,3108,570570,354,108,0,93420031,Musket,2,100,0.079220213,0.060385277,-1.153472294,0.989289224,1.16E-06,0
158,musket_human.wgsim_raw_rl_100_cov_2_1_24.corrected.fastq,run.musket.sh,24,1675,495423,324209,91,112637,163,71,934198,33607,92454661,429932,2721,498685,301,90,0,93419997,Musket,2,100,0.072500911,0.063100717,-1.003969461,0.99002645,9.63E-07,0
159,musket_human.wgsim_raw_rl_100_cov_2_1_26.corrected.fastq,run.musket.sh,26,1736,502278,328928,84,101012,160,82,934198,30254,92521407,433652,2353,431948,273,98,1,93419986,Musket,2,100,0.065215798,0.06541759,-0.866483727,0.990705158,1.06E-06,0.010204082
160,musket_human.wgsim_raw_rl_100_cov_2_1_28.corrected.fastq,run.musket.sh,28,1442,508756,333481,67,90301,151,70,934198,26526,92571905,437637,2097,381462,264,86,0,93419977,Musket,2,100,0.057148028,0.064974575,-0.765248415,0.991205885,9.21E-07,0
161,musket_human.wgsim_raw_rl_100_cov_2_1_30.corrected.fastq,run.musket.sh,30,1442,508756,333481,67,90301,151,70,934198,26526,92571905,437637,2097,381462,264,86,0,93419977,Musket,2,100,0.057148028,0.064974575,-0.765248415,0.991205885,9.21E-07,0
162,musket_human.wgsim_raw_rl_100_cov_4_1_20.corrected.fastq,run.musket.sh,20,504048,1074535,169499,1369,118856,91,45,1868398,711653,185595507,218637,4527,309375,154,50,0,186839903,Musket,4,100,0.764979738,0.696891445,0.432256608,0.997148666,2.68E-07,0
163,musket_human.wgsim_raw_rl_100_cov_4_1_22.corrected.fastq,run.musket.sh,22,508564,1080872,171059,1159,106667,77,31,1868398,714924,185633491,215981,3913,271408,136,33,0,186839886,Musket,4,100,0.767988141,0.724731061,0.476289202,0.997369561,1.77E-07,0
164,musket_human.wgsim_raw_rl_100_cov_4_1_24.corrected.fastq,run.musket.sh,24,506783,1082401,174352,1056,103736,70,29,1868398,712121,185644461,219082,3614,260440,136,31,0,186839885,Musket,4,100,0.764732287,0.732109794,0.48490501,0.997413277,1.66E-07,0
165,musket_human.wgsim_raw_rl_100_cov_4_1_26.corrected.fastq,run.musket.sh,26,502071,1082938,180197,946,102171,75,40,1868398,705382,185649966,226133,3302,254934,127,42,0,186839886,Musket,4,100,0.757241698,0.734434006,0.483428608,0.997406667,2.25E-07,0
166,musket_human.wgsim_raw_rl_100_cov_4_1_28.corrected.fastq,run.musket.sh,28,498936,1083131,183823,867,101557,84,43,1868398,701082,185652037,230508,3227,252860,131,45,0,186839890,Musket,4,100,0.75256497,0.734830563,0.480995932,0.997394716,2.41E-07,0
167,musket_human.wgsim_raw_rl_100_cov_4_1_30.corrected.fastq,run.musket.sh,30,498936,1083131,183823,867,101557,84,43,1868398,701082,185652037,230508,3227,252860,131,45,0,186839890,Musket,4,100,0.75256497,0.734830563,0.480995932,0.997394716,2.41E-07,0
168,musket_human.wgsim_raw_rl_100_cov_8_1_20.corrected.fastq,run.musket.sh,20,1278587,2252230,158993,2146,44832,10,1,3736798,1672967,371745850,193240,3007,64725,23,1,0,373679813,Musket,8,100,0.896453073,0.962739575,0.861758101,0.999301552,2.68E-09,0
169,musket_human.wgsim_raw_rl_100_cov_8_1_22.corrected.fastq,run.musket.sh,22,1308790,2251511,129247,1882,45354,14,6,3736798,1709874,371745815,156607,2733,64757,22,7,0,373679815,Musket,8,100,0.916095047,0.963497653,0.88138856,0.999400219,1.87E-08,0
170,musket_human.wgsim_raw_rl_100_cov_8_1_24.corrected.fastq,run.musket.sh,24,1326638,2250288,110803,1723,47335,11,2,3736798,1732686,371742546,133984,2544,68030,19,2,0,373679811,Musket,8,100,0.928222985,0.962210431,0.891768229,0.999452529,5.35E-09,0
171,musket_human.wgsim_raw_rl_100_cov_8_1_26.corrected.fastq,run.musket.sh,26,1339133,2248826,97433,1555,49840,11,4,3736798,1749082,371738441,117758,2374,72134,20,4,0,373679813,Musket,8,100,0.936921214,0.960381851,0.898270875,0.999485415,1.07E-08,0
172,musket_human.wgsim_raw_rl_100_cov_8_1_28.corrected.fastq,run.musket.sh,28,1343786,2248092,92346,1527,51038,9,3,3736798,1755123,371736322,111753,2338,74254,16,4,0,373679810,Musket,8,100,0.940139034,0.959401834,0.900355996,0.999495919,1.07E-08,0
173,musket_human.wgsim_raw_rl_100_cov_8_1_30.corrected.fastq,run.musket.sh,30,1343786,2248092,92346,1527,51038,9,3,3736798,1755123,371736322,111753,2338,74254,16,4,0,373679810,Musket,8,100,0.940139034,0.959401834,0.900355996,0.999495919,1.07E-08,0
174,musket_human.wgsim_raw_rl_100_cov_16_1_20.corrected.fastq,run.musket.sh,20,2608543,4519241,284412,4203,57181,16,5,7473596,3381878,743554550,347743,5269,70147,24,6,0,747359617,Musket,16,100,0.90676184,0.979672652,0.887947328,0.999433755,8.03E-09,0
175,musket_human.wgsim_raw_rl_100_cov_16_1_22.corrected.fastq,run.musket.sh,22,2674113,4517370,220288,3817,57994,14,4,7473596,3460550,743554080,269520,4820,70621,19,5,0,747359615,Musket,16,100,0.927743983,0.979995412,0.908806001,0.999538395,6.69E-09,0
176,musket_human.wgsim_raw_rl_100_cov_16_1_24.corrected.fastq,run.musket.sh,24,2718676,4523589,186344,3299,41676,12,5,7473596,3503648,743573173,227022,4220,51528,16,5,0,747359612,Musket,16,100,0.939147124,0.985501768,0.925330839,0.999621613,6.69E-09,0
177,musket_human.wgsim_raw_rl_100_cov_16_1_26.corrected.fastq,run.musket.sh,26,2754330,4522463,151487,3021,42285,10,4,7473596,3546258,743572816,184810,3822,51885,16,5,0,747359612,Musket,16,100,0.950467266,0.985575679,0.936556771,0.99967815,6.69E-09,0
178,musket_human.wgsim_raw_rl_100_cov_16_1_28.corrected.fastq,run.musket.sh,28,2769456,4521831,136619,2908,42772,10,3,7473596,3563975,743572599,167223,3692,52103,16,4,0,747359612,Musket,16,100,0.955182491,0.985586934,0.941214055,0.999701565,5.35E-09,0
179,musket_human.wgsim_raw_rl_100_cov_16_1_30.corrected.fastq,run.musket.sh,30,2769456,4521831,136619,2908,42772,10,3,7473596,3563975,743572599,167223,3692,52103,16,4,0,747359612,Musket,16,100,0.955182491,0.985586934,0.941214055,0.999701565,5.35E-09,0
180,musket_human.wgsim_raw_rl_100_cov_32_1_20.corrected.fastq,run.musket.sh,20,5244046,9049162,567069,8555,78344,18,7,14947194,6771042,1487142118,694598,10668,100956,31,8,0,1494719421,Musket,32,100,0.906960689,0.985304631,0.893433785,0.999460594,5.35E-09,0
181,musket_human.wgsim_raw_rl_100_cov_32_1_22.corrected.fastq,run.musket.sh,22,5380437,9048126,437798,7686,73124,23,11,14947194,6929638,1487149457,537000,9670,93612,39,11,0,1494719427,Musket,32,100,0.928080081,0.986665649,0.915537488,0.999571604,7.36E-09,0
182,musket_human.wgsim_raw_rl_100_cov_32_1_24.corrected.fastq,run.musket.sh,24,5470842,9046728,351767,6977,70862,18,8,14947194,7035912,1487153370,431639,8757,89707,28,8,0,1494719421,Musket,32,100,0.942198051,0.987406758,0.930181394,0.999645325,5.35E-09,0
183,musket_human.wgsim_raw_rl_100_cov_32_1_26.corrected.fastq,run.musket.sh,26,5540920,9048804,291147,6227,60078,18,6,14947194,7110757,1487166222,357783,7768,76855,30,6,0,1494719421,Musket,32,100,0.952094653,0.989303168,0.941800138,0.999703997,4.01E-09,0
184,musket_human.wgsim_raw_rl_100_cov_32_1_28.corrected.fastq,run.musket.sh,28,5572906,9048272,260999,5908,59087,22,9,14947194,7147014,1487167398,321858,7436,75676,33,11,0,1494719426,Musket,32,100,0.956906746,0.989517942,0.946770141,0.999729037,7.36E-09,0
185,musket_human.wgsim_raw_rl_100_cov_32_1_30.corrected.fastq,run.musket.sh,30,5572906,9048272,260999,5908,59087,22,9,14947194,7147014,1487167398,321858,7436,75676,33,11,0,1494719426,Musket,32,100,0.956906746,0.989517942,0.946770141,0.999729037,7.36E-09,0
186,pollux_human.wgsim_raw_rl_100_cov_1_1_20.corrected.fastq,run.pollux.sh,20,6088,154644,86446,121,34798,37597,456,319694,23190,31509682,124095,2454,262290,113905,1158,12,32036786,Pollux,1,100,0.157449842,0.058064274,-2.396747802,0.984271138,3.65E-05,0.010362694
187,pollux_human.wgsim_raw_rl_100_cov_1_1_22.corrected.fastq,run.pollux.sh,22,5901,151671,83377,115,33126,32078,358,306268,22130,30217913,117298,2089,230051,93848,887,8,30684224,Pollux,1,100,0.158719913,0.063954177,-2.164335714,0.985524382,2.92E-05,0.009019166
188,pollux_human.wgsim_raw_rl_100_cov_1_1_24.corrected.fastq,run.pollux.sh,24,5649,149532,80974,122,29562,26551,260,292390,19636,28892872,111869,1761,185364,74098,622,13,29286235,Pollux,1,100,0.149317516,0.070355216,-1.823702521,0.987239255,2.17E-05,0.020900322
189,pollux_human.wgsim_raw_rl_100_cov_1_1_26.corrected.fastq,run.pollux.sh,26,5431,146830,78281,132,26152,21388,186,278214,17070,27536659,106493,1392,138692,58637,480,7,27859430,Pollux,1,100,0.138148151,0.079617909,-1.458842857,0.989027267,1.75E-05,0.014583333
190,pollux_human.wgsim_raw_rl_100_cov_1_1_28.corrected.fastq,run.pollux.sh,28,5036,143503,75368,104,23617,17520,166,265148,15187,26261674,101090,1143,118314,50054,415,7,26547884,Pollux,1,100,0.130610525,0.082738144,-1.317380049,0.989791425,1.59E-05,0.01686747
191,pollux_human.wgsim_raw_rl_100_cov_1_1_30.corrected.fastq,run.pollux.sh,30,4636,140530,72367,103,20693,13937,134,252266,13159,25009326,95703,921,93878,44014,325,4,25257330,Pollux,1,100,0.120877809,0.087116272,-1.145790083,0.990702064,1.30E-05,0.012307692
192,pollux_human.wgsim_raw_rl_100_cov_2_1_20.corrected.fastq,run.pollux.sh,20,43808,410414,214257,431,82521,89327,1046,840758,96577,82937473,305798,5891,615201,274484,2812,21,84238257,Pollux,2,100,0.240017397,0.097922256,-1.971066791,0.985704995,3.36E-05,0.007467994
193,pollux_human.wgsim_raw_rl_100_cov_2_1_22.corrected.fastq,run.pollux.sh,22,42204,403295,208242,391,74771,76135,919,805038,91106,79492629,290746,5118,531311,224908,2435,23,80638276,Pollux,2,100,0.23858982,0.107521907,-1.741808345,0.986922857,3.05E-05,0.009445585
194,pollux_human.wgsim_raw_rl_100_cov_2_1_24.corrected.fastq,run.pollux.sh,24,40534,401836,206426,362,69419,64361,651,782938,84319,77403191,284069,4214,447392,187963,1601,11,78412760,Pollux,2,100,0.228886392,0.117162771,-1.495803338,0.988200401,2.06E-05,0.006870706
195,pollux_human.wgsim_raw_rl_100_cov_2_1_26.corrected.fastq,run.pollux.sh,26,38286,414330,213487,411,62421,54449,574,783384,76555,77566800,289117,3576,345632,154686,1442,11,78437819,Pollux,2,100,0.209354285,0.132706852,-1.158860946,0.989871555,1.85E-05,0.007628294
